交易日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,流通市值
2023-12-26,8.14,6.62,8.35,6.6,3910804,2853614066.0,65.79,148.87,3.96,71.62,9297081150.26
2023-12-27,6.06,5.46,6.18,5.43,2650900,1513390161.0,11.33,-17.52,-1.16,48.55,7667985359.58
2023-12-28,5.36,5.55,5.73,5.27,2087869,1150082060.0,8.42,1.65,0.09,38.24,7794380722.65
2023-12-29,5.48,5.53,5.67,5.42,1646135,911485381.0,4.5,-0.36,-0.02,30.15,7766292864.190001
2024-01-02,5.47,5.28,5.55,5.28,1351705,731421218.0,4.88,-4.52,-0.25,24.76,7415194633.440001
2024-01-03,5.3,5.02,5.32,5.01,1231494,627640713.0,5.87,-4.92,-0.26,22.55,7050052473.459999
2024-01-04,5.0,5.33,5.44,4.96,1689503,888733036.0,9.56,6.18,0.31,30.94,7485414279.59
2024-01-05,5.44,5.66,5.96,5.4,2495608,1423018788.0,10.51,6.19,0.33,45.7,7948863944.18
2024-01-08,5.7,5.54,5.78,5.49,1484683,835261089.0,5.12,-2.12,-0.12,27.19,7780336793.42
2024-01-09,5.51,5.25,5.57,5.16,1222488,650114515.0,7.4,-5.23,-0.29,22.39,7373062845.75
2024-01-10,5.17,5.67,5.7,5.05,1570722,858169770.0,12.38,8.0,0.42,28.77,7962907873.41
2024-01-11,5.46,5.68,5.88,5.39,1696713,950990318.0,8.64,0.18,0.01,31.07,7976951802.639999
2024-01-12,5.58,5.57,6.08,5.56,1979036,1148033098.0,9.15,-1.94,-0.11,36.24,7822468581.110001
2024-01-15,5.45,5.43,5.78,5.38,1211716,671318180.0,7.18,-2.51,-0.14,22.19,7625853571.889999
2024-01-16,5.43,5.39,5.49,5.19,1177700,628241495.0,5.52,-0.74,-0.04,21.57,7569677854.969999
2024-01-17,5.31,5.12,5.33,5.12,845388,439826873.0,3.9,-5.01,-0.27,15.48,7190491765.76
2024-01-18,5.07,5.45,5.45,5.07,1342824,714683434.0,7.42,6.45,0.33,24.59,7653941430.35
2024-01-19,5.41,5.18,5.43,5.18,924073,486772261.0,4.59,-4.95,-0.27,16.92,7274755341.139999
2024-01-22,5.14,5.09,5.3,5.01,670144,345820109.0,5.6,-1.74,-0.09,12.27,7148359978.07
2024-01-23,5.15,5.22,5.34,5.13,774557,405487608.0,4.13,2.55,0.13,14.19,7330931058.059999
2024-01-24,5.16,5.26,5.3,5.12,801085,416805500.0,3.45,0.77,0.04,14.67,7387106774.98
2024-01-25,5.21,5.29,5.3,5.12,977633,512347977.0,3.42,0.57,0.03,17.9,7429238562.67
2024-01-26,5.3,5.7,6.02,5.26,2118258,1197841571.0,14.37,7.75,0.41,38.79,8005039661.1
2024-01-29,5.88,5.61,6.09,5.57,1968614,1151929361.0,9.12,-1.58,-0.09,36.05,7878644298.030001
2024-01-30,5.4,5.18,5.54,5.16,1312728,698846610.0,6.77,-7.66,-0.43,24.04,7274755341.139999
2024-01-31,5.07,5.11,5.28,5.03,873103,450716254.0,4.83,-1.35,-0.07,15.99,7176447836.530001
2024-02-01,5.07,5.18,5.24,5.07,670371,346120893.0,3.33,1.37,0.07,12.28,7274755341.139999
2024-02-02,5.15,4.64,5.2,4.43,1286964,613273991.0,14.86,-10.42,-0.54,23.57,6516383162.719999
2024-02-05,4.5,3.98,4.56,3.9,942368,394039595.0,14.22,-14.22,-0.66,17.26,5589483833.54
2024-02-06,3.92,4.41,4.5,3.88,985233,419475223.0,15.58,10.8,0.43,18.04,6193372790.43
2024-02-07,4.35,4.22,4.58,4.2,1004553,440346765.0,8.62,-4.31,-0.19,18.4,5926538135.059999
2024-02-08,4.3,4.45,4.54,4.18,809856,352835531.0,8.53,5.45,0.23,14.83,6249548507.35
2024-02-19,4.48,4.59,4.67,4.44,770923,351297775.0,5.17,3.15,0.14,14.12,6446163516.57
2024-02-20,4.53,4.65,4.73,4.45,719496,330651363.0,6.1,1.31,0.06,13.18,6530427091.950001
2024-02-21,4.61,4.7,4.85,4.56,838603,396071818.0,6.24,1.08,0.05,15.36,6600646738.1
2024-02-22,4.66,4.72,4.76,4.62,744293,349238728.0,2.98,0.43,0.02,13.63,6628734596.559999
2024-02-23,4.7,4.81,4.81,4.61,902899,426545053.0,4.24,1.91,0.09,16.54,6755129959.629999
2024-02-26,4.78,4.85,4.98,4.74,906790,438527301.0,4.99,0.83,0.04,16.61,6811305676.549999
2024-02-27,4.8,5.08,5.13,4.77,988306,492870951.0,7.42,4.74,0.23,18.1,7134316048.84
2024-02-28,5.08,4.75,5.32,4.75,1230229,623298550.0,11.22,-6.5,-0.33,22.53,6670866384.25
2024-02-29,4.64,4.95,5.0,4.64,704110,343771557.0,7.58,4.21,0.2,12.9,6951744968.85
2024-03-01,4.95,4.88,5.0,4.83,542989,265851173.0,3.43,-1.41,-0.07,9.94,6853437464.24
2024-03-04,4.87,4.79,4.92,4.73,462334,221552073.0,3.89,-1.84,-0.09,8.47,6727042101.17
2024-03-05,4.77,4.64,4.77,4.59,517211,242436402.0,3.76,-3.13,-0.15,9.47,6516383162.719999
2024-03-06,4.63,4.73,4.77,4.63,387318,182177064.0,3.02,1.94,0.09,7.09,6642778525.790001
2024-03-07,4.94,4.8,5.1,4.8,878881,432825901.0,6.34,1.48,0.07,16.1,6741086030.4
2024-03-08,4.74,4.73,4.85,4.68,472941,224015370.0,3.54,-1.46,-0.07,8.66,6642778525.790001
2024-03-11,4.75,4.88,4.89,4.73,508867,246208777.0,3.38,3.17,0.15,9.32,6853437464.24
2024-03-12,4.85,4.88,4.93,4.81,486955,236289696.0,2.46,0.0,0.0,8.92,6853437464.24
2024-03-13,4.88,4.8,4.91,4.78,471303,227665417.0,2.66,-1.64,-0.08,8.63,6741086030.4
2024-03-14,4.81,4.7,4.84,4.64,430064,203679440.0,4.17,-2.08,-0.1,7.88,6600646738.1
2024-03-15,4.66,4.72,4.73,4.63,308814,144537470.0,2.13,0.43,0.02,5.66,6628734596.559999
2024-03-18,4.73,4.83,4.84,4.72,431424,205996050.0,2.54,2.33,0.11,7.9,6783217818.09
2024-03-19,4.81,4.82,4.9,4.79,446300,216468165.0,2.28,-0.21,-0.01,8.17,6769173888.860001
2024-03-20,4.83,4.85,4.87,4.77,394771,190257231.0,2.07,0.62,0.03,7.23,6811305676.549999
2024-03-21,4.83,4.76,4.86,4.72,460655,219979290.0,2.89,-1.86,-0.09,8.44,6684910313.48
2024-03-22,4.75,4.65,4.76,4.61,393860,183705763.0,3.15,-2.31,-0.11,7.21,6530427091.950001
2024-03-25,4.71,4.69,4.89,4.67,614475,293139876.0,4.73,0.86,0.04,11.25,6586602808.870001
2024-03-26,4.62,4.56,4.67,4.5,440733,201415794.0,3.62,-2.77,-0.13,8.07,6404031728.879999
2024-03-27,4.55,4.31,4.55,4.31,409632,180409768.0,5.26,-5.48,-0.25,7.5,6052933498.129999
2024-03-28,4.32,4.4,4.46,4.3,307993,135178028.0,3.71,2.09,0.09,5.64,6179328861.200001
2024-03-29,4.4,4.41,4.43,4.36,225470,99060706.0,1.59,0.23,0.01,4.13,6193372790.43
2024-04-01,4.45,4.56,4.58,4.44,350845,158728892.0,3.17,3.4,0.15,6.43,6404031728.879999
2024-04-02,4.55,4.48,4.61,4.46,282710,127410888.0,3.29,-1.75,-0.08,5.18,6291680295.040001
2024-04-03,4.45,4.43,4.49,4.4,246971,109350079.0,2.01,-1.12,-0.05,4.52,6221460648.889999
