交易日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,流通市值
2024-01-16,55.0,62.67,83.0,55.0,151174,924163494.0,130.48,192.03,41.21,83.99,1331101399.5
2024-01-17,61.2,65.4,68.5,57.69,135769,846338595.0,17.25,4.36,2.73,75.43,1389086190.0000002
2024-01-18,60.79,56.7,62.98,56.58,102824,613268760.0,9.79,-13.3,-8.7,57.12,1204299495.0
2024-01-19,53.74,49.3,55.14,49.3,92264,483909498.0,10.3,-13.05,-7.4,51.26,1047124604.9999999
2024-01-22,50.01,48.74,54.18,48.74,87112,449575704.0,11.03,-1.14,-0.56,48.4,1035230289.0
2024-01-23,48.0,47.05,49.13,45.74,80084,377783757.0,6.96,-3.47,-1.69,44.49,999334942.4999999
2024-01-24,47.5,44.99,47.54,43.4,73814,333548149.0,8.8,-4.38,-2.06,41.01,955580851.5
2024-01-25,44.06,44.43,45.0,42.74,61548,270754413.0,5.02,-1.24,-0.56,34.19,943686535.5
2024-01-26,44.09,42.88,45.45,42.81,57130,250894574.0,5.94,-3.49,-1.55,31.74,910764768.0
2024-01-29,45.21,44.29,49.5,44.16,94019,438204534.0,12.45,3.29,1.41,52.23,940712956.5
2024-01-30,41.5,38.82,42.5,38.75,73022,294798296.0,8.47,-12.35,-5.47,40.57,824530977.0
2024-01-31,41.5,40.12,45.95,40.08,85211,365604575.0,15.12,3.35,1.3,47.34,852142782.0
2024-02-01,38.5,42.72,44.04,38.5,73276,300537257.0,13.81,6.48,2.6,40.71,907366392.0
2024-02-02,40.89,39.4,41.46,37.5,65824,259746964.0,9.27,-7.77,-3.32,36.57,836850090.0
2024-02-05,38.0,32.4,38.38,32.33,51045,176773310.0,15.36,-17.77,-7.0,28.36,688171140.0
2024-02-06,31.48,33.45,34.5,30.15,48525,158160168.0,13.43,3.24,1.05,26.96,710472982.5000001
2024-02-07,34.96,30.07,35.65,30.05,53665,174960140.0,16.74,-10.1,-3.38,29.81,638682289.5
2024-02-08,30.88,32.05,32.55,29.77,44626,139191053.0,9.25,6.58,1.98,24.79,680737192.4999999
2024-02-19,32.6,35.1,35.5,32.6,60117,204533781.0,9.05,9.52,3.05,33.4,745518735.0
2024-02-20,35.2,39.79,40.71,35.2,79223,305433907.0,15.7,13.36,4.69,44.01,845133631.5
