交易日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,流通市值
2008-07-31,28.33,31.31,32.1,28.21,199948,588680553.71,32.42,160.92,19.31,93.26,20501249781.1
2008-08-01,28.18,28.18,29.5,28.18,112491,319109783.63,4.22,-10.0,-3.13,52.47,18451779585.8
2008-08-04,26.88,25.37,27.02,25.36,82890,214307029.84,5.89,-9.97,-2.81,38.66,16611839889.7
2008-08-05,26.0,25.58,26.68,25.28,56349,146837869.11,5.52,0.83,0.21,26.28,16749344279.8
2008-08-06,25.4,23.89,25.4,23.02,61881,147297276.52,9.3,-6.61,-1.69,28.86,15642761330.9
2008-08-07,23.42,23.3,23.93,22.78,36531,85196323.09,4.81,-2.47,-0.59,17.04,15256439473.0
2008-08-08,23.1,21.8,24.08,21.27,48454,110963508.75,12.06,-6.44,-1.5,22.6,14274265258.0
2008-08-11,22.11,21.26,22.56,20.5,35283,75789666.91,9.45,-2.48,-0.54,16.46,13920682540.6
2008-08-12,21.0,20.92,21.42,20.21,23781,49445066.94,5.69,-1.6,-0.34,11.09,13698056385.2
2008-08-13,20.7,21.18,21.65,19.88,31410,64683075.57,8.46,1.24,0.26,14.65,13868299915.8
2008-08-14,20.79,21.35,22.08,20.22,26676,56623535.65,8.78,0.8,0.17,12.44,13979612993.5
2008-08-15,21.12,20.6,21.32,20.35,22189,46346442.02,4.54,-3.51,-0.75,10.35,13488525886.0
2008-08-18,20.5,18.54,20.8,18.54,32292,61509600.05,10.97,-10.0,-2.06,15.06,12139673297.4
2008-08-19,17.65,17.88,18.5,17.64,23183,41554245.81,4.64,-3.56,-0.66,10.81,11707516642.8
2008-08-20,17.51,19.39,19.67,17.13,40281,75403437.99,14.21,8.45,1.51,18.79,12696238685.9
2008-08-21,18.79,18.55,19.15,18.5,28051,52592382.92,3.35,-4.33,-0.84,13.08,12146221125.5
2008-08-22,18.01,17.72,18.45,17.2,12976,23136793.57,6.74,-4.47,-0.83,6.05,11602751393.199999
2008-08-25,17.51,17.69,18.22,17.5,6941,12439217.88,4.06,-0.17,-0.03,3.24,11583107908.900002
2008-08-26,17.6,18.69,19.18,17.42,30397,56234835.39,9.95,5.65,1.0,14.18,12237890718.900002
2008-08-27,18.52,18.26,18.69,17.6,15125,27390043.11,5.83,-2.3,-0.43,7.05,11956334110.6
2008-08-28,18.28,18.15,18.59,17.81,9299,16971594.78,4.27,-0.6,-0.11,4.34,11884308001.5
2008-08-29,18.07,18.37,18.65,17.68,14010,25467863.68,5.34,1.21,0.22,6.53,12028360219.7
2008-09-01,18.15,16.9,18.15,16.63,19821,34216860.71,8.27,-8.0,-1.47,9.24,11065829489.0
2008-09-02,16.51,16.61,16.84,15.91,13100,21559024.61,5.5,-1.72,-0.29,6.11,10875942474.1
2008-09-03,16.6,16.32,16.7,16.05,5966,9754854.94,3.91,-1.75,-0.29,2.78,10686055459.2
2008-09-04,16.14,16.35,16.62,16.14,3763,6177676.75,2.94,0.18,0.03,1.76,10705698943.5
2008-09-05,15.8,15.5,15.85,15.5,12107,18954253.44,2.14,-5.2,-0.85,5.65,10149133555.0
2008-09-09,14.3,15.01,15.25,14.3,8705,12934666.7,6.13,-3.16,-0.49,4.06,9828289978.1
2008-09-10,14.75,15.13,15.87,14.65,6564,10117736.6,8.13,0.8,0.12,3.06,9906863915.300001
2008-09-11,15.12,15.1,15.56,15.03,4338,6655538.2,3.5,-0.2,-0.03,2.02,9887220431.0
2008-09-12,15.3,15.79,16.25,15.12,9262,14681034.63,7.48,4.57,0.69,4.32,10339020569.9
2008-09-16,15.8,15.8,15.83,14.88,7208,11159291.82,6.02,0.06,0.01,3.36,10345568398.0
2008-09-17,15.81,16.01,16.19,15.62,8441,13483452.01,3.61,1.33,0.21,3.94,10483072788.1
2008-09-18,15.81,15.36,15.97,14.97,6049,9285940.62,6.25,-4.06,-0.65,2.82,10057463961.6
2008-09-19,16.6,16.9,16.9,16.4,6621,11120678.11,3.26,10.03,1.54,3.09,11065829489.0
2008-09-22,17.64,17.18,18.57,16.8,14627,25753018.7,10.47,1.66,0.28,6.82,11249168675.8
2008-09-23,16.78,16.35,16.89,15.91,8063,13073833.2,5.7,-4.83,-0.83,3.76,10705698943.5
2008-09-24,15.92,16.2,16.34,15.8,4631,7404073.01,3.3,-0.92,-0.15,2.16,10607481522.0
2008-09-25,16.39,16.51,16.8,16.19,6403,10585928.14,3.77,1.91,0.31,2.99,10810464193.1
2008-09-26,16.5,16.72,16.9,15.88,9165,14981835.28,6.18,1.27,0.21,4.27,10947968583.199999
2008-10-06,15.49,16.4,16.6,15.49,5784,9341967.87,6.64,-1.91,-0.32,2.7,10738438084.0
2008-10-07,16.12,16.3,16.4,15.7,2809,4532217.76,4.27,-0.61,-0.1,1.31,10672959803.0
2008-10-08,15.93,16.0,16.3,15.93,5009,8037789.11,2.27,-1.84,-0.3,2.34,10476524960.0
2008-10-09,16.33,15.63,16.33,15.63,2808,4471725.1,4.38,-2.31,-0.37,1.31,10234255320.300001
2008-10-10,15.19,15.0,15.19,14.5,4814,7092879.73,4.41,-4.03,-0.63,2.25,9821742150.0
2008-10-13,14.99,15.72,15.78,14.82,2984,4560694.82,6.4,4.8,0.72,1.39,10293185773.2
2008-10-14,16.0,15.74,16.4,15.73,2640,4229517.39,4.26,0.13,0.02,1.23,10306281429.4
