交易日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,流通市值
2015-12-10,28.41,33.51,33.51,28.41,93,310541.0,21.92,44.01,10.24,0.04,12327553746.15
2015-12-11,36.86,36.86,36.86,36.86,43,158498.0,0.0,10.0,3.35,0.02,13559941243.9
2015-12-14,40.55,40.55,40.55,40.55,40,162200.0,0.0,10.01,3.69,0.02,14917406875.749998
2015-12-15,44.61,44.61,44.61,44.61,19,84759.0,0.0,10.01,4.06,0.01,16410986947.65
2015-12-16,49.07,49.07,49.07,49.07,32,157024.0,0.0,10.0,4.46,0.01,18051717765.55
2015-12-17,53.98,53.98,53.98,53.98,45,242910.0,0.0,10.01,4.91,0.02,19857993172.699997
2015-12-18,59.38,59.38,59.38,59.38,51,302838.0,0.0,10.0,5.4,0.02,21844528243.7
2015-12-21,65.32,65.32,65.32,65.32,66,431112.0,0.0,10.0,5.94,0.03,24029716821.8
2015-12-22,71.85,71.85,71.85,71.85,175,1257375.0,0.0,10.0,6.53,0.07,26431952750.249996
2015-12-23,79.04,79.04,79.04,79.04,156,1233024.0,0.0,10.01,7.19,0.06,29076987409.600002
2015-12-24,86.94,86.94,86.94,86.94,316,2747304.0,0.0,9.99,7.9,0.13,31983214643.1
2015-12-25,95.63,95.63,95.63,95.63,268,2558102.0,0.0,10.0,8.69,0.11,35180064599.95
2015-12-28,105.19,105.19,105.19,105.19,434,4562616.0,0.0,10.0,9.56,0.17,38696967429.35
2015-12-29,115.71,115.71,115.71,115.71,303,3506938.0,0.0,10.0,10.52,0.12,42567032049.149994
2015-12-30,127.28,127.28,127.28,127.28,1020,12987014.0,0.0,10.0,11.57,0.41,46823367377.2
2015-12-31,140.01,140.01,140.01,140.01,3199,44796059.0,0.0,10.0,12.73,1.28,51506439868.649994
2016-01-04,154.01,154.01,154.01,154.01,4083,62886133.0,0.0,10.0,14.0,1.63,56656715978.649994
2016-01-05,169.41,169.41,169.41,169.41,5531,93701687.0,0.0,10.0,15.4,2.21,62322019699.65
2016-01-06,186.35,186.35,186.35,186.35,1789,33341742.0,0.0,10.0,16.94,0.72,68553853792.75
2016-01-07,204.99,204.99,204.99,204.99,10725,219861204.0,0.0,10.0,18.64,4.29,75411078556.35
2016-01-08,225.0,225.49,225.49,215.0,140634,3136575088.0,5.12,10.0,20.5,56.25,82952554288.85
2016-01-11,218.0,202.94,229.8,202.94,103630,2248737856.0,11.91,-10.0,-22.55,41.45,74656930983.1
2016-01-12,195.1,191.6,219.18,182.65,97576,1871133776.0,18.0,-5.59,-11.34,39.03,70485207334.0
2016-01-13,194.88,198.0,210.76,182.65,104594,2075177184.0,14.67,3.34,6.4,41.84,72839619270.0
2016-01-14,189.0,202.0,202.75,180.0,81167,1563911856.0,11.49,2.02,4.0,32.47,74311126730.0
2016-01-15,211.5,198.01,221.0,198.01,72894,1534045376.0,11.38,-1.98,-3.99,29.16,72843298038.65
2016-01-18,185.88,213.9,217.5,181.0,71573,1432239232.0,18.43,8.02,15.89,28.63,78688861423.5
2016-01-19,208.0,226.02,233.8,205.21,80100,1740247984.0,13.37,5.67,12.12,32.04,83147529027.3
2016-01-20,221.0,203.42,225.88,203.42,80196,1697381392.0,9.94,-10.0,-22.6,32.08,74833511878.29999
2016-01-21,199.0,183.08,203.48,183.08,63761,1232946064.0,10.03,-10.0,-20.34,25.5,67350896444.200005
2016-01-22,180.2,183.5,190.85,173.93,58258,1062423312.0,9.24,0.23,0.42,23.3,67505404727.5
2016-01-25,184.0,185.01,193.5,179.21,46482,864550896.0,7.79,0.82,1.51,18.59,68060898793.649994
2016-01-26,179.0,166.51,179.0,166.51,38990,674135648.0,6.75,-10.0,-18.5,15.6,61255176791.149994
2016-01-27,159.97,161.4,168.1,155.55,46451,746645232.0,7.54,-3.07,-5.11,18.58,59375326011.0
2016-01-28,155.99,145.27,163.0,145.26,41440,638251872.0,10.99,-9.99,-16.13,16.58,53441472178.55
2016-01-29,148.11,155.75,159.76,148.05,43431,669172752.0,8.06,7.21,10.48,17.37,57296821723.75
2016-02-01,152.0,149.3,156.49,143.0,37041,560076112.0,8.66,-4.14,-6.45,14.82,54924015944.50001
2016-02-02,148.4,162.0,164.23,148.03,45228,727119136.0,10.85,8.51,12.7,18.09,59596052130.0
2016-02-03,157.99,169.49,169.71,157.3,36601,600909072.0,7.66,4.62,7.49,14.64,62351449848.850006
2016-02-04,172.9,177.23,184.77,171.0,33494,594577424.0,8.12,4.57,7.74,13.4,65198816783.95
2016-02-05,176.48,168.69,179.4,166.03,27246,468244480.0,7.54,-4.82,-8.54,10.9,62057148356.85
2016-02-15,161.0,164.29,167.0,158.5,26440,427744944.0,5.04,-2.61,-4.4,10.58,60438490150.85
2016-02-16,165.0,180.72,180.72,164.0,41370,733565936.0,10.18,10.0,16.43,16.55,66482707042.8
2016-02-17,180.2,184.99,186.58,177.3,36980,669081472.0,5.14,2.36,4.27,14.79,68053541256.350006
2016-02-18,188.0,186.99,189.99,178.03,35876,661739872.0,6.47,1.08,2.0,14.35,68789294986.35
2016-02-19,189.31,205.69,205.69,189.31,38478,762115936.0,8.76,10.0,18.7,15.39,75668592361.85
2016-02-22,219.97,205.9,219.97,202.4,45385,954925008.0,8.54,0.1,0.21,18.15,75745846503.5
2016-02-23,205.88,214.0,225.55,204.15,44428,957496464.0,10.39,3.93,8.1,17.77,78725649110.0
2016-02-24,210.0,199.7,214.99,194.0,53985,1101755408.0,9.81,-6.68,-14.3,21.59,73465009940.5
2016-02-25,198.0,182.0,203.18,180.12,42094,807084576.0,11.55,-8.86,-17.7,16.84,66953589430.0
2016-02-26,185.88,189.55,194.25,180.25,38155,714019664.0,7.69,4.15,7.55,15.26,69731059760.75
2016-02-29,186.0,170.6,186.0,170.6,9378,163858518.0,8.12,-10.0,-18.95,3.75,62759793169.0
2016-03-01,159.0,165.0,170.99,153.54,57414,907855792.0,10.23,-3.28,-5.6,22.97,60699682725.0
2016-03-02,164.0,171.32,172.87,160.88,43680,732505136.0,7.27,3.83,6.32,17.47,63024664511.799995
2016-03-03,172.0,165.5,178.05,165.33,41400,711630592.0,7.42,-3.4,-5.82,16.56,60883621157.5
2016-03-04,160.0,148.95,162.35,148.95,45904,707499072.0,8.1,-10.0,-16.55,18.36,54795259041.74999
2016-03-07,153.5,159.4,163.85,153.05,41297,661074528.0,7.25,7.02,10.45,16.52,58639572281.0
2016-03-08,155.0,169.1,171.95,146.4,53189,846387520.0,16.03,6.09,9.7,21.28,62207977871.5
2016-03-09,166.0,165.9,176.88,164.17,33061,561590720.0,7.52,-1.89,-3.2,13.22,61030771903.5
2016-03-10,167.88,165.3,171.33,158.28,29686,489629296.0,7.87,-0.36,-0.6,11.87,60810045784.50001
2016-03-11,160.2,169.99,171.58,160.2,30044,501696144.0,6.88,2.84,4.69,12.02,62535388281.350006
2016-03-14,175.5,186.0,186.99,175.36,42927,790779232.0,6.84,9.42,16.01,17.17,68425096890.0
2016-03-15,185.0,185.45,193.58,183.88,44383,832786976.0,5.22,-0.3,-0.55,17.75,68222764614.24999
2016-03-16,189.48,180.8,190.0,178.19,39578,726189808.0,6.37,-2.51,-4.65,15.83,66512137192.00001
2016-03-17,182.0,195.79,198.47,180.85,37389,712222576.0,9.75,8.29,14.99,14.96,72026611398.34999
2016-03-18,195.0,196.33,203.1,194.1,40165,792348064.0,4.6,0.28,0.54,16.07,72225264905.45001
2016-03-21,197.45,202.89,206.8,196.36,42492,855084816.0,5.32,3.34,6.56,17.0,74638537139.84999
2016-03-22,200.0,197.93,200.5,195.2,25763,510081904.0,2.61,-2.44,-4.96,10.31,72813867889.45
2016-03-23,196.8,197.59,200.0,193.1,28482,558293296.0,3.49,-0.17,-0.34,11.39,72688789755.35
2016-03-24,194.98,184.9,194.98,184.9,39157,742605664.0,5.1,-6.42,-12.69,15.66,68020432338.5
2016-03-25,183.0,182.3,188.8,179.2,30260,555891696.0,5.19,-1.41,-2.6,12.1,67063952489.50001
2016-03-28,183.99,184.5,191.5,182.01,28912,540638144.0,5.21,1.21,2.2,11.56,67873281592.5
2016-03-29,183.0,173.0,183.6,172.0,34567,608311120.0,6.29,-6.23,-11.5,13.83,63642697645.0
2016-03-30,175.88,183.0,183.0,173.51,30216,537801456.0,5.49,5.78,10.0,12.09,67321466295.0
2016-03-31,183.9,192.98,198.0,183.75,43216,827776336.0,7.79,5.45,9.98,17.29,70992877407.7
2016-04-01,191.03,201.6,201.79,185.4,39871,761621680.0,8.49,4.47,8.62,15.95,74163975984.0
2016-04-05,200.6,203.0,203.8,196.81,36611,735135200.0,3.47,0.69,1.4,14.64,74679003595.0
2016-04-06,201.98,199.5,202.01,195.9,30540,606899072.0,3.01,-1.72,-3.5,12.22,73391434567.5
2016-04-07,199.5,191.4,199.66,190.4,30774,595848976.0,4.64,-4.06,-8.1,12.31,70411631961.0
2016-04-08,190.11,210.54,210.54,186.21,54143,1095296720.0,12.71,10.0,19.14,21.66,77452795157.09999
2016-04-11,206.55,213.0,219.8,204.01,50742,1071145568.0,7.5,1.17,2.46,20.3,78357772245.0
2016-04-12,210.54,192.1,210.74,191.7,54274,1079131792.0,8.94,-9.81,-20.9,21.71,70669145766.5
2016-04-13,194.79,192.98,197.78,190.3,31432,612160864.0,3.89,0.46,0.88,12.57,70992877407.7
2016-04-14,193.9,199.59,201.0,192.61,30149,595782224.0,4.35,3.43,6.61,12.06,73424543485.35
2016-04-15,197.79,194.15,198.97,190.0,29551,570237488.0,4.49,-2.73,-5.44,11.82,71423293339.75
2016-04-18,190.0,192.0,192.92,188.0,18326,349224288.0,2.53,-1.11,-2.15,7.33,70632358080.0
2016-04-19,193.61,193.95,199.58,189.01,24407,475262736.0,5.51,1.02,1.95,9.76,71349717966.75
2016-04-20,194.08,180.14,194.99,175.0,35276,650441104.0,10.31,-7.12,-13.81,14.11,66269338461.1
2016-04-21,178.01,180.8,188.95,177.15,29244,536930560.0,6.55,0.37,0.66,11.7,66512137192.00001
2016-04-22,176.0,187.4,189.98,175.02,27855,513839344.0,8.27,3.65,6.6,11.14,68940124501.0
2016-04-25,206.14,198.3,206.14,197.0,69555,1419247632.0,4.88,5.82,10.9,27.82,72949982329.5
