交易日期,开盘价,收盘价,最高价,最低价,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,流通市值
2021-06-25,31.2,31.89,36.0,30.2,170173,544406592.0,74.26,308.32,24.08,71.77,4289359985.4
2021-06-28,29.0,30.85,31.5,26.66,129146,361775168.0,15.18,-3.26,-1.04,54.47,4149474931.0
2021-06-29,28.8,29.07,32.69,27.88,123354,370607008.0,15.59,-5.77,-1.78,52.02,3910056280.2
2021-06-30,28.99,29.9,30.75,27.0,112398,319058480.0,12.9,2.86,0.83,47.4,4021695314.0
2021-07-01,30.3,26.0,30.3,25.84,93670,264843307.0,14.92,-13.04,-3.9,39.5,3497126360.0
2021-07-02,25.0,23.54,25.4,23.35,72908,175647554.0,7.88,-9.46,-2.46,30.75,3166244404.4
2021-07-05,23.5,23.49,23.8,22.83,40489,94162734.0,4.12,-0.21,-0.05,17.08,3159519161.3999996
2021-07-06,23.9,25.15,25.67,23.59,75659,186635354.0,8.85,7.07,1.66,31.91,3382797229.0
2021-07-07,25.0,24.24,25.5,23.95,60098,146708312.0,6.16,-3.62,-0.91,25.35,3260397806.3999996
2021-07-08,23.94,23.04,23.94,23.01,57859,134680979.0,3.84,-4.95,-1.2,24.4,3098991974.4
2021-07-09,22.96,23.22,23.33,22.8,33357,76816149.0,2.3,0.78,0.18,14.07,3123202849.2
2021-07-12,23.25,23.15,23.35,23.06,30878,71537112.0,1.25,-0.3,-0.07,13.02,3113787509.0
2021-07-13,23.29,23.2,23.5,22.81,35641,82453338.0,2.98,0.22,0.05,15.03,3120512752.0
2021-07-14,23.05,23.03,23.44,23.0,26984,62526415.0,1.9,-0.73,-0.17,11.38,3097646925.8
2021-07-15,22.98,22.34,23.0,22.17,35069,78578911.0,3.6,-3.0,-0.69,14.79,3004838572.4
2021-07-16,22.28,21.8,22.49,21.66,26212,57795923.0,3.72,-2.42,-0.54,11.05,2932205948.0
2021-07-19,21.6,22.36,22.76,21.6,34759,77687269.0,5.32,2.57,0.56,14.66,3007528669.6
2021-07-20,22.36,22.15,23.32,22.1,38887,87788444.0,5.46,-0.94,-0.21,16.4,2979282649.0
2021-07-21,21.71,22.16,22.34,21.71,32053,70441356.0,2.84,0.05,0.01,13.52,2980627697.6
2021-07-22,22.14,21.6,22.29,21.52,31670,69207638.0,3.47,-2.53,-0.56,13.36,2905304976.0
2021-07-23,21.64,20.87,21.7,20.84,24439,51560174.0,3.98,-3.38,-0.73,10.31,2807116428.2000003
2021-07-26,20.75,20.49,20.86,20.2,21131,43269040.0,3.16,-1.82,-0.38,8.91,2756004581.3999996
2021-07-27,20.45,19.91,20.7,19.88,17162,34809483.0,4.0,-2.83,-0.58,7.24,2677991762.6
2021-07-28,19.99,20.55,20.55,19.3,29316,58710280.0,6.28,3.21,0.64,12.36,2764074873.0
2021-07-29,21.2,21.49,22.8,21.2,56405,122600681.0,7.79,4.57,0.94,23.79,2890509441.3999996
2021-07-30,20.61,20.55,20.86,20.02,38905,79449562.0,3.91,-4.37,-0.94,16.41,2764074873.0
2021-08-02,20.32,20.46,20.65,20.15,21861,44626658.0,2.43,-0.44,-0.09,9.22,2751969435.6
2021-08-03,20.3,21.11,21.11,20.26,30657,63778042.0,4.15,3.18,0.65,12.93,2839397594.6
2021-08-04,20.88,20.67,20.99,20.55,34088,70809569.0,2.08,-2.08,-0.44,14.38,2780215456.2000003
2021-08-05,20.66,20.92,21.3,20.5,33859,70713060.0,3.87,1.21,0.25,14.28,2813841671.2000003
2021-08-06,20.85,20.13,20.95,20.0,29658,60386731.0,4.54,-3.78,-0.79,12.51,2707582831.7999997
2021-08-09,20.2,20.49,20.58,20.16,18089,36945647.0,2.09,1.79,0.36,7.63,2756004581.3999996
2021-08-10,20.6,20.78,20.85,20.4,17483,36166024.0,2.2,1.42,0.29,7.37,2795010990.8
2021-08-11,20.75,21.15,21.16,20.61,24028,50402628.0,2.65,1.78,0.37,10.13,2844777789.0
2021-08-12,21.58,20.79,21.78,20.72,25072,52765400.0,5.01,-1.7,-0.36,10.57,2796356039.4
2021-08-13,20.72,21.37,21.38,20.68,28004,58980242.0,3.37,2.79,0.58,11.81,2874368858.2000003
2021-08-16,21.13,22.88,23.1,21.13,73019,162757457.0,9.22,7.07,1.51,30.8,3077471196.7999997
2021-08-17,22.45,22.28,23.3,22.05,54612,123000516.0,5.46,-2.62,-0.6,23.03,2996768280.8
2021-08-18,22.29,22.78,23.0,22.0,41737,93840808.0,4.49,2.24,0.5,17.6,3064020710.8
2021-08-19,22.46,21.41,22.67,21.3,36044,79156931.0,6.01,-6.01,-1.37,15.2,2879749052.6
2021-08-20,21.4,21.42,21.87,21.14,22205,47675723.0,3.41,0.05,0.01,9.36,2881094101.2000003
