feature,importance
industry_房地产开发_pct,6903163.946228027
industry_专业服务_pct,2020675.1859321594
concept_中字头_pct,1541227.7265625
振幅,1318016.6751756668
涨跌幅,1173963.2078022957
concept_创业板综_x_ret,1136798.481021881
industry_家用轻工_pct,1134884.6520385742
industry_房地产服务_pct,968751.8051147461
industry_家电行业_pct,903520.5595779419
industry_公用事业_pct,718312.5442733765
concept_猪肉概念_pct,714594.4542236328
concept_可控核聚变_pct,649048.0977478027
industry_电力行业_pct,621465.1381835938
换手率,619818.4942545891
industry_商业百货_pct,586470.3116226196
concept_抖音小店_pct,559977.0363769531
concept_纳米银_pct,553163.8149414062
industry_保险_pct,510756.5110397339
concept_超导概念_pct,482570.7540283203
concept_麒麟电池_pct,464671.5799560547
concept_创业板综,457794.1070098877
concept_稀缺资源_pct,410797.9084472656
concept_全息技术_pct,398721.6414794922
concept_海工装备_pct,373043.76287841797
concept_电子身份证_pct,297763.00390625
industry_专用设备_pct,249592.3687286377
industry_半导体_pct,236329.43701171875
成交额,227625.51681756973
concept_苹果概念_pct,227026.60766601562
concept_ST股_pct,226247.00506591797
concept_多模态AI_pct,222741.3285522461
industry_教育_pct,220787.91766357422
concept_可燃冰_pct,220294.29496765137
industry_中药_pct,218256.35231018066
流通市值,208796.55290317535
concept_6G概念_pct,201850.9462890625
industry_光学光电子_pct,200799.32972717285
concept_风能_pct,191133.19067382812
concept_移动支付_pct,189445.400390625
concept_AI芯片_pct,188258.84375
industry_工程建设_pct,183454.43045043945
concept_磁悬浮概念_pct,179209.87966918945
industry_钢铁行业_pct,177284.0619506836
industry_贵金属_pct,163944.06242752075
industry_塑料制品_pct,163012.52401733398
concept_互联医疗_pct,162138.2900390625
涨跌额,156694.0696773529
concept_长寿药_pct,155254.01696777344
industry_物流行业_pct,154330.02990722656
concept_HS300__pct,146060.19635009766
concept_蚂蚁概念_pct,145288.5520324707
concept_核污染防治_pct,139813.234375
industry_汽车整车_pct,135636.46635437012
industry_能源金属_pct,134951.38116645813
industry_采掘行业_pct,133859.16897583008
industry_铁路公路_pct,130847.18099975586
concept_跨境电商_pct,129740.1360168457
concept_稀土永磁_pct,126183.68472290039
industry_小金属_pct,124403.37628173828
concept_3D摄像头_pct,121637.5756072998
concept_贬值受益_pct,115100.8330078125
concept_昨日涨停_pct,114965.12599182129
industry_工程咨询服务_pct,112306.52630615234
concept_Web3.0_pct,108391.01501464844
concept_维生素_pct,103855.0122680664
industry_纺织服装_pct,103800.81604003906
concept_托育服务_pct,103154.45516967773
concept_OLED_pct,102677.0
industry_多元金融_pct,101229.60693359375
concept_肝素概念_pct,99368.99661254883
concept_参股保险_pct,98621.703125
concept_钛白粉_pct,95623.09765625
concept_次新股_pct,91333.98864746094
