feature,importance
concept_猪肉概念_pct,141763.92013049126
concept_抖音小店_pct,99824.26959323883
concept_麒麟电池_pct,80534.33460092545
industry_电力行业_pct,71547.22806167603
涨跌幅,65476.89156386256
concept_6G概念_pct,62981.77960729599
concept_ST股_pct,60979.82421827316
concept_风能_pct,59998.21597862244
振幅,56268.684512257576
industry_有色金属_pct,47197.26188135147
成交额,46125.17274320871
concept_稀缺资源_pct,37567.6355471611
concept_互联医疗_pct,37046.11972904205
industry_旅游酒店_pct,36239.715967178345
换手率,35963.452036082745
concept_超超临界发电_pct,34016.390478134155
industry_农牧饲渔_pct,33112.22854399681
流通市值,32161.543469130993
涨跌额,30320.003359019756
industry_航空机场_pct,30180.786314487457
concept_华为欧拉_pct,29837.981339931488
concept_全息技术_pct,27618.877770900726
concept_无线耳机_pct,27583.75788974762
industry_工程建设_pct,26802.973119735718
industry_贵金属_pct,23762.55641269684
industry_采掘行业_pct,23506.615602731705
industry_专业服务_pct,23482.812150001526
industry_专用设备_pct,19063.551374554634
concept_昨日连板_含一字_pct,18747.430524349213
concept_纳米银_pct,18691.391731262207
concept_C2M概念_pct,18280.136508464813
concept_国资云概念_pct,18106.19422674179
industry_玻璃玻纤_pct,17709.136328220367
industry_食品饮料_pct,17624.217970371246
concept_ChatGPT概念_pct,16898.471802711487
industry_教育_pct,16864.454441189766
concept_并购重组概念_pct,16344.575605869293
concept_托育服务_pct,15931.252917289734
industry_保险_pct,15670.94773888588
industry_汽车整车_pct,15371.424025893211
concept_啤酒概念_pct,15222.212568759918
concept_磷化工_pct,15142.773042678833
最高价,14431.246595904231
concept_长寿药_pct,14403.14867734909
industry_房地产开发_pct,14279.28970527649
industry_煤炭行业_pct,13490.809680700302
收盘价,13302.167334616184
concept_创业板综_x_ret,13208.981827914715
concept_生物质能发电_pct,13133.328469753265
industry_公用事业_pct,13119.933263421059
开盘价,12716.710657030344
concept_昨日涨停_pct,12652.6003677845
concept_举牌_pct,12591.542200088501
成交量,12445.362368524075
concept_轮毂电机_pct,11925.242828845978
最低价,11697.173135817051
concept_超导概念_pct,11628.170812606812
concept_VPN_pct,11565.395752727985
concept_减肥药_pct,11554.631581783295
industry_光伏设备_pct,11039.654087781906
industry_证券_pct,10985.479271650314
concept_数字水印_pct,10907.825549602509
concept_智慧政务_pct,10624.20639038086
concept_肝素概念_pct,10069.621213436127
concept_钛白粉_pct,9982.999879360199
concept_央国企改革_x_ret,9976.789650410414
industry_电子化学品_pct,9607.046048164368
concept_网络游戏_pct,9587.426199436188
industry_仪器仪表_pct,9508.337136387825
industry_商业百货_pct,9285.687372684479
concept_供销社概念_pct,9237.931667804718
concept_体育产业_pct,9121.900179862976
concept_可控核聚变_pct,9052.87684249878
industry_钢铁行业_pct,8799.125542640686
industry_银行_pct,8748.240820914507
concept_中特估_pct,8627.9429397583
concept_黄金概念_pct,8589.419867515564
industry_工程机械_pct,8456.303338050842
industry_铁路公路_pct,8332.12114572525
concept_汽车一体化压铸_pct,8273.592584609985
industry_中药_pct,8265.884438037872
industry_多元金融_pct,8262.924571633339
concept_免税概念_pct,8221.573260307312
concept_低碳冶金_pct,8149.340981006622
concept_稀土永磁_pct,8138.811520576477
industry_汽车服务_pct,8099.316583871841
concept_冰雪经济_pct,7947.738394498825
industry_小金属_pct,7781.217984199524
concept_柔性屏(折叠屏)_pct,7761.628566741943
concept_PPP模式_pct,7737.805262565613
industry_风电设备_pct,7670.281341075897
concept_破净股_x_ret,7625.799529671669
concept_民爆概念_pct,7616.722660660744
concept_环氧丙烷_pct,7341.410326242447
concept_人造肉_pct,7324.393780231476
industry_能源金属_pct,7273.740689754486
concept_人脑工程_pct,7269.718492507935
concept_滨海新区_pct,7051.27537727356
concept_乳业_pct,7002.6314215660095
concept_氟化工_pct,6924.672154426575
concept_PEEK材料概念_pct,6902.864221572876
industry_汽车零部件_pct,6764.78126001358
concept_无线充电_pct,6757.178692817688
concept_HS300__pct,6737.631329059601
industry_半导体_pct,6729.561496257782
concept_户外露营_pct,6534.816936016083
concept_专精特新_x_ret,6529.415968775749
concept_3D摄像头_pct,6506.032087802887
concept_融资融券_x_ret,6418.125561714172
concept_氦气概念_pct,6388.477557182312
concept_宠物经济_pct,6060.644783973694
concept_广电_pct,6058.9709396362305
industry_房地产服务_pct,6036.161159992218
industry_家用轻工_pct,5876.936429262161
concept_旅游概念_pct,5872.294689178467
industry_石油行业_pct,5852.01290512085
industry_互联网服务_pct,5829.853927850723
industry_农药兽药_pct,5786.624830961227
concept_标准普尔_x_ret,5753.046723484993
industry_珠宝首饰_pct,5736.5008063316345
concept_固态电池_pct,5580.169871330261
concept_AI眼镜_pct,5569.916630268097
concept_钙钛矿电池_pct,5566.676056861877
concept_海绵城市_pct,5554.430667877197
concept_互联金融_pct,5522.667255401611
concept_Web3.0_pct,5458.32763671875
concept_昨日连板_pct,5442.864493370056
industry_航天航空_pct,5441.259104251862
concept_智谱AI_pct,5358.859703779221
industry_航运港口_pct,5351.441450595856
industry_工程咨询服务_pct,5267.299341678619
concept_代糖概念_pct,5191.735684871674
concept_盲盒经济_pct,5132.0139174461365
concept_华为概念_x_ret,5076.280540943146
concept_ERP概念_pct,5038.5610156059265
industry_交运设备_pct,5020.956979036331
concept_草甘膦_pct,4991.573470592499
industry_燃气_pct,4940.470868587494
concept_参股保险_pct,4850.686219215393
concept_鸡肉概念_pct,4792.685420036316
concept_电子纸概念_pct,4737.750754356384
concept_阿兹海默_pct,4702.6270933151245
concept_低价股_pct,4674.622477054596
concept_通用航空_pct,4649.889079093933
concept_超级品牌_pct,4628.127204418182
concept_油气设服_pct,4619.912530422211
industry_物流行业_pct,4598.72069644928
industry_文化传媒_pct,4598.285491704941
industry_游戏_pct,4561.89236497879
industry_贸易行业_pct,4518.924066543579
concept_Kimi概念_pct,4490.303660392761
concept_知识产权_pct,4275.109092712402
concept_转基因_pct,4272.096767425537
concept_IPv6_pct,4270.886393547058
industry_船舶制造_pct,4238.587470531464
concept_机器人概念_x_ret,4230.395622730255
industry_美容护理_pct,4193.425815582275
concept_京东金融_pct,4158.434855461121
concept_电子后视镜_pct,4147.942301750183
concept_CPO概念_pct,4139.82457613945
industry_光学光电子_pct,4055.4153954982758
concept_AI语料_pct,4022.578567504883
concept_重组蛋白_pct,3973.409076690674
industry_包装材料_pct,3952.0358567237854
concept_EDR概念_pct,3836.513457298279
concept_合成生物_pct,3804.5196142196655
concept_社区团购_pct,3800.6873936653137
concept_数字阅读_pct,3800.514659881592
industry_纺织服装_pct,3762.9879941940308
concept_空间站概念_pct,3761.0957288742065
industry_电源设备_pct,3759.006261110306
concept_MSCI中国_x_ret,3750.3391304016113
concept_微盘股_pct,3736.521089553833
industry_化学制药_pct,3734.8636120557785
concept_赛马概念_pct,3638.741313934326
concept_BC电池_pct,3631.8892970085144
industry_医药商业_pct,3610.5740998983383
concept_冷链物流_pct,3603.933078765869
concept_小红书概念_pct,3572.280830860138
concept_可燃冰_pct,3507.035017490387
industry_医疗服务_pct,3501.0487859249115
industry_半导体_x_ret,3494.4744277000427
industry_综合行业_pct,3494.4224548339844
concept_沪企改革_pct,3482.642125606537
industry_装修建材_pct,3435.3328523635864
concept_贬值受益_pct,3392.844079017639
concept_智慧灯杆_pct,3293.40651512146
concept_低空经济_pct,3234.283679008484
industry_化肥行业_pct,3230.92174077034
concept_创业板综,3227.3987904787064
concept_CAR-T细胞疗法_pct,3211.1406354904175
concept_上证180__x_ret,3189.974672794342
industry_塑料制品_pct,3140.4603159427643
concept_量子科技_pct,3125.024580001831
concept_卫星互联网_pct,3112.565896987915
concept_毛发医疗_pct,3095.4680166244507
concept_OLED_pct,3065.1091890335083
concept_算力概念_pct,3036.4246168136597
concept_海洋经济_pct,2981.109915971756
concept_高带宽内存_pct,2945.690975189209
concept_信创_pct,2928.734489440918
concept_沪股通_x_ret,2923.2428920269012
industry_酿酒行业_pct,2922.230136871338
industry_医疗器械_pct,2919.933924794197
concept_新能源_pct,2915.3792276382446
industry_电子元件_pct,2890.231118440628
concept_中字头_pct,2886.3202362060547
industry_水泥建材_pct,2838.5914068222046
concept_HS300__x_ret,2770.9097118377686
concept_统一大市场_pct,2740.8426656723022
concept_ST股,2725.6099013090134
concept_军工_x_ret,2717.318643093109
concept_被动元件_pct,2701.9985313415527
concept_昨日涨停_含一字_pct,2696.584508895874
concept_网络安全_pct,2591.1333355903625
concept_信创_x_ret,2578.473049879074
concept_净水概念_pct,2554.3579692840576
industry_橡胶制品_pct,2553.987887620926
concept_富时罗素_x_ret,2533.764344930649
concept_刀片电池_pct,2528.707578420639
concept_券商概念_pct,2516.8223707675934
concept_PCB_pct,2493.0390610694885
concept_抗菌面料_pct,2465.350004196167
concept_租售同权_pct,2460.4263792037964
concept_科创板做市商_pct,2453.8093383312225
concept_中药概念_x_ret,2444.5611877143383
industry_化学制药_x_ret,2420.301316589117
concept_气溶胶检测_pct,2417.273314476013
concept_抖音概念(字节概念)_pct,2370.318907737732
concept_F5G概念_pct,2356.8111226558685
concept_化债(AMC)概念_pct,2349.600657939911
