feature,importance
concept_猪肉概念_pct,141696.0034008026
concept_抖音小店_pct,99618.35849571228
concept_麒麟电池_pct,80262.41817998886
industry_电力行业_pct,71104.92324352264
concept_6G概念_pct,62673.845856666565
concept_ST股_pct,60494.9604370594
涨跌幅,60402.387091219425
concept_风能_pct,59946.214579582214
振幅,51089.961841762066
industry_有色金属_pct,46981.29895281792
成交额,42370.29867488891
concept_稀缺资源_pct,37347.27482509613
concept_互联医疗_pct,36825.40842914581
industry_旅游酒店_pct,35578.87740600109
concept_超超临界发电_pct,33966.7291469574
industry_农牧饲渔_pct,32869.000824928284
换手率,30141.079880177975
industry_航空机场_pct,29720.917070388794
concept_华为欧拉_pct,29624.106207370758
流通市值,28524.170325517654
concept_无线耳机_pct,27336.254691123962
涨跌额,27316.31343895197
concept_全息技术_pct,27176.59817314148
industry_工程建设_pct,26750.9695186615
industry_贵金属_pct,23055.033165454865
industry_采掘行业_pct,22904.233122825623
industry_专业服务_pct,22380.873175382614
industry_专用设备_pct,18624.835173010826
concept_纳米银_pct,18421.91316127777
concept_C2M概念_pct,18180.487209796906
concept_昨日连板_含一字_pct,18085.532603263855
concept_国资云概念_pct,17794.13292646408
industry_玻璃玻纤_pct,17546.237016677856
industry_食品饮料_pct,17354.396100521088
concept_ChatGPT概念_pct,16793.382004737854
industry_教育_pct,16598.45234155655
concept_并购重组概念_pct,16147.136024951935
concept_托育服务_pct,15667.086647510529
industry_汽车整车_pct,15216.297496676445
concept_啤酒概念_pct,15140.613538265228
concept_磷化工_pct,14978.330443382263
industry_保险_pct,14873.021436691284
concept_长寿药_pct,13965.511907577515
industry_房地产开发_pct,13878.701665878296
concept_生物质能发电_pct,13076.748200416565
industry_煤炭行业_pct,12834.979066610336
industry_公用事业_pct,12714.458559155464
concept_举牌_pct,12482.619339942932
concept_创业板综_x_ret,12286.333776891232
concept_昨日涨停_pct,12176.784776687622
最高价,11912.201789185405
concept_轮毂电机_pct,11845.326139450073
concept_VPN_pct,11435.6872022748
concept_超导概念_pct,11283.404192447662
concept_减肥药_pct,11128.095225811005
concept_数字水印_pct,10801.135369062424
收盘价,10707.668469190598
开盘价,10646.857692241669
concept_智慧政务_pct,10624.20639038086
industry_证券_pct,10505.422446012497
industry_光伏设备_pct,10368.25077855587
concept_钛白粉_pct,9890.854690551758
concept_肝素概念_pct,9860.150244235992
成交量,9717.519075140357
concept_网络游戏_pct,9547.622599124908
最低价,9545.817586839199
industry_仪器仪表_pct,9272.953467488289
industry_电子化学品_pct,9249.246582508087
concept_体育产业_pct,9121.900179862976
industry_商业百货_pct,9045.338283538818
concept_供销社概念_pct,8998.151072502136
concept_央国企改革_x_ret,8934.143519997597
concept_可控核聚变_pct,8785.375052928925
concept_中特估_pct,8548.26794052124
industry_钢铁行业_pct,8363.841245651245
concept_黄金概念_pct,8296.53951883316
industry_银行_pct,8148.582314997911
concept_低碳冶金_pct,8004.801209449768
concept_汽车一体化压铸_pct,7932.87438583374
industry_铁路公路_pct,7859.236783504486
industry_汽车服务_pct,7857.551814317703
concept_稀土永磁_pct,7840.057706832886
concept_冰雪经济_pct,7788.887346029282
industry_工程机械_pct,7779.513021945953
concept_PPP模式_pct,7693.048273086548
concept_柔性屏(折叠屏)_pct,7656.670866012573
industry_多元金融_pct,7586.903478741646
industry_中药_pct,7562.205276489258
concept_免税概念_pct,7497.2581334114075
industry_小金属_pct,7398.0669729709625
concept_人造肉_pct,7295.560690402985
industry_风电设备_pct,7139.630199432373
concept_民爆概念_pct,7064.488121151924
concept_环氧丙烷_pct,7038.702725172043
concept_破净股_x_ret,7018.19530081749
concept_滨海新区_pct,6984.199498176575
industry_能源金属_pct,6899.4478096961975
concept_乳业_pct,6866.098711490631
concept_氟化工_pct,6751.0239543914795
concept_PEEK材料概念_pct,6747.206912994385
concept_人脑工程_pct,6697.67086648941
concept_无线充电_pct,6637.702275276184
concept_HS300__pct,6630.090469360352
industry_汽车零部件_pct,6517.745541095734
industry_半导体_pct,6427.9711446762085
concept_3D摄像头_pct,6370.890147686005
concept_氦气概念_pct,6288.751355171204
concept_户外露营_pct,6116.488636493683
industry_房地产服务_pct,5727.553246974945
concept_广电_pct,5682.309079170227
concept_宠物经济_pct,5670.030277252197
concept_专精特新_x_ret,5658.308369278908
industry_互联网服务_pct,5628.518627882004
industry_石油行业_pct,5592.172454833984
concept_固态电池_pct,5580.169871330261
concept_钙钛矿电池_pct,5539.876656532288
concept_旅游概念_pct,5490.077188491821
industry_农药兽药_pct,5489.008168935776
concept_海绵城市_pct,5481.209367752075
industry_家用轻工_pct,5436.931167840958
concept_互联金融_pct,5414.774134635925
concept_融资融券_x_ret,5347.4271235466
concept_标准普尔_x_ret,5273.88527071476
industry_珠宝首饰_pct,5250.615414619446
concept_AI眼镜_pct,5224.797540187836
concept_Web3.0_pct,5211.227840423584
concept_智谱AI_pct,5113.727214336395
industry_航天航空_pct,5100.616636276245
concept_昨日连板_pct,5093.335685253143
industry_工程咨询服务_pct,5032.404623031616
concept_草甘膦_pct,4911.02757024765
industry_航运港口_pct,4880.62393283844
concept_盲盒经济_pct,4840.697046279907
concept_参股保险_pct,4789.599119186401
concept_ERP概念_pct,4735.1550116539
concept_代糖概念_pct,4707.441655158997
industry_交运设备_pct,4694.25637793541
concept_电子纸概念_pct,4683.052053451538
industry_燃气_pct,4605.035160064697
concept_华为概念_x_ret,4531.159103989601
concept_鸡肉概念_pct,4524.755119800568
concept_通用航空_pct,4431.373579978943
industry_贸易行业_pct,4427.2214641571045
concept_阿兹海默_pct,4415.740689277649
concept_油气设服_pct,4376.487431049347
concept_Kimi概念_pct,4338.133509635925
industry_物流行业_pct,4311.9069719314575
industry_文化传媒_pct,4291.797520160675
concept_低价股_pct,4267.1574964523315
industry_游戏_pct,4224.960868358612
concept_超级品牌_pct,4220.482630729675
concept_知识产权_pct,4163.446990966797
concept_电子后视镜_pct,4032.8763008117676
concept_IPv6_pct,3992.735903739929
concept_CPO概念_pct,3987.0096747875214
industry_美容护理_pct,3939.957715034485
concept_京东金融_pct,3833.8921031951904
industry_包装材料_pct,3812.704376220703
concept_机器人概念_x_ret,3787.1757826805115
concept_合成生物_pct,3753.1762733459473
concept_重组蛋白_pct,3740.4638347625732
concept_社区团购_pct,3735.9057335853577
concept_转基因_pct,3715.9826169013977
industry_光学光电子_pct,3702.2036249637604
concept_数字阅读_pct,3686.20401096344
concept_空间站概念_pct,3668.3789291381836
industry_电源设备_pct,3654.914371728897
concept_微盘股_pct,3646.74568939209
industry_化学制药_pct,3620.622261404991
concept_AI语料_pct,3618.891942024231
industry_纺织服装_pct,3617.3478832244873
industry_船舶制造_pct,3609.434111595154
concept_BC电池_pct,3571.211494922638
concept_EDR概念_pct,3533.4778747558594
concept_冷链物流_pct,3518.5879821777344
concept_赛马概念_pct,3394.5792150497437
concept_贬值受益_pct,3349.8642387390137
concept_MSCI中国_x_ret,3321.8525533676147
industry_综合行业_pct,3319.7683153152466
industry_医药商业_pct,3298.901072859764
concept_沪企改革_pct,3244.9732966423035
industry_医疗服务_pct,3241.2501986026764
concept_创业板综,3223.4526003599167
industry_装修建材_pct,3219.718649864197
