概念代码,概念名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,开盘价,昨收价,总市值,流通市值,主力净流入,主力净流入占比,总股本,更新时间
BK0960,无线充电,2807.51,0.21,5.81,15005174,33906296073.0,1.31,2824.2,2787.6,2804.31,2801.7,2059999440000,1357805456000,474545664.0,1.4,290685696.0,1754552381
BK0980,化债(AMC)概念,1168.63,0.2,2.37,27904146,24055573033.0,0.73,1170.61,1162.06,1167.33,1166.26,1048453856000,923535680000,-359512048.0,-1.49,417154816.0,1754552381
BK1133,ERP概念,1435.22,0.19,2.72,5012511,11392817337.0,1.87,1452.86,1426.02,1439.57,1432.5,290992784000,244344488000,-282877264.0,-2.48,328766160.0,1754552381
BK1072,中俄贸易概念,1642.06,0.18,3.02,18954571,17197404612.0,0.65,1646.93,1636.28,1646.07,1639.04,628586128000,538604576000,-332230496.0,-1.93,430207232.0,1754552381
BK0704,无人机,2533.72,0.18,4.63,69772275,124216973451.0,0.87,2536.99,2515.02,2529.31,2529.09,3043359872000,2653341664000,-2984253184.0,-2.4,3635667712.0,1754552381
BK1069,智慧灯杆,1529.2,0.18,2.79,3341915,3858140369.0,0.77,1531.99,1520.19,1528.21,1526.41,136492930000,121182253000,-157555017.0,-4.08,143347696.0,1754552381
BK1070,土壤修复,880.29,0.18,1.6,4480051,3034823806.0,0.7,882.79,876.62,879.8,878.69,207616393000,193381450000,-43730458.0,-1.44,18831712.0,1754552381
BK1107,科创板做市商,1572.2,0.18,2.84,8311623,11773085631.0,1.48,1585.7,1562.52,1571.69,1569.36,2113517376000,1766337488000,-267436992.0,-2.27,-44658368.0,1754552381
BK1112,破净股,1441.21,0.18,2.6,116371459,68459319459.0,0.69,1442.1,1432.12,1440.7,1438.61,20844280064000,15295862016000,-327964416.0,-0.48,414471168.0,1754552381
BK0808,军民融合,1970.62,0.18,3.5,81465658,144073118070.0,1.16,1973.5,1950.6,1969.43,1967.12,3362238176000,3118922160000,-4744693248.0,-3.29,4771198464.0,1754552381
BK0992,REITs概念,868.75,0.18,1.54,9937073,10638740147.0,0.76,871.4,864.83,867.17,867.21,839311728000,780170736000,-103122336.0,-0.97,147543952.0,1754552381
BK0812,贬值受益,1553.13,0.17,2.69,31144516,61217219311.0,0.65,1556.08,1546.06,1550.68,1550.44,2736551840000,2133246896000,-879828736.0,-1.44,1115520512.0,1754552381
BK1160,柔性屏(折叠屏),1567.98,0.17,2.67,31087040,43825342511.0,1.45,1582.44,1559.7,1570.38,1565.31,1056777072000,947121344000,-1305983488.0,-2.98,1293953280.0,1754552381
BK1104,信创,1991.51,0.17,3.32,70576571,139097284675.0,1.28,1999.46,1974.03,1986.17,1988.19,3797254144000,3212061056000,-3346515456.0,-2.41,3314823680.0,1754552381
BK1161,英伟达概念,1649.83,0.16,2.66,21169772,61974277776.0,1.61,1663.86,1637.41,1650.41,1647.17,1987082672000,1841771216000,-2420374272.0,-3.91,1653608448.0,1754552381
BK0843,天然气,1494.73,0.16,2.37,27575766,22716427219.0,0.79,1497.47,1485.66,1493.54,1492.36,4914104320000,3261582192000,-843484720.0,-3.71,918944000.0,1754552381
BK0514,参股券商,14801.45,0.16,23.41,38625928,47223613894.0,0.66,14810.17,14713.14,14785.79,14778.04,4233727216000,3519618064000,-1324585984.0,-2.8,903698944.0,1754552381
BK0718,证金持股,1410.88,0.16,2.2,156665092,179432246376.0,0.66,1411.64,1402.35,1410.32,1408.68,39649075456000,30871974656000,-2042587136.0,-1.14,2824849152.0,1754552381
BK0896,白酒,2201.39,0.15,3.4,7196664,14579779170.0,0.66,2209.97,2195.36,2196.29,2197.99,3358748912000,3334899904000,-21743104.0,-0.15,42740672.0,1754552381
BK0671,彩票概念,2856.32,0.15,4.39,5973989,5385475393.0,0.58,2865.01,2848.41,2849.38,2851.93,205645838000,201482233000,-255880096.0,-4.75,223370304.0,1754552381
BK1001,内贸流通,1324.05,0.15,2.02,31966237,29982410681.0,0.48,1328.0,1321.62,1321.7,1322.03,1476710544000,1350522960000,-367043632.0,-1.22,448913408.0,1754552381
BK0711,券商概念,1204.31,0.15,1.77,35912042,45964386080.0,1.6,1214.44,1195.18,1203.35,1202.54,4299923456000,3517543696000,-679324416.0,-1.48,211186176.0,1754552381
BK0634,大数据,5536.9,0.14,7.58,113652247,169342818689.0,1.03,5558.14,5501.38,5530.84,5529.32,5612570624000,5154417920000,-4900198400.0,-2.89,4613986560.0,1754552381
BK0683,央国企改革,4737.07,0.13,6.24,485122493,524185310215.0,0.61,4739.72,4710.71,4735.19,4730.83,49324502272000,37194132480000,-14788266752.0,-2.82,12836003840.0,1754552381
BK0636,B股,921.33,0.13,1.2,719676,134303183.0,0.39,921.35,917.73,920.77,920.13,718530704000,123353468000,-5567688.0,-4.15,97428.0,1754552381
BK0708,体育产业,1445.68,0.13,1.84,21855768,18227591174.0,0.66,1447.83,1438.26,1443.07,1443.84,838697360000,656587232000,-43048064.0,-0.24,383770112.0,1754552381
BK1185,冰雪经济,1034.48,0.13,1.31,13328812,11681294153.0,0.81,1035.76,1027.44,1031.32,1033.17,247317699000,224750841000,344412128.0,2.95,-37187680.0,1754552381
BK0845,百度概念,1830.49,0.13,2.29,66473644,86894985265.0,0.98,1835.29,1817.39,1827.54,1828.2,2752642272000,2492605088000,-2028912384.0,-2.33,1966678272.0,1754552381
BK1135,数据要素,1284.78,0.12,1.59,53184034,76723843023.0,1.12,1288.63,1274.27,1282.07,1283.19,2053195520000,1750906464000,-1660121088.0,-2.16,1314103552.0,1754552381
BK0971,注册制次新股,750.35,0.12,0.89,6034919,21893015262.0,0.82,752.88,746.74,749.48,749.46,1318146080000,179031535000,-295291552.0,-1.35,209604352.0,1754552381
BK0597,水利建设,1888.94,0.12,2.22,39669013,32336243820.0,0.66,1892.34,1879.88,1890.34,1886.72,2082618080000,1879315808000,-546273840.0,-1.69,769271808.0,1754552381
BK0549,深圳特区,35942.7,0.12,41.63,85664225,165012360214.0,0.83,36081.26,35784.66,35912.72,35901.07,10247266816000,8314816256000,-2718980096.0,-1.65,3624489984.0,1754552381
BK0680,智能家居,2831.02,0.11,3.09,37930378,69992144404.0,0.69,2838.44,2818.81,2832.63,2827.93,3626575392000,3148865296000,-835873792.0,-1.19,1311200768.0,1754552381
BK1169,Kimi概念,1195.74,0.11,1.3,9494013,17252523043.0,1.58,1201.62,1182.8,1196.05,1194.44,506760192000,421581312000,-234984912.0,-1.36,170093760.0,1754552381
BK1118,数据确权,1689.42,0.11,1.83,10779215,14030119679.0,1.18,1691.64,1671.76,1685.65,1687.59,303813904000,288228048000,127270352.0,0.91,65084752.0,1754552381
BK0923,抖音概念(字节概念),1444.83,0.11,1.55,37723592,41378566821.0,0.74,1447.75,1437.0,1442.93,1443.28,916158832000,838545760000,-1180585216.0,-2.85,1186851328.0,1754552381
BK0830,区块链,1180.93,0.11,1.25,104560963,146641244906.0,0.81,1185.52,1175.94,1180.72,1179.68,9259792896000,7769799168000,-4092857856.0,-2.79,4086402560.0,1754552381
BK1180,华为海思,1650.5,0.1,1.72,10435702,27332403540.0,1.23,1658.33,1637.99,1647.36,1648.78,799832688000,723045632000,-551712944.0,-2.02,491425280.0,1754552381
BK0904,广电,1616.95,0.1,1.64,12059105,6304162690.0,0.81,1625.36,1612.32,1612.67,1615.31,243001836000,227997848000,-48198208.0,-0.76,100905728.0,1754552381
BK0501,次新股,30556.43,0.1,29.97,6542727,24172511223.0,0.78,30666.65,30428.54,30525.31,30526.46,1416747536000,207476950000,-292493008.0,-1.21,197414144.0,1754552381
BK0897,IPv6,1343.06,0.1,1.29,6710458,9204314841.0,1.07,1348.44,1334.02,1341.95,1341.77,562612976000,524884512000,-431049776.0,-4.68,351820400.0,1754552381
BK0612,上证180_,1593.96,0.09,1.48,135946387,205647439101.0,0.74,1596.49,1584.72,1594.61,1592.48,46712580864000,33936186624000,-5246175488.0,-2.55,4499271168.0,1754552381
BK0872,青蒿素,1766.62,0.09,1.63,1932705,4165535175.0,1.92,1797.37,1763.55,1766.76,1764.99,290923760000,263685649000,-198609728.0,-4.77,220349712.0,1754552381
BK0953,鸿蒙概念,1714.29,0.09,1.58,34467440,67514367759.0,0.98,1719.19,1702.34,1710.86,1712.71,2384707088000,2023280048000,-2138349056.0,-3.17,1667778560.0,1754552381
BK0818,可燃冰,1381.74,0.09,1.27,2086733,1533799173.0,1.02,1384.41,1370.29,1382.06,1380.47,240351124000,174654584000,-95895311.0,-6.25,98664736.0,1754552381
BK0494,节能环保,13119.19,0.09,11.35,88496615,102883684954.0,0.7,13132.9,13041.77,13129.51,13107.84,4168807472000,3617285264000,-3067579904.0,-2.98,2659917312.0,1754552381
BK0742,创业板综,1775.2,0.08,1.5,257978554,547650851193.0,1.03,1780.71,1762.48,1773.38,1773.7,14927473920000,11584294144000,-14695507968.0,-2.68,12333244416.0,1754552381
BK1052,动力电池回收,792.42,0.08,0.65,11472660,20519162316.0,1.12,794.87,785.99,793.4,791.77,767517536000,642728880000,-72885856.0,-0.36,66314496.0,1754552381
BK1136,光通信模块,1648.47,0.08,1.29,15799476,52539171795.0,1.89,1656.22,1625.05,1646.64,1647.18,1199992272000,1074114656000,-2233071360.0,-4.25,1379733248.0,1754552381
BK0610,央视50_,2363.79,0.08,1.84,24416842,49213534193.0,0.64,2368.18,2353.13,2361.96,2361.95,16802349312000,11765612032000,-457605888.0,-0.93,1020591872.0,1754552381
BK0611,上证50_,1938.39,0.07,1.45,42338294,94221584634.0,0.75,1943.32,1928.72,1937.88,1936.94,28900285952000,21468346880000,-1495280384.0,-1.59,1892216832.0,1754552381
BK0619,3D打印,6570.03,0.07,4.91,14542119,29678832800.0,1.3,6599.34,6514.03,6572.29,6565.12,684189424000,611155296000,-956090208.0,-3.22,912755968.0,1754552381
BK1095,钒电池,1191.03,0.07,0.84,14019917,9025324545.0,0.75,1193.05,1184.09,1192.29,1190.19,514809504000,465352256000,315507824.0,3.5,-180633888.0,1754552381
BK1005,专精特新,1460.11,0.07,1.02,118930796,332334840703.0,1.04,1465.38,1450.15,1460.32,1459.09,9144859136000,6783963392000,-5703628544.0,-1.72,4672958464.0,1754552381
BK0800,人工智能,1813.15,0.07,1.22,196468135,347360232626.0,0.89,1817.06,1801.01,1811.09,1811.93,11587747072000,10062507008000,-9825905664.0,-2.83,9544732672.0,1754552381
BK0721,PPP模式,764.1,0.05,0.41,47952415,32818672137.0,0.64,766.66,761.77,765.91,763.69,2323828720000,2082976496000,-523036736.0,-1.59,510263808.0,1754552381
BK0604,参股保险,2607.97,0.05,1.33,43633903,44407185999.0,0.73,2612.2,2593.17,2604.44,2606.64,6305535232000,5292801792000,-1450793472.0,-3.27,1022192896.0,1754552381
BK0712,一带一路,1492.08,0.05,0.76,191730718,173660073891.0,0.8,1495.43,1483.54,1494.48,1491.32,14864313344000,12501540352000,-5960068352.0,-3.43,5253651968.0,1754552381
BK0942,商汤概念,1258.06,0.05,0.64,10799349,10633340130.0,0.99,1262.88,1250.48,1255.37,1257.42,495764448000,439174432000,88964272.0,0.84,-22811728.0,1754552381
BK0966,碳交易,1698.17,0.05,0.86,38622724,33610844796.0,0.77,1702.37,1689.34,1700.25,1697.31,2569168768000,2193102272000,-1208566144.0,-3.6,905172736.0,1754552381
BK0505,中字头,8741.38,0.05,4.12,60887746,66710250414.0,0.85,8762.0,8687.61,8760.98,8737.26,15573463552000,9805113344000,-3787161088.0,-5.68,2614050304.0,1754552381
BK0879,标准普尔,1598.87,0.04,0.71,470707649,573161912746.0,0.7,1600.98,1589.83,1599.33,1598.16,61424732672000,51250782720000,-13078245376.0,-2.28,12145922048.0,1754552381
BK1138,液冷概念,1390.44,0.04,0.58,29166951,60834466701.0,1.82,1405.71,1380.41,1391.34,1389.86,1326859984000,1172723088000,-2522966784.0,-4.15,2294014464.0,1754552381
BK0867,富时罗素,1669.09,0.04,0.69,561115795,788184612415.0,0.75,1671.84,1659.39,1669.65,1668.4,67069142272000,56022911232000,-19926048768.0,-2.53,17649160192.0,1754552381
BK0714,5G概念,1463.97,0.04,0.58,121115965,243195996623.0,1.3,1472.18,1453.1,1464.92,1463.39,9253634304000,6475327232000,-8895429120.0,-3.66,8101993984.0,1754552381
BK1194,2025中报预增,1018.29,0.04,0.39,143134706,255363159984.0,0.92,1021.38,1012.06,1019.53,1017.9,10706417408000,9246617856000,-8742874368.0,-3.42,7057812480.0,1754552381
BK0912,远程办公,1577.74,0.04,0.6,12127770,18331630486.0,1.56,1588.04,1563.46,1575.53,1577.14,763351120000,678221408000,-357333920.0,-1.95,461028864.0,1754552381
BK1188,DeepSeek概念,1362.15,0.04,0.48,87024470,144325365665.0,1.05,1366.95,1352.72,1360.97,1361.67,4265330320000,3524568576000,-5414822400.0,-3.75,4386283776.0,1754552381
BK0854,华为概念,3814.76,0.03,1.24,265560781,411138456875.0,1.05,3830.22,3790.08,3814.94,3813.52,14493015040000,12378078976000,-10367439872.0,-2.52,9706569728.0,1754552381
BK0813,雄安新区,1000.52,0.03,0.32,44976804,44175229402.0,0.66,1002.74,996.18,1002.16,1000.2,2441947712000,2160756992000,-1034083328.0,-2.34,831528960.0,1754552381
BK1195,2025中报预减,1013.15,0.03,0.32,37282466,40267480050.0,0.55,1014.01,1008.47,1013.22,1012.83,2063955744000,1899921936000,-754177728.0,-1.87,840042496.0,1754552381
BK0922,数据中心,1943.22,0.03,0.56,101561234,132116599030.0,0.84,1948.24,1931.94,1942.29,1942.66,6704368640000,3997541888000,-3685997312.0,-2.79,3361347328.0,1754552381
BK1008,国资云概念,1666.34,0.03,0.48,6584442,14236914544.0,1.43,1683.11,1659.32,1662.72,1665.86,405001744000,351158912000,-677954896.0,-4.76,646481312.0,1754552381
BK1168,铜缆高速连接,1808.2,0.03,0.5,12699688,30869532975.0,2.34,1829.27,1787.03,1809.84,1807.7,666400400000,619590912000,233223376.0,0.76,215825664.0,1754552381
BK0947,屏下摄像,983.27,0.02,0.22,9210172,7001733306.0,1.07,989.25,978.69,983.27,983.05,519036320000,475415280000,-395088752.0,-5.64,309964288.0,1754552381
BK1156,PEEK材料概念,1627.56,0.02,0.35,12803339,25866730224.0,2.5,1652.98,1612.29,1646.93,1627.21,444769472000,369424672000,-1079473504.0,-4.17,982126848.0,1754552381
BK0955,C2M概念,1401.78,0.02,0.27,8751297,12031700661.0,0.68,1404.84,1395.28,1399.05,1401.51,323897168000,288914880000,-384492368.0,-3.2,239399600.0,1754552381
BK0594,长江三角,2719.61,0.02,0.49,140244370,158854450931.0,0.59,2721.29,2705.25,2718.69,2719.12,9153437952000,7861701120000,-2967492096.0,-1.87,3650395136.0,1754552381
BK0499,AH股,8511.34,0.02,1.52,89581335,125683718895.0,0.86,8529.93,8457.05,8514.19,8509.82,38362829568000,24062759936000,-2306228736.0,-1.83,2413798912.0,1754552381
BK1064,东数西算,1726.71,0.01,0.21,30095084,42692753359.0,1.13,1732.91,1713.48,1725.24,1726.5,1108834992000,961981232000,-1452023552.0,-3.4,1218012160.0,1754552381
BK0552,机构重仓,16027.55,0.01,1.45,328415594,373892332456.0,0.64,16050.2,15947.73,16031.75,16026.1,45111584256000,36247278336000,-7735382272.0,-2.07,7992913920.0,1754552381
BK1134,算力概念,1739.46,0.0,0.07,57978087,131602923251.0,0.98,1746.71,1729.72,1740.35,1739.39,7329157888000,4464385280000,-5610946816.0,-4.26,4210185472.0,1754552381
BK0997,NFT概念,1810.56,0.0,-0.04,21816016,24359411367.0,0.6,1814.81,1804.01,1808.7,1810.6,620271056000,581259024000,-670353856.0,-2.75,613793792.0,1754552381
BK1158,微盘股,3045.88,-0.01,-0.26,32241415,33748130985.0,0.66,3054.72,3034.5,3050.46,3046.14,945261120000,802053648000,-489535392.0,-1.45,228856064.0,1754552381
BK1002,激光雷达,1770.8,-0.01,-0.2,9916318,20026265639.0,1.55,1779.61,1752.14,1772.27,1771.0,492070464000,439401248000,-596952688.0,-2.98,465883392.0,1754552381
BK1139,中特估,1152.31,-0.01,-0.14,72229936,68178726451.0,0.77,1155.59,1146.67,1155.38,1152.45,25196888576000,15713874432000,-3031892992.0,-4.45,2405469184.0,1754552381
BK0669,生态农业,1446.8,-0.01,-0.21,7768145,4770818901.0,0.65,1451.85,1442.5,1449.38,1447.01,270562448000,228796721000,-138396832.0,-2.9,108930688.0,1754552381
BK0588,太阳能,3446.64,-0.02,-0.54,100191311,127540973773.0,0.86,3453.7,3424.14,3449.64,3447.18,7915639808000,6422423552000,-2803609344.0,-2.2,2658178560.0,1754552381
BK0579,云计算,3463.32,-0.02,-0.59,83074532,169718060950.0,1.13,3482.95,3443.73,3461.9,3463.91,8547591680000,5730525184000,-6870049280.0,-4.05,5998006272.0,1754552381
BK1057,电子纸概念,1155.5,-0.02,-0.2,8873368,4653801017.0,1.07,1160.61,1148.21,1155.18,1155.7,340417792000,321687920000,-284379776.0,-6.11,231983728.0,1754552381
BK1026,调味品概念,967.71,-0.02,-0.19,3570293,3904217300.0,0.46,969.68,965.22,966.9,967.9,686686848000,501149824000,-190387712.0,-4.88,203444928.0,1754552381
BK0918,特高压,2081.87,-0.03,-0.54,26095756,27660550850.0,0.8,2085.15,2068.51,2079.75,2082.41,1142857424000,1045047328000,-733008048.0,-2.65,980524288.0,1754552381
BK1172,AI语料,1124.88,-0.03,-0.3,17159906,15245567140.0,1.19,1129.28,1115.88,1124.84,1125.18,390060944000,350892560000,68526688.0,0.45,150316848.0,1754552381
BK0804,深股通,1142.18,-0.03,-0.32,496113332,805116026380.0,0.81,1144.93,1135.65,1142.96,1142.5,33205737216000,28015519744000,-21531500544.0,-2.67,20659810304.0,1754552381
BK1147,SPD概念,1090.38,-0.03,-0.33,3416076,4611932001.0,2.5,1116.41,1089.12,1092.86,1090.71,76370311000,65692461000,-169951680.0,-3.69,179303232.0,1754552381
BK1085,痘病毒防治,966.18,-0.03,-0.31,11669205,20821526846.0,2.44,986.7,963.08,965.83,966.49,717808176000,650456000000,-284768416.0,-1.37,446901760.0,1754552381
BK0500,HS300_,11027.99,-0.04,-3.87,198641902,358108366988.0,0.94,11068.51,10965.09,11048.63,11031.86,61172887040000,46071002112000,-9614773504.0,-2.68,8373297152.0,1754552381
BK0596,融资融券,2851.01,-0.04,-1.05,954214894,1522573773609.0,0.83,2858.91,2835.11,2853.89,2852.06,101636747264000,79963688960000,-37404536832.0,-2.46,31956099072.0,1754552381
BK1116,抗菌面料,1469.78,-0.04,-0.57,2616199,2827127884.0,0.9,1474.38,1461.11,1468.14,1470.35,97411924000,89050098000,-195996962.0,-6.93,215990400.0,1754552381
BK0939,辅助生殖,1133.71,-0.04,-0.45,16888274,20810520272.0,2.05,1151.16,1127.94,1130.24,1134.16,584935296000,524002512000,-490620080.0,-2.36,553647360.0,1754552381
BK0995,华为昇腾,1595.97,-0.04,-0.64,18429378,28320065934.0,1.19,1599.57,1580.57,1594.27,1596.61,568312160000,489399648000,-1451178608.0,-5.12,1191404032.0,1754552381
BK0967,水产养殖,943.69,-0.04,-0.38,5427943,3841811675.0,0.64,945.83,939.76,943.55,944.07,262923577000,257262098000,-239310928.0,-6.23,220167728.0,1754552381
BK0556,移动支付,13690.12,-0.04,-5.7,23672283,42322847416.0,0.83,13728.98,13614.84,13683.26,13695.82,3417046992000,1115961216000,-1392698880.0,-3.29,1276580096.0,1754552381
BK0823,养老金,1516.63,-0.04,-0.64,24403615,51706117989.0,0.76,1522.52,1511.03,1519.51,1517.27,2942788992000,2578687648000,-1644293632.0,-3.18,1215687424.0,1754552381
BK1090,机器人概念,1947.66,-0.05,-0.95,158732199,300879481791.0,0.95,1953.32,1934.8,1951.45,1948.61,8222011648000,7154321664000,-9180045568.0,-3.05,8966168576.0,1754552381
BK0802,无人驾驶,1994.19,-0.05,-0.98,67830754,137166436381.0,0.9,2000.66,1982.65,1998.05,1995.17,6088994304000,4912801792000,-4695999744.0,-3.42,4203586816.0,1754552381
BK0838,东北振兴,1199.04,-0.05,-0.59,15328149,13143278258.0,0.77,1202.82,1193.53,1201.25,1199.63,674092816000,660900416000,-443636432.0,-3.38,442068656.0,1754552381
BK0590,西部大开发,3259.18,-0.05,-1.78,177904640,233259745142.0,0.64,3261.34,3240.36,3260.73,3260.96,11863388672000,10677951744000,-7610826240.0,-3.26,5964904704.0,1754552381
BK1049,EDR概念,1693.82,-0.06,-1.0,4400709,9185342328.0,1.11,1705.36,1686.49,1697.83,1694.82,290970624000,280250704000,-400854944.0,-4.36,274539056.0,1754552381
BK1151,短剧互动游戏,1242.24,-0.06,-0.74,16760978,14291246080.0,0.72,1244.56,1235.63,1240.13,1242.98,420030032000,369990480000,-100655040.0,-0.7,214502992.0,1754552381
BK0707,沪股通,2248.56,-0.06,-1.43,443828375,624444481680.0,0.74,2254.13,2237.54,2251.07,2249.99,66495023360000,51396154112000,-14346932224.0,-2.3,11849908224.0,1754552381
BK0525,参股银行,11520.62,-0.07,-7.56,87133067,84928418634.0,0.59,11549.33,11481.27,11538.49,11528.18,12035924480000,10004388608000,-1474796800.0,-1.74,1721423872.0,1754552381
BK0959,数字阅读,1642.36,-0.07,-1.14,3284320,3626016751.0,0.72,1647.96,1636.08,1643.36,1643.5,195131885000,175716754000,-65239184.0,-1.8,114428800.0,1754552381
BK0914,医废处理,1235.54,-0.07,-0.91,4459094,4487723398.0,0.76,1238.68,1229.32,1235.63,1236.45,209954208000,183931094000,-148181424.0,-3.3,102843520.0,1754552381
BK0528,转债标的,11129.06,-0.08,-8.48,107409205,155644483491.0,0.86,11152.35,11056.7,11135.16,11137.54,7841737216000,7163326464000,-2351194624.0,-1.51,2345399552.0,1754552381
BK0568,深成500,1221.89,-0.08,-0.94,193514075,392041366014.0,1.02,1226.0,1213.55,1223.18,1222.83,23717459712000,20301943296000,-11682823936.0,-2.98,9427595264.0,1754552381
BK0493,新能源,16083.74,-0.08,-12.39,64273922,63140528589.0,0.75,16109.29,15988.85,16099.81,16096.13,6164392192000,3833735728000,-1587711744.0,-2.51,1613012736.0,1754552381
BK1110,Web3.0,1971.96,-0.08,-1.53,22463178,31765814226.0,1.47,1984.12,1955.05,1974.57,1973.49,524820032000,492430560000,-1265481904.0,-3.98,1103140352.0,1754552381
BK1066,民爆概念,1564.67,-0.08,-1.22,4717914,7223203806.0,0.83,1565.89,1552.96,1563.49,1565.89,249395709000,220839041000,-38505744.0,-0.53,131954240.0,1754552381
BK1080,新型城镇化,1037.49,-0.08,-0.81,18122598,14157368897.0,0.77,1041.89,1033.93,1040.75,1038.3,475211552000,402110768000,-280653424.0,-1.98,190497792.0,1754552381
BK0674,蓝宝石,2690.37,-0.09,-2.29,8883373,17261507204.0,1.56,2712.65,2670.74,2701.76,2692.66,537498880000,507752400000,-512501856.0,-2.97,492383040.0,1754552381
BK0601,海工装备,2003.79,-0.09,-1.75,36840053,43165836934.0,1.0,2014.87,1994.73,2014.87,2005.54,1434971360000,1152195856000,-3458654208.0,-8.01,2869832960.0,1754552381
BK0835,独角兽,1904.3,-0.09,-1.73,47494480,79862917746.0,0.89,1909.72,1892.77,1905.49,1906.03,5687336704000,4984951808000,-2127464448.0,-2.66,2278144768.0,1754552381
BK0913,消毒剂,1530.71,-0.09,-1.43,13002452,16736730194.0,0.85,1537.38,1524.29,1528.63,1532.14,622466512000,585666320000,-456383520.0,-2.73,480813312.0,1754552381
BK0883,数字货币,2215.4,-0.09,-2.08,28189709,50808170376.0,1.04,2223.62,2200.58,2218.19,2217.48,1137838816000,1074126896000,-2314230784.0,-4.55,2185025280.0,1754552381
BK0832,工业互联,2429.67,-0.09,-2.3,72357014,126853093887.0,0.97,2435.78,2412.29,2432.58,2431.97,4683749632000,4192800928000,-4713293568.0,-3.72,4747435776.0,1754552381
BK1126,ChatGPT概念,2158.27,-0.1,-2.07,39384946,71181008288.0,1.46,2172.74,2141.21,2161.6,2160.34,2411272016000,2181228736000,-1924710912.0,-2.7,1572758272.0,1754552381
BK0981,工业气体,1587.44,-0.1,-1.6,3840922,6266672689.0,1.02,1592.23,1575.95,1588.78,1589.04,402623280000,347722064000,-33683808.0,-0.54,209715056.0,1754552381
BK1179,房屋检测,1502.68,-0.11,-1.61,7404604,7895148129.0,1.41,1514.06,1492.92,1507.87,1504.29,234728018000,213040541000,-266981664.0,-3.38,116130160.0,1754552381
BK0700,充电桩,2697.94,-0.11,-2.91,60550982,102455853967.0,0.97,2708.19,2681.99,2703.19,2700.85,4373950464000,3410860624000,-3349366016.0,-3.27,3120450048.0,1754552381
BK0821,MSCI中国,1266.76,-0.11,-1.37,304430663,532728309491.0,0.94,1271.1,1259.2,1269.12,1268.13,69753917440000,53862611712000,-13283631104.0,-2.49,10701570048.0,1754552381
BK0490,军工,76592.81,-0.11,-83.0,198675190,290332517169.0,0.89,76712.24,76032.26,76681.37,76675.81,7002830336000,6087476480000,-12465049600.0,-4.29,11219177472.0,1754552381
BK1171,碳纤维,1536.87,-0.11,-1.72,15418286,17801429206.0,0.69,1538.09,1527.55,1536.27,1538.59,417344640000,362302720000,-627586080.0,-3.53,729688064.0,1754552381
BK1184,人形机器人,1608.18,-0.11,-1.8,61937421,130515145236.0,1.45,1616.24,1592.84,1614.22,1609.98,3334704784000,2824979984000,-3763354368.0,-2.88,3766809856.0,1754552381
BK1088,F5G概念,2765.85,-0.11,-3.12,7559287,26188754824.0,2.49,2800.9,2731.84,2771.17,2768.97,711466800000,695618016000,-1813489920.0,-6.92,1339532800.0,1754552381
BK1128,CPO概念,3224.67,-0.11,-3.68,14546753,60186176361.0,2.87,3260.58,3168.06,3226.66,3228.35,1617636560000,1496882352000,-2931223808.0,-4.87,1802591232.0,1754552381
BK0577,核能核电,2497.16,-0.12,-2.97,64922020,64594778599.0,0.87,2503.66,2481.93,2502.83,2500.13,3454288336000,3117492448000,-2234985984.0,-3.46,1951615744.0,1754552381
BK0856,工业大麻,1985.01,-0.12,-2.38,13606513,13865844618.0,1.21,2003.5,1979.46,1985.03,1987.39,428283440000,401480400000,-645728720.0,-4.66,586571792.0,1754552381
BK0860,边缘计算,2188.57,-0.12,-2.65,36707881,74413091438.0,0.99,2199.84,2178.12,2190.23,2191.22,2916020368000,2604469664000,-3987095040.0,-5.36,3478130176.0,1754552381
BK0976,被动元件,1428.08,-0.12,-1.76,5263013,12997918529.0,1.58,1441.45,1418.79,1436.41,1429.84,413208592000,378436272000,-62691200.0,-0.48,-40042848.0,1754552381
BK0853,电子竞技,1502.32,-0.12,-1.86,21873941,20328895950.0,0.66,1503.42,1493.48,1500.44,1504.18,3108644432000,839293680000,-155988624.0,-0.77,62019584.0,1754552381
BK0614,食品安全,7271.19,-0.13,-9.13,9488251,12791230729.0,1.13,7305.97,7223.87,7272.09,7280.32,419648384000,359299504000,-323720448.0,-2.53,295993600.0,1754552381
BK1159,Sora概念,1756.41,-0.13,-2.28,17119470,23325859870.0,1.57,1767.1,1739.48,1757.23,1758.69,395172480000,365020608000,-681329568.0,-2.92,530739456.0,1754552381
BK0982,电子车牌,1491.32,-0.13,-2.01,5881185,5674103054.0,1.08,1495.92,1479.82,1488.27,1493.33,165754129000,134252870000,-444373504.0,-7.83,354710240.0,1754552381
BK1024,绿色电力,1135.07,-0.13,-1.53,44857758,31957334490.0,0.76,1138.39,1129.76,1137.06,1136.6,5183647488000,3390603648000,-1250885184.0,-3.91,849888768.0,1754552381
BK0692,旅游概念,1669.97,-0.14,-2.33,11700065,7296382688.0,0.62,1674.22,1663.82,1668.59,1672.3,290003232000,259362698000,-420417920.0,-5.76,431151328.0,1754552381
BK1109,供销社概念,1106.74,-0.14,-1.55,3304110,2044248860.0,0.54,1109.42,1103.47,1108.1,1108.29,132097815000,120191893000,-122080147.0,-5.97,86015168.0,1754552381
