feature,importance
industry_专业服务_pct,434188.39111328125
concept_基金重仓_pct,246016.0
concept_智能电视_pct,88625.203125
concept_黄金概念_pct,68161.8984375
concept_肝素概念_pct,61287.80078125
concept_麒麟电池_pct,52580.1015625
振幅,47376.8835144043
concept_盲盒经济_pct,45096.80078125
concept_草甘膦_pct,43648.5
concept_创业板综,42839.57598876953
涨跌幅,29736.94061279297
concept_次新股_pct,22714.400390625
concept_长寿药_pct,19813.900390625
industry_光学光电子_pct,17125.0
industry_化学制品_pct,15985.2001953125
concept_可控核聚变_pct,13950.900390625
concept_北斗导航_pct,11172.900390625
concept_昨日连板_pct,9168.9296875
流通市值,8629.377014160156
industry_酿酒行业_pct,8134.60009765625
industry_专用设备_pct,7324.0
concept_专精特新,5276.169921875
industry_保险_pct,4835.4599609375
industry_农牧饲渔,3461.0
industry_风电设备_pct,2457.889892578125
concept_信创_x_ret,2356.6500549316406
concept_军工_x_ret,1881.8699951171875
concept_融资融券,1523.9100341796875
concept_深成500_x_ret,1066.5799560546875
concept_新零售,966.0499877929688
收盘价,764.1889801025391
concept_ST股,691.1370239257812
最低价,642.958984375
concept_核污染防治_x_ret,0.0
concept_次新股,0.0
concept_标准普尔,0.0
concept_标准普尔_pct,0.0
concept_标准普尔_x_ret,0.0
concept_植物照明_x_ret,0.0
concept_核污染防治_pct,0.0
concept_植物照明_pct,0.0
concept_植物照明,0.0
concept_核污染防治,0.0
concept_核能核电_x_ret,0.0
concept_核能核电_pct,0.0
concept_核能核电,0.0
concept_次新股_x_ret,0.0
concept_氦气概念_x_ret,0.0
concept_毛发医疗,0.0
concept_毛发医疗_pct,0.0
concept_氦气概念_pct,0.0
concept_氦气概念,0.0
concept_氢能源_x_ret,0.0
concept_氢能源_pct,0.0
concept_氢能源,0.0
concept_氟化工_x_ret,0.0
concept_氟化工_pct,0.0
concept_氟化工,0.0
concept_气溶胶检测_x_ret,0.0
concept_气溶胶检测_pct,0.0
concept_气溶胶检测,0.0
concept_民爆概念_x_ret,0.0
concept_氮化镓,0.0
concept_民爆概念_pct,0.0
concept_柔性屏(折叠屏)_x_ret,0.0
concept_民爆概念,0.0
concept_毫米波概念_x_ret,0.0
concept_氮化镓_pct,0.0
concept_氮化镓_x_ret,0.0
concept_毫米波概念,0.0
concept_毛发医疗_x_ret,0.0
concept_毫米波概念_pct,0.0
开盘价,0.0
concept_柔性屏(折叠屏)_pct,0.0
concept_智能穿戴,0.0
concept_智能电视,0.0
concept_智能电网_x_ret,0.0
concept_智能电网_pct,0.0
concept_智能电网,0.0
concept_智能家居_x_ret,0.0
concept_智能家居_pct,0.0
concept_智能家居,0.0
concept_智慧灯杆_x_ret,0.0
concept_智慧灯杆_pct,0.0
concept_智慧灯杆,0.0
concept_智慧政务_x_ret,0.0
concept_智慧政务_pct,0.0
concept_智慧政务,0.0
concept_智慧城市_x_ret,0.0
concept_智慧城市_pct,0.0
concept_智慧城市,0.0
concept_昨日连板_含一字_x_ret,0.0
concept_昨日连板_含一字_pct,0.0
concept_昨日连板_含一字,0.0
concept_智能电视_x_ret,0.0
concept_智能穿戴_pct,0.0
concept_柔性屏(折叠屏),0.0
concept_智能穿戴_x_ret,0.0
concept_机构重仓_x_ret,0.0
concept_机构重仓_pct,0.0
concept_机构重仓,0.0
concept_机器视觉_x_ret,0.0
concept_机器视觉_pct,0.0
concept_机器视觉,0.0
concept_机器人概念_x_ret,0.0
concept_水产养殖_pct,0.0
concept_机器人概念_pct,0.0
concept_机器人概念,0.0
concept_机器人执行器_x_ret,0.0
concept_机器人执行器_pct,0.0
concept_机器人执行器,0.0
concept_有机硅_x_ret,0.0
concept_有机硅_pct,0.0
concept_有机硅,0.0
concept_智谱AI_x_ret,0.0
concept_智谱AI_pct,0.0
concept_智谱AI,0.0
concept_水产养殖,0.0
concept_汽车热管理,0.0
concept_水产养殖_x_ret,0.0
concept_水利建设,0.0
concept_激光雷达_x_ret,0.0
concept_激光雷达_pct,0.0
concept_激光雷达,0.0
concept_滨海新区_x_ret,0.0
concept_滨海新区_pct,0.0
concept_滨海新区,0.0
concept_湖北自贸_x_ret,0.0
concept_湖北自贸_pct,0.0
concept_湖北自贸,0.0
concept_混合现实_x_ret,0.0
concept_混合现实_pct,0.0
concept_混合现实,0.0
concept_深证100R_x_ret,0.0
concept_深证100R_pct,0.0
concept_深证100R,0.0
concept_深股通_x_ret,0.0
concept_深股通_pct,0.0
concept_深股通,0.0
concept_深成500_pct,0.0
concept_深成500,0.0
concept_深圳特区_x_ret,0.0
concept_煤化工,0.0
concept_煤化工_pct,0.0
concept_煤化工_x_ret,0.0
concept_特斯拉_x_ret,0.0
concept_独角兽_x_ret,0.0
concept_独角兽_pct,0.0
concept_独角兽,0.0
concept_独家药品_x_ret,0.0
concept_独家药品_pct,0.0
concept_独家药品,0.0
concept_特高压_x_ret,0.0
concept_特高压_pct,0.0
concept_特高压,0.0
concept_特斯拉_pct,0.0
concept_熔盐储能,0.0
concept_特斯拉,0.0
concept_物联网_x_ret,0.0
concept_物联网_pct,0.0
concept_物联网,0.0
concept_燃料电池_x_ret,0.0
concept_燃料电池_pct,0.0
concept_燃料电池,0.0
concept_熔盐储能_x_ret,0.0
concept_熔盐储能_pct,0.0
concept_深圳特区_pct,0.0
concept_深圳特区,0.0
concept_液冷概念_x_ret,0.0
concept_汽车芯片,0.0
concept_油气设服,0.0
concept_沪股通_x_ret,0.0
concept_沪股通_pct,0.0
concept_沪股通,0.0
concept_沪企改革_x_ret,0.0
concept_沪企改革_pct,0.0
concept_沪企改革,0.0
concept_汽车芯片_x_ret,0.0
concept_汽车芯片_pct,0.0
concept_汽车热管理_x_ret,0.0
concept_油气设服_x_ret,0.0
concept_汽车热管理_pct,0.0
concept_汽车拆解_x_ret,0.0
concept_汽车拆解_pct,0.0
concept_汽车拆解,0.0
concept_汽车一体化压铸_x_ret,0.0
concept_汽车一体化压铸_pct,0.0
concept_汽车一体化压铸,0.0
concept_水利建设_x_ret,0.0
concept_水利建设_pct,0.0
concept_油气设服_pct,0.0
concept_注册制次新股,0.0
concept_液冷概念_pct,0.0
concept_海洋经济,0.0
concept_液冷概念,0.0
concept_消毒剂_x_ret,0.0
concept_消毒剂_pct,0.0
concept_消毒剂,0.0
concept_海绵城市_x_ret,0.0
concept_海绵城市_pct,0.0
concept_海绵城市,0.0
concept_海洋经济_x_ret,0.0
concept_海洋经济_pct,0.0
concept_海工装备_x_ret,0.0
concept_注册制次新股_pct,0.0
concept_海工装备_pct,0.0
concept_海工装备,0.0
concept_海南自贸_x_ret,0.0
concept_海南自贸_pct,0.0
concept_海南自贸,0.0
concept_流感_x_ret,0.0
concept_流感_pct,0.0
concept_流感,0.0
concept_注册制次新股_x_ret,0.0
concept_昨日连板_x_ret,0.0
concept_昨日涨停,0.0
concept_昨日连板,0.0
concept_托育服务_pct,0.0
concept_建筑节能_x_ret,0.0
concept_建筑节能_pct,0.0
concept_建筑节能,0.0
concept_广电_x_ret,0.0
concept_广电_pct,0.0
concept_广电,0.0
concept_幽门螺杆菌概念_x_ret,0.0
concept_幽门螺杆菌概念_pct,0.0
concept_幽门螺杆菌概念,0.0
concept_并购重组概念_x_ret,0.0
concept_并购重组概念_pct,0.0
concept_并购重组概念,0.0
concept_工程机械概念_x_ret,0.0
concept_工程机械概念_pct,0.0
concept_工程机械概念,0.0
concept_工业气体_x_ret,0.0
concept_工业气体_pct,0.0
concept_工业气体,0.0
concept_工业母机_x_ret,0.0
concept_工业母机_pct,0.0
concept_工业母机,0.0
concept_彩票概念,0.0
concept_彩票概念_pct,0.0
concept_彩票概念_x_ret,0.0
concept_快递概念_x_ret,0.0
concept_房屋检测_x_ret,0.0
concept_房屋检测_pct,0.0
concept_房屋检测,0.0
concept_户外露营_x_ret,0.0
concept_户外露营_pct,0.0
concept_户外露营,0.0
concept_成渝特区_x_ret,0.0
concept_成渝特区_pct,0.0
concept_成渝特区,0.0
concept_快递概念_pct,0.0
concept_影视概念,0.0
concept_快递概念,0.0
concept_快手概念_x_ret,0.0
concept_快手概念_pct,0.0
concept_快手概念,0.0
concept_微盘股_x_ret,0.0
concept_微盘股_pct,0.0
concept_微盘股,0.0
concept_影视概念_x_ret,0.0
concept_影视概念_pct,0.0
concept_工业大麻_x_ret,0.0
concept_工业大麻_pct,0.0
concept_工业大麻,0.0
concept_存储芯片_pct,0.0
concept_富士康_pct,0.0
concept_富士康,0.0
concept_宠物经济_x_ret,0.0
concept_宠物经济_pct,0.0
concept_宠物经济,0.0
concept_宁组合_x_ret,0.0
concept_宁组合_pct,0.0
concept_宁组合,0.0
concept_存储芯片_x_ret,0.0
concept_存储芯片,0.0
concept_富时罗素,0.0
concept_婴童概念_x_ret,0.0
concept_婴童概念_pct,0.0
concept_婴童概念,0.0
concept_娃哈哈概念_x_ret,0.0
concept_娃哈哈概念_pct,0.0
concept_娃哈哈概念,0.0
concept_央视50__x_ret,0.0
concept_央视50__pct,0.0
concept_央视50_,0.0
concept_富士康_x_ret,0.0
concept_富时罗素_pct,0.0
concept_工业互联_x_ret,0.0
concept_小金属概念_pct,0.0
concept_工业互联_pct,0.0
concept_工业互联,0.0
concept_屏下摄像_x_ret,0.0
concept_屏下摄像_pct,0.0
concept_屏下摄像,0.0
concept_尾气治理_x_ret,0.0
concept_尾气治理_pct,0.0
concept_尾气治理,0.0
concept_小金属概念_x_ret,0.0
concept_小金属概念,0.0
concept_富时罗素_x_ret,0.0
concept_小红书概念_x_ret,0.0
concept_小红书概念_pct,0.0
concept_小红书概念,0.0
concept_小米汽车_x_ret,0.0
concept_小米汽车_pct,0.0
concept_小米汽车,0.0
concept_小米概念_x_ret,0.0
concept_小米概念_pct,0.0
concept_小米概念,0.0
concept_托育服务,0.0
concept_托育服务_x_ret,0.0
concept_昨日触板_x_ret,0.0
concept_抖音小店,0.0
concept_无人机_pct,0.0
concept_无人机,0.0
concept_旅游概念_x_ret,0.0
concept_旅游概念_pct,0.0
concept_旅游概念,0.0
concept_新零售_x_ret,0.0
concept_新零售_pct,0.0
concept_新能源车_x_ret,0.0
concept_新能源车_pct,0.0
concept_新能源车,0.0
concept_新能源_x_ret,0.0
concept_新能源_pct,0.0
concept_新能源,0.0
concept_新材料_x_ret,0.0
concept_新材料_pct,0.0
concept_新材料,0.0
concept_新型工业化_x_ret,0.0
concept_新型工业化_pct,0.0
concept_新型工业化,0.0
concept_新型城镇化_x_ret,0.0
concept_新型城镇化_pct,0.0
concept_无人机_x_ret,0.0
concept_无人驾驶,0.0
concept_无人驾驶_pct,0.0
concept_星闪概念_pct,0.0
concept_昨日触板_pct,0.0
concept_昨日触板,0.0
concept_昨日涨停_含一字_x_ret,0.0
concept_昨日涨停_含一字_pct,0.0
concept_昨日涨停_含一字,0.0
concept_昨日涨停_x_ret,0.0
concept_昨日涨停_pct,0.0
concept_猪肉概念_pct,0.0
concept_星闪概念_x_ret,0.0
concept_星闪概念,0.0
concept_无人驾驶_x_ret,0.0
concept_时空大数据_x_ret,0.0
concept_时空大数据_pct,0.0
concept_时空大数据,0.0
concept_无线耳机_x_ret,0.0
concept_无线耳机_pct,0.0
concept_无线耳机,0.0
concept_无线充电_x_ret,0.0
concept_无线充电_pct,0.0
concept_无线充电,0.0
concept_新型城镇化,0.0
concept_数据要素_x_ret,0.0
concept_数据要素_pct,0.0
concept_抽水蓄能_x_ret,0.0
concept_数字哨兵_x_ret,0.0
concept_数字哨兵_pct,0.0
concept_数字哨兵,0.0
concept_换电概念_x_ret,0.0
concept_换电概念_pct,0.0
concept_换电概念,0.0
concept_拼多多概念_x_ret,0.0
concept_拼多多概念_pct,0.0
concept_拼多多概念,0.0
concept_抽水蓄能_pct,0.0
concept_数字孪生_pct,0.0
concept_抽水蓄能,0.0
concept_抗菌面料_x_ret,0.0
concept_抗菌面料_pct,0.0
concept_抗菌面料,0.0
