feature,importance
涨跌额,17502099.386240482
振幅,4199357.377457619
concept_次新股,2449098.2667446136
成交额,1486529.3678056002
最低价,1471174.1880764961
开盘价,1103012.5951161385
流通市值,993536.9441976547
industry_燃气_pct,917268.5269012451
收盘价,689211.899887085
成交量,686893.1872718334
concept_注册制次新股,614312.9189033508
concept_天然气_pct,434825.4990005493
最高价,433361.80853033066
industry_电源设备_pct,399299.33863830566
换手率,353020.88152229786
industry_采掘行业_pct,254070.37229537964
industry_包装材料_pct,171225.81994628906
concept_汽车一体化压铸_pct,159125.099609375
concept_油气设服_pct,149372.0
concept_沪股通_pct,140713.565158844
concept_小红书概念_pct,113088.0
industry_计算机设备_pct,112875.515209198
industry_专业服务_pct,93001.45273637772
concept_创业板综_x_ret,87791.7967453003
concept_创业板综,86592.46113014221
concept_网络安全_pct,62879.8984375
concept_供销社概念_pct,62287.0
concept_碳基材料_pct,56370.06350326538
industry_农牧饲渔_pct,49843.343338012695
industry_纺织服装_pct,49578.32800292969
concept_发电机概念_pct,44468.72301483154
concept_转债标的_pct,44015.03126621246
concept_单抗概念_pct,43587.804401397705
industry_石油行业_pct,34978.878967285156
concept_半导体概念_x_ret,26334.608520507812
concept_机构重仓_pct,24834.82222366333
concept_可燃冰_pct,23025.166442871094
concept_复合集流体_pct,22264.462936401367
concept_煤化工_pct,21729.67041015625
concept_深股通_pct,20037.16979598999
concept_页岩气_pct,16098.626466751099
concept_工程机械概念_pct,15784.85009765625
concept_GDR_pct,15644.683395385742
concept_病毒防治_pct,15168.099609375
industry_家电行业_pct,14594.87094116211
concept_贬值受益_x_ret,14422.861846923828
concept_海工装备_pct,14031.227890014648
industry_电网设备,13989.666133403778
industry_专用设备_pct,13783.34125328064
industry_保险_pct,12816.628067016602
concept_可控核聚变_pct,12743.62849521637
industry_煤炭行业_pct,12727.482357025146
concept_啤酒概念_pct,12653.7998046875
concept_气溶胶检测_pct,12371.948295593262
concept_融资融券_pct,11437.734352111816
concept_新材料_pct,11306.405994415283
concept_富时罗素_pct,10837.113137245178
concept_电商概念_pct,10727.0
industry_物流行业_pct,10254.623203277588
industry_电子元件_x_ret,10220.710654258728
concept_噪声防治_pct,10170.72021484375
concept_AI眼镜_pct,9853.72998046875
concept_贬值受益_pct,9792.883529663086
concept_超级真菌_pct,9699.891794204712
concept_钠离子电池_pct,9534.8203125
industry_旅游酒店_pct,9121.678802490234
concept_股权激励_pct,8925.929042816162
concept_社保重仓_pct,8733.342163085938
