股票代码,名称,上市日期,上市状态,终止/暂停上市日期
sz002060,广东建工,2006-08-10,正常交易,
sz002061,浙江交科,2006-08-16,正常交易,
sz002062,宏润建设,2006-08-16,正常交易,
sz002063,远光软件,2006-08-23,正常交易,
sz002064,华峰化学,2006-08-23,正常交易,
sz002065,东华软件,2006-08-23,正常交易,
sz002066,瑞泰科技,2006-08-23,正常交易,
sz002067,景兴纸业,2006-09-15,正常交易,
sz002068,黑猫股份,2006-09-15,正常交易,
sz002069,獐子岛,2006-09-28,正常交易,
sz002072,凯瑞德,2006-10-18,正常交易,
sz002073,软控股份,2006-10-18,正常交易,
sz002074,国轩高科,2006-10-18,正常交易,
sz002075,沙钢股份,2006-10-25,正常交易,
sz002076,*ST星光,2006-10-25,正常交易,
sz002077,大港股份,2006-11-16,正常交易,
sz002078,太阳纸业,2006-11-16,正常交易,
sz002079,苏州固锝,2006-11-16,正常交易,
sz002080,中材科技,2006-11-20,正常交易,
sz002081,金 螳 螂,2006-11-20,正常交易,
sz002082,万邦德,2006-11-20,正常交易,
sz002083,孚日股份,2006-11-24,正常交易,
sz002084,海鸥住工,2006-11-24,正常交易,
sz002085,万丰奥威,2006-11-28,正常交易,
sz002086,东方海洋,2006-11-28,正常交易,
sz002088,鲁阳节能,2006-11-30,正常交易,
sz002090,金智科技,2006-12-08,正常交易,
sz002091,江苏国泰,2006-12-08,正常交易,
sz002092,中泰化学,2006-12-08,正常交易,
sz002093,国脉科技,2006-12-15,正常交易,
sz002094,青岛金王,2006-12-15,正常交易,
sz002095,生 意 宝,2006-12-15,正常交易,
sz002096,易普力,2006-12-22,正常交易,
sz002097,山河智能,2006-12-22,正常交易,
sz002098,浔兴股份,2006-12-22,正常交易,
sz002099,海翔药业,2006-12-26,正常交易,
sz002100,天康生物,2006-12-26,正常交易,
sz002101,广东鸿图,2006-12-29,正常交易,
sz002102,能特科技,2006-12-29,正常交易,
sz002103,广博股份,2007-01-10,正常交易,
sz002104,恒宝股份,2007-01-10,正常交易,
sz002105,信隆健康,2007-01-12,正常交易,
sz002106,莱宝高科,2007-01-12,正常交易,
sz002107,沃华医药,2007-01-24,正常交易,
sz002108,沧州明珠,2007-01-24,正常交易,
sz002109,兴化股份,2007-01-26,正常交易,
sz002110,三钢闽光,2007-01-26,正常交易,
sz002111,威海广泰,2007-01-26,正常交易,
sz002112,三变科技,2007-02-08,正常交易,
sz002114,罗平锌电,2007-02-15,正常交易,
sz002115,三维通信,2007-02-15,正常交易,
sz002116,中国海诚,2007-02-15,正常交易,
sz002117,东港股份,2007-03-02,正常交易,
sz002119,康强电子,2007-03-02,正常交易,
sz002120,韵达股份,2007-03-06,正常交易,
sz002121,科陆电子,2007-03-06,正常交易,
sz002122,汇洲智能,2007-03-28,正常交易,
sz002123,梦网科技,2007-03-28,正常交易,
sz002124,天邦食品,2007-04-03,正常交易,
sz002125,湘潭电化,2007-04-03,正常交易,
sz002126,银轮股份,2007-04-18,正常交易,
sz002127,南极电商,2007-04-18,正常交易,
sz002128,电投能源,2007-04-18,正常交易,
sz002129,TCL中环,2007-04-20,正常交易,
sz002130,沃尔核材,2007-04-20,正常交易,
sz002131,利欧股份,2007-04-27,正常交易,
sz002132,恒星科技,2007-04-27,正常交易,
sz002133,广宇集团,2007-04-27,正常交易,
sz002134,天津普林,2007-05-16,正常交易,
sz002135,东南网架,2007-05-30,正常交易,
sz002136,安 纳 达,2007-05-30,正常交易,
sz002137,实益达,2007-06-13,正常交易,
sz002138,顺络电子,2007-06-13,正常交易,
sz002139,拓邦股份,2007-06-29,正常交易,
sz002140,东华科技,2007-07-12,正常交易,
sz002141,贤丰控股,2007-07-20,正常交易,
sz002142,宁波银行,2007-07-19,正常交易,
sz002144,宏达高科,2007-08-03,正常交易,
sz002145,中核钛白,2007-08-03,正常交易,
sz002146,荣盛发展,2007-08-08,正常交易,
sz002148,北纬科技,2007-08-10,正常交易,
sz002149,西部材料,2007-08-10,正常交易,
sz002150,通润装备,2007-08-10,正常交易,
sz002151,北斗星通,2007-08-13,正常交易,
sz002152,广电运通,2007-08-13,正常交易,
sz002153,石基信息,2007-08-13,正常交易,
sz002154,报 喜 鸟,2007-08-16,正常交易,
sz002155,湖南黄金,2007-08-16,正常交易,
sz002156,通富微电,2007-08-16,正常交易,
sz002157,正邦科技,2007-08-17,正常交易,
sz002158,汉钟精机,2007-08-17,正常交易,
sz002159,三特索道,2007-08-17,正常交易,
sz002160,常铝股份,2007-08-21,正常交易,
sz002161,远 望 谷,2007-08-21,正常交易,
sz002162,悦心健康,2007-08-23,正常交易,
sz002163,海南发展,2007-08-23,正常交易,
sz002164,宁波东力,2007-08-23,正常交易,
sz002165,红 宝 丽,2007-09-13,正常交易,
sz002166,莱茵生物,2007-09-13,正常交易,
sz002167,东方锆业,2007-09-13,正常交易,
sz002168,*ST惠程,2007-09-19,正常交易,
sz002169,智光电气,2007-09-19,正常交易,
sz002170,芭田股份,2007-09-19,正常交易,
sz002171,楚江新材,2007-09-21,正常交易,
sz002172,澳洋健康,2007-09-21,正常交易,
sz002173,创新医疗,2007-09-25,正常交易,
sz002174,游族网络,2007-09-25,正常交易,
sz002175,东方智造,2007-10-12,正常交易,
sz002176,江特电机,2007-10-12,正常交易,
sz002177,御银股份,2007-11-01,正常交易,
sz002178,延华智能,2007-11-01,正常交易,
sz002179,中航光电,2007-11-01,正常交易,
sz002180,纳思达,2007-11-13,正常交易,
sz002181,粤 传 媒,2007-11-16,正常交易,
sz002182,宝武镁业,2007-11-13,正常交易,
sz002183,怡 亚 通,2007-11-13,正常交易,
sz002184,海得控制,2007-11-16,正常交易,
sz002185,华天科技,2007-11-20,正常交易,
sz002186,全 聚 德,2007-11-20,正常交易,
sz002187,广百股份,2007-11-22,正常交易,
sz002188,中天服务,2007-11-22,正常交易,
sz002189,中光学,2007-12-03,正常交易,
sz002190,成飞集成,2007-12-03,正常交易,
sz002191,劲嘉股份,2007-12-05,正常交易,
sz002192,融捷股份,2007-12-05,正常交易,
sz002193,如意集团,2007-12-07,正常交易,
sz002194,武汉凡谷,2007-12-07,正常交易,
sz002195,岩山科技,2007-12-12,正常交易,
sz002196,方正电机,2007-12-12,正常交易,
sz002197,ST证通,2007-12-18,正常交易,
sz002198,嘉应制药,2007-12-18,正常交易,
sz002199,*ST东晶,2007-12-21,正常交易,
sz002200,*ST交投,2007-12-21,正常交易,
sz002201,九鼎新材,2007-12-26,正常交易,
sz002202,金风科技,2007-12-26,正常交易,
sz002203,海亮股份,2008-01-16,正常交易,
sz002204,大连重工,2008-01-16,正常交易,
sz002205,国统股份,2008-01-23,正常交易,
sz002206,海 利 得,2008-01-23,正常交易,
sz002207,准油股份,2008-01-28,正常交易,
sz002208,合肥城建,2008-01-28,正常交易,
sz002209,达 意 隆,2008-01-30,正常交易,
sz002210,飞马国际,2008-01-30,正常交易,
sz002211,ST宏达,2008-02-01,正常交易,
sz002212,天融信,2008-02-01,正常交易,
sz002213,大为股份,2008-02-01,正常交易,
sz002214,*ST大立,2008-02-18,正常交易,
sz002215,诺 普 信,2008-02-18,正常交易,
sz002216,三全食品,2008-02-20,正常交易,
sz002217,合力泰,2008-02-20,正常交易,
sz002218,拓日新能,2008-02-28,正常交易,
sz002219,新里程,2008-03-06,正常交易,
sz002221,东华能源,2008-03-06,正常交易,
sz002222,福晶科技,2008-03-19,正常交易,
sz002223,鱼跃医疗,2008-04-18,正常交易,
sz002224,三 力 士,2008-04-25,正常交易,
sz002225,濮耐股份,2008-04-25,正常交易,
sz002226,江南化工,2008-05-06,正常交易,
sz002227,奥 特 迅,2008-05-06,正常交易,
sz002228,合兴包装,2008-05-08,正常交易,
sz002229,鸿博股份,2008-05-08,正常交易,
sz002230,科大讯飞,2008-05-12,正常交易,
sz002231,*ST奥维,2008-05-12,正常交易,
sz002232,启明信息,2008-05-09,正常交易,
sz002233,塔牌集团,2008-05-16,正常交易,
sz002234,民和股份,2008-05-16,正常交易,
sz002235,安妮股份,2008-05-16,正常交易,
sz002236,大华股份,2008-05-20,正常交易,
sz002237,恒邦股份,2008-05-20,正常交易,
sz002238,天威视讯,2008-05-26,正常交易,
sz002239,奥特佳,2008-05-22,正常交易,
sz002240,盛新锂能,2008-05-23,正常交易,
sz002241,歌尔股份,2008-05-22,正常交易,
sz002242,九阳股份,2008-05-28,正常交易,
sz002243,力合科创,2008-05-28,正常交易,
sz002244,滨江集团,2008-05-29,正常交易,
sz002245,蔚蓝锂芯,2008-06-05,正常交易,
sz002246,北化股份,2008-06-05,正常交易,
sz002247,聚力文化,2008-06-12,正常交易,
sz002248,华东数控,2008-06-12,正常交易,
sz002249,大洋电机,2008-06-19,正常交易,
sz002250,联化科技,2008-06-19,正常交易,
sz002251,步步高,2008-06-19,正常交易,
sz002252,上海莱士,2008-06-23,正常交易,
sz002253,*ST智胜,2008-06-23,正常交易,
sz002254,泰和新材,2008-06-25,正常交易,
sz002255,海陆重工,2008-06-25,正常交易,
sz002256,兆新股份,2008-06-25,正常交易,
sz002258,利尔化学,2008-07-08,正常交易,
sz002259,升达林业,2008-07-16,正常交易,
sz002261,拓维信息,2008-07-23,正常交易,
sz002262,恩华药业,2008-07-23,正常交易,
sz002263,大东南,2008-07-28,正常交易,
sz002264,新 华 都,2008-07-31,正常交易,
sz002265,建设工业,2008-08-06,正常交易,
sz002266,浙富控股,2008-08-06,正常交易,
sz002267,陕天然气,2008-08-13,正常交易,
sz002268,电科网安,2008-08-11,正常交易,
sz002269,美邦服饰,2008-08-28,正常交易,
sz002270,华明装备,2008-09-05,正常交易,
sz002271,东方雨虹,2008-09-10,正常交易,
sz002272,川润股份,2008-09-19,正常交易,
sz002273,水晶光电,2008-09-19,正常交易,
sz002274,华昌化工,2008-09-25,正常交易,
sz002275,桂林三金,2009-07-10,正常交易,
sz002276,万马股份,2009-07-10,正常交易,
sz002277,友阿股份,2009-07-17,正常交易,
sz002278,神开股份,2009-08-11,正常交易,
sz002279,久其软件,2009-08-11,正常交易,
sz002281,光迅科技,2009-08-21,正常交易,
sz002282,博深股份,2009-08-21,正常交易,
sz002283,天润工业,2009-08-21,正常交易,
sz002284,亚太股份,2009-08-28,正常交易,
sz002285,世联行,2009-08-28,正常交易,
sz002286,保龄宝,2009-08-28,正常交易,
sz002287,奇正藏药,2009-08-28,正常交易,
sz002289,*ST宇顺,2009-09-03,正常交易,
sz002290,禾盛新材,2009-09-03,正常交易,
sz002291,遥望科技,2009-09-03,正常交易,
sz002292,奥飞娱乐,2009-09-10,正常交易,
sz002293,罗莱生活,2009-09-10,正常交易,
sz002294,信立泰,2009-09-10,正常交易,
sz002295,精艺股份,2009-09-29,正常交易,
sz002296,辉煌科技,2009-09-29,正常交易,
sz002297,博云新材,2009-09-29,正常交易,
sz002298,中电鑫龙,2009-09-29,正常交易,
sz002299,圣农发展,2009-10-21,正常交易,
sz002300,太阳电缆,2009-10-21,正常交易,
sz002301,齐心集团,2009-10-21,正常交易,
sz002302,西部建设,2009-11-03,正常交易,
sz002303,美盈森,2009-11-03,正常交易,
sz002304,洋河股份,2009-11-06,正常交易,
sz002305,*ST南置,2009-11-06,正常交易,
sz002306,*ST云网,2009-11-11,正常交易,
sz002307,北新路桥,2009-11-11,正常交易,
sz002309,中利集团,2009-11-27,正常交易,
sz002310,东方园林,2009-11-27,正常交易,
sz002311,海大集团,2009-11-27,正常交易,
sz002312,川发龙蟒,2009-12-03,正常交易,
sz002313,日海智能,2009-12-03,正常交易,
sz002314,南山控股,2009-12-03,正常交易,
sz002315,焦点科技,2009-12-09,正常交易,
sz002316,ST亚联,2009-12-09,正常交易,
sz002317,众生药业,2009-12-11,正常交易,
sz002318,久立特材,2009-12-11,正常交易,
sz002319,乐通股份,2009-12-11,正常交易,
sz002320,海峡股份,2009-12-16,正常交易,
sz002321,华英农业,2009-12-16,正常交易,
sz002322,理工能科,2009-12-18,正常交易,
sz002323,雅博股份,2009-12-18,正常交易,
sz002324,普利特,2009-12-18,正常交易,
sz002326,永太科技,2009-12-22,正常交易,
sz002327,富安娜,2009-12-30,正常交易,
sz002328,新朋股份,2009-12-30,正常交易,
sz002329,皇氏集团,2010-01-06,正常交易,
sz002330,得利斯,2010-01-06,正常交易,
sz002331,皖通科技,2010-01-06,正常交易,
sz002332,仙琚制药,2010-01-12,正常交易,
sz002333,罗普斯金,2010-01-12,正常交易,
sz002334,英威腾,2010-01-13,正常交易,
sz002335,科华数据,2010-01-13,正常交易,
sz002337,赛象科技,2010-01-15,正常交易,
sz002338,奥普光电,2010-01-15,正常交易,
sz002339,积成电子,2010-01-22,正常交易,
sz002340,格林美,2010-01-22,正常交易,
sz002342,巨力索具,2010-01-26,正常交易,
sz002343,慈文传媒,2010-01-26,正常交易,
sz002344,海宁皮城,2010-01-26,正常交易,
sz002345,潮宏基,2010-01-28,正常交易,
sz002346,柘中股份,2010-01-28,正常交易,
sz002347,泰尔股份,2010-01-28,正常交易,
sz002348,高乐股份,2010-02-03,正常交易,
sz002349,精华制药,2010-02-03,正常交易,
sz002350,北京科锐,2010-02-03,正常交易,
sz002351,漫步者,2010-02-05,正常交易,
sz002352,顺丰控股,2010-02-05,正常交易,
sz002353,杰瑞股份,2010-02-05,正常交易,
sz002354,天娱数科,2010-02-09,正常交易,
sz002355,兴民智通,2010-02-09,正常交易,
sz002356,赫美集团,2010-02-09,正常交易,
sz002357,富临运业,2010-02-10,正常交易,
sz002358,森源电气,2010-02-10,正常交易,
sz002360,同德化工,2010-03-03,正常交易,
sz002361,神剑股份,2010-03-03,正常交易,
sz002362,汉王科技,2010-03-03,正常交易,
sz002363,隆基机械,2010-03-05,正常交易,
sz002364,中恒电气,2010-03-05,正常交易,
sz002365,永安药业,2010-03-05,正常交易,
sz002366,融发核电,2010-03-12,正常交易,
sz002367,康力电梯,2010-03-12,正常交易,
sz002368,太极股份,2010-03-12,正常交易,
sz002369,卓翼科技,2010-03-16,正常交易,
sz002370,亚太药业,2010-03-16,正常交易,
sz002371,北方华创,2010-03-16,正常交易,
sz002372,伟星新材,2010-03-18,正常交易,
sz002373,千方科技,2010-03-18,正常交易,
sz002374,中锐股份,2010-03-18,正常交易,
sz002375,亚厦股份,2010-03-23,正常交易,
sz002376,新北洋,2010-03-23,正常交易,
sz002377,国创高新,2010-03-23,正常交易,
sz002378,章源钨业,2010-03-31,正常交易,
sz002379,宏创控股,2010-03-31,正常交易,
sz002380,科远智慧,2010-03-31,正常交易,
sz002381,双箭股份,2010-04-02,正常交易,
sz002382,蓝帆医疗,2010-04-02,正常交易,
sz002383,合众思壮,2010-04-02,正常交易,
sz002384,东山精密,2010-04-09,正常交易,
sz002385,大北农,2010-04-09,正常交易,
sz002386,天原股份,2010-04-09,正常交易,
sz002387,维信诺,2010-04-13,正常交易,
sz002388,ST新亚,2010-04-13,正常交易,
sz002389,航天彩虹,2010-04-13,正常交易,
sz002390,信邦制药,2010-04-16,正常交易,
sz002391,长青股份,2010-04-16,正常交易,
sz002392,北京利尔,2010-04-23,正常交易,
sz002393,力生制药,2010-04-23,正常交易,
sz002394,联发股份,2010-04-23,正常交易,
sz002395,双象股份,2010-04-29,正常交易,
sz002396,星网锐捷,2010-06-23,正常交易,
sz002397,梦洁股份,2010-04-29,正常交易,
sz002398,垒知集团,2010-05-06,正常交易,
sz002399,海普瑞,2010-05-06,正常交易,
sz002400,省广集团,2010-05-06,正常交易,
sz002401,中远海科,2010-05-06,正常交易,
sz002402,和而泰,2010-05-11,正常交易,
sz002403,爱仕达,2010-05-11,正常交易,
sz002404,嘉欣丝绸,2010-05-11,正常交易,
sz002405,四维图新,2010-05-18,正常交易,
sz002406,远东传动,2010-05-18,正常交易,
sz002407,多氟多,2010-05-18,正常交易,
sz002408,齐翔腾达,2010-05-18,正常交易,
sz002409,雅克科技,2010-05-25,正常交易,
sz002410,广联达,2010-05-25,正常交易,
sz002412,汉森制药,2010-05-25,正常交易,
sz002413,雷科防务,2010-05-28,正常交易,
sz002414,高德红外,2010-07-16,正常交易,
sz002415,海康威视,2010-05-28,正常交易,
sz002416,爱施德,2010-05-28,正常交易,
sz002418,康盛股份,2010-06-01,正常交易,
sz002419,天虹股份,2010-06-01,正常交易,
sz002420,毅昌科技,2010-06-01,正常交易,
sz002421,达实智能,2010-06-03,正常交易,
sz002422,科伦药业,2010-06-03,正常交易,
sz002423,中粮资本,2010-06-03,正常交易,
sz002424,贵州百灵,2010-06-03,正常交易,
sz002425,ST凯文,2010-06-08,正常交易,
sz002426,胜利精密,2010-06-08,正常交易,
sz002427,尤夫股份,2010-06-08,正常交易,
sz002428,云南锗业,2010-06-08,正常交易,
sz002429,兆驰股份,2010-06-10,正常交易,
sz002430,杭氧股份,2010-06-10,正常交易,
sz002431,棕榈股份,2010-06-10,正常交易,
sz002432,九安医疗,2010-06-10,正常交易,
sz002434,万里扬,2010-06-18,正常交易,
sz002436,兴森科技,2010-06-18,正常交易,
sz002437,誉衡药业,2010-06-23,正常交易,
sz002438,江苏神通,2010-06-23,正常交易,
sz002439,启明星辰,2010-06-23,正常交易,
sz002440,闰土股份,2010-07-06,正常交易,
sz002441,众业达,2010-07-06,正常交易,
sz002442,龙星科技,2010-07-06,正常交易,
sz002443,金洲管道,2010-07-06,正常交易,
sz002444,巨星科技,2010-07-13,正常交易,
sz002445,中南文化,2010-07-13,正常交易,
sz002446,盛路通信,2010-07-13,正常交易,
sz002448,中原内配,2010-07-16,正常交易,
sz002449,国星光电,2010-07-16,正常交易,
sz002451,摩恩电气,2010-07-20,正常交易,
sz002452,长高电新,2010-07-20,正常交易,
sz002453,华软科技,2010-07-20,正常交易,
sz002454,松芝股份,2010-07-20,正常交易,
sz002455,百川股份,2010-08-03,正常交易,
sz002456,欧菲光,2010-08-03,正常交易,
sz002457,青龙管业,2010-08-03,正常交易,
sz002458,益生股份,2010-08-10,正常交易,
sz002459,晶澳科技,2010-08-10,正常交易,
sz002460,赣锋锂业,2010-08-10,正常交易,
sz002461,珠江啤酒,2010-08-18,正常交易,
sz002462,嘉事堂,2010-08-18,正常交易,
sz002463,沪电股份,2010-08-18,正常交易,
sz002465,海格通信,2010-08-31,正常交易,
sz002466,天齐锂业,2010-08-31,正常交易,
sz002467,二六三,2010-09-08,正常交易,
sz002468,申通快递,2010-09-08,正常交易,
sz002469,三维化学,2010-09-08,正常交易,
sz002470,金正大,2010-09-08,正常交易,
sz002471,中超控股,2010-09-10,正常交易,
sz002472,双环传动,2010-09-10,正常交易,
sz002474,榕基软件,2010-09-15,正常交易,
sz002475,立讯精密,2010-09-15,正常交易,
sz002476,宝莫股份,2010-09-15,正常交易,
sz002478,常宝股份,2010-09-21,正常交易,
sz002479,富春环保,2010-09-21,正常交易,
sz002480,新筑股份,2010-09-21,正常交易,
sz002481,双塔食品,2010-09-21,正常交易,
sz002482,广田集团,2010-09-29,正常交易,
sz002483,润邦股份,2010-09-29,正常交易,
sz002484,江海股份,2010-09-29,正常交易,
sz002485,ST雪发,2010-10-15,正常交易,
sz002486,嘉麟杰,2010-10-15,正常交易,
sz002487,大金重工,2010-10-15,正常交易,
sz002488,金固股份,2010-10-21,正常交易,
sz002489,浙江永强,2010-10-21,正常交易,
sz002490,山东墨龙,2010-10-21,正常交易,
sz002491,通鼎互联,2010-10-21,正常交易,
sz002492,恒基达鑫,2010-11-02,正常交易,
sz002493,荣盛石化,2010-11-02,正常交易,
sz002494,华斯股份,2010-11-02,正常交易,
sz002495,佳隆股份,2010-11-02,正常交易,
sz002496,*ST辉丰,2010-11-09,正常交易,
sz002497,雅化集团,2010-11-09,正常交易,
sz002498,汉缆股份,2010-11-09,正常交易,
sz002500,山西证券,2010-11-15,正常交易,
sz002501,利源股份,2010-11-17,正常交易,
sz002506,协鑫集成,2010-11-18,正常交易,
sz002507,涪陵榨菜,2010-11-23,正常交易,
sz002508,老板电器,2010-11-23,正常交易,
sz002510,天汽模,2010-11-25,正常交易,
sz002511,中顺洁柔,2010-11-25,正常交易,
sz002512,达华智能,2010-12-03,正常交易,
sz002513,蓝丰生化,2010-12-03,正常交易,
sz002514,宝馨科技,2010-12-03,正常交易,
sz002515,金字火腿,2010-12-03,正常交易,
sz002516,旷达科技,2010-12-07,正常交易,
sz002517,恺英网络,2010-12-07,正常交易,
sz002518,科士达,2010-12-07,正常交易,
sz002519,银河电子,2010-12-07,正常交易,
sz002520,日发精机,2010-12-10,正常交易,
sz002521,齐峰新材,2010-12-10,正常交易,
sz002522,浙江众成,2010-12-10,正常交易,
sz002523,天桥起重,2010-12-10,正常交易,
sz002524,光正眼科,2010-12-17,正常交易,
sz002526,山东矿机,2010-12-17,正常交易,
sz002527,新时达,2010-12-24,正常交易,
sz002528,ST英飞拓,2010-12-24,正常交易,
sz002529,*ST海源,2010-12-24,正常交易,
sz002530,金财互联,2010-12-31,正常交易,
sz002531,天顺风能,2010-12-31,正常交易,
sz002532,天山铝业,2010-12-31,正常交易,
sz002533,金杯电工,2010-12-31,正常交易,
sz002534,西子洁能,2011-01-10,正常交易,
sz002535,林州重机,2011-01-11,正常交易,
sz002536,飞龙股份,2011-01-11,正常交易,
sz002537,海联金汇,2011-01-10,正常交易,
sz002538,司尔特,2011-01-18,正常交易,
sz002539,云图控股,2011-01-18,正常交易,
sz002540,亚太科技,2011-01-18,正常交易,
sz002541,鸿路钢构,2011-01-18,正常交易,
sz002542,中化岩土,2011-01-28,正常交易,
sz002543,万和电气,2011-01-28,正常交易,
sz002544,普天科技,2011-01-28,正常交易,
sz002545,东方铁塔,2011-02-11,正常交易,
sz002546,新联电子,2011-02-11,正常交易,
sz002547,春兴精工,2011-02-18,正常交易,
sz002548,金新农,2011-02-18,正常交易,
sz002549,凯美特气,2011-02-18,正常交易,
sz002550,千红制药,2011-02-18,正常交易,
sz002551,尚荣医疗,2011-02-25,正常交易,
sz002552,宝鼎科技,2011-02-25,正常交易,
sz002553,南方精工,2011-02-25,正常交易,
sz002554,惠博普,2011-02-25,正常交易,
sz002555,三七互娱,2011-03-02,正常交易,
sz002556,辉隆股份,2011-03-02,正常交易,
sz002557,洽洽食品,2011-03-02,正常交易,
sz002558,巨人网络,2011-03-02,正常交易,
sz002559,亚威股份,2011-03-03,正常交易,
sz002560,通达股份,2011-03-03,正常交易,
sz002561,徐家汇,2011-03-03,正常交易,
sz002562,兄弟科技,2011-03-10,正常交易,
sz002563,森马服饰,2011-03-11,正常交易,
sz002564,天沃科技,2011-03-10,正常交易,
sz002565,顺灏股份,2011-03-18,正常交易,
sz002566,益盛药业,2011-03-18,正常交易,
sz002567,唐人神,2011-03-25,正常交易,
sz002568,百润股份,2011-03-25,正常交易,
sz002569,*ST步森,2011-04-12,正常交易,
sz002570,贝因美,2011-04-12,正常交易,
sz002571,德力股份,2011-04-12,正常交易,
sz002572,索菲亚,2011-04-12,正常交易,
sz002573,清新环境,2011-04-22,正常交易,
sz002574,明牌珠宝,2011-04-22,正常交易,
sz002575,群兴玩具,2011-04-22,正常交易,
sz002576,通达动力,2011-04-28,正常交易,
sz002577,雷柏科技,2011-04-28,正常交易,
sz002578,闽发铝业,2011-04-28,正常交易,
sz002579,中京电子,2011-05-06,正常交易,
sz002580,圣阳股份,2011-05-06,正常交易,
sz002581,ST未名,2011-05-20,正常交易,
sz002582,好想你,2011-05-20,正常交易,
sz002583,海能达,2011-05-27,正常交易,
sz002584,西陇科学,2011-06-02,正常交易,
sz002585,双星新材,2011-06-02,正常交易,
sz002586,*ST围海,2011-06-02,正常交易,
sz002587,奥拓电子,2011-06-10,正常交易,
sz002588,史丹利,2011-06-10,正常交易,
sz002589,瑞康医药,2011-06-10,正常交易,
sz002590,万安科技,2011-06-10,正常交易,
sz002591,恒大高新,2011-06-21,正常交易,
sz002592,ST八菱,2011-11-11,正常交易,
sz002593,日上集团,2011-06-28,正常交易,
sz002594,比亚迪,2011-06-30,正常交易,
sz002595,豪迈科技,2011-06-28,正常交易,
sz002596,海南瑞泽,2011-07-07,正常交易,
sz002597,金禾实业,2011-07-07,正常交易,
sz002598,山东章鼓,2011-07-07,正常交易,
sz002599,盛通股份,2011-07-15,正常交易,
sz002600,领益智造,2011-07-15,正常交易,
sz002601,龙佰集团,2011-07-15,正常交易,
sz002602,ST华通,2011-07-28,正常交易,
sz002603,以岭药业,2011-07-28,正常交易,
sz002605,姚记科技,2011-08-05,正常交易,
sz002606,大连电瓷,2011-08-05,正常交易,
sz002607,中公教育,2011-08-10,正常交易,
sz002608,江苏国信,2011-08-10,正常交易,
sz002609,捷顺科技,2011-08-15,正常交易,
sz002611,东方精工,2011-08-30,正常交易,
sz002612,朗姿股份,2011-08-30,正常交易,
sz002613,北玻股份,2011-08-30,正常交易,
sz002614,奥佳华,2011-09-09,正常交易,
sz002615,哈尔斯,2011-09-09,正常交易,
sz002616,长青集团,2011-09-20,正常交易,
sz002617,露笑科技,2011-09-20,正常交易,
sz002620,ST瑞和,2011-09-29,正常交易,
sz002622,皓宸医疗,2011-10-18,正常交易,
sz002623,亚玛顿,2011-10-13,正常交易,
sz002624,完美世界,2011-10-28,正常交易,
sz002625,光启技术,2011-11-03,正常交易,
sz002626,金达威,2011-10-28,正常交易,
sz002627,三峡旅游,2011-11-03,正常交易,
sz002628,成都路桥,2011-11-03,正常交易,
sz002629,仁智股份,2011-11-03,正常交易,
sz002630,ST华西,2011-11-11,正常交易,
sz002631,德尔未来,2011-11-11,正常交易,
sz002632,道明光学,2011-11-22,正常交易,
sz002633,申科股份,2011-11-22,正常交易,
sz002634,棒杰股份,2011-12-05,正常交易,
sz002635,安洁科技,2011-11-25,正常交易,
sz002636,金安国纪,2011-11-25,正常交易,
sz002637,赞宇科技,2011-11-25,正常交易,
sz002638,勤上股份,2011-11-25,正常交易,
sz002639,雪人集团,2011-12-05,正常交易,
sz002640,跨境通,2011-12-08,正常交易,
sz002641,公元股份,2011-12-08,正常交易,
sz002642,荣联科技,2011-12-20,正常交易,
sz002643,万润股份,2011-12-20,正常交易,
sz002644,佛慈制药,2011-12-22,正常交易,
sz002645,华宏科技,2011-12-20,正常交易,
sz002646,天佑德酒,2011-12-22,正常交易,
sz002647,*ST仁东,2011-12-28,正常交易,
sz002648,卫星化学,2011-12-28,正常交易,
sz002649,博彦科技,2012-01-06,正常交易,
sz002650,ST加加,2012-01-06,正常交易,
sz002651,利君股份,2012-01-06,正常交易,
sz002652,扬子新材,2012-01-19,正常交易,
sz002653,海思科,2012-01-17,正常交易,
sz002654,万润科技,2012-02-17,正常交易,
sz002655,共达电声,2012-02-17,正常交易,
sz002656,*ST摩登,2012-02-28,正常交易,
sz002657,中科金财,2012-02-28,正常交易,
sz002658,雪迪龙,2012-03-09,正常交易,
sz002659,凯文教育,2012-03-09,正常交易,
sz002660,茂硕电源,2012-03-16,正常交易,
sz002661,克明食品,2012-03-16,正常交易,
sz002662,峰璟股份,2012-03-09,正常交易,
sz002663,普邦股份,2012-03-16,正常交易,
sz002664,信质集团,2012-03-16,正常交易,
sz002666,德联集团,2012-03-27,正常交易,
sz002667,威领股份,2012-03-29,正常交易,
sz002668,TCL智家,2012-04-16,正常交易,
sz002669,康达新材,2012-04-16,正常交易,
sz002670,国盛金控,2012-04-16,正常交易,
sz002671,龙泉股份,2012-04-26,正常交易,
sz002672,东江环保,2012-04-26,正常交易,
sz002673,西部证券,2012-05-03,正常交易,
sz002674,兴业科技,2012-05-07,正常交易,
sz002675,东诚药业,2012-05-25,正常交易,
sz002676,顺威股份,2012-05-25,正常交易,
sz002677,浙江美大,2012-05-25,正常交易,
sz002678,珠江钢琴,2012-05-30,正常交易,
sz002679,福建金森,2012-06-05,正常交易,
sz002681,奋达科技,2012-06-05,正常交易,
sz002682,龙洲股份,2012-06-12,正常交易,
sz002683,广东宏大,2012-06-12,正常交易,
