股票代码,名称,上市日期,上市状态,终止/暂停上市日期
sh688162,巨一科技,2021-11-10,正常交易,
sh688163,赛伦生物,2022-03-11,正常交易,
sh688165,埃夫特,2020-07-15,正常交易,
sh688166,博瑞医药,2019-11-08,正常交易,
sh688167,炬光科技,2021-12-24,正常交易,
sh688168,安博通,2019-09-06,正常交易,
sh688169,石头科技,2020-02-21,正常交易,
sh688170,德龙激光,2022-04-29,正常交易,
sh688171,纬德信息,2022-01-27,正常交易,
sh688172,燕东微,2022-12-16,正常交易,
sh688173,希荻微,2022-01-21,正常交易,
sh688175,高凌信息,2022-03-15,正常交易,
sh688176,亚虹医药,2022-01-07,正常交易,
sh688177,百奥泰,2020-02-21,正常交易,
sh688178,万德斯,2020-01-14,正常交易,
sh688179,阿拉丁,2020-10-26,正常交易,
sh688180,君实生物,2020-07-15,正常交易,
sh688181,八亿时空,2020-01-06,正常交易,
sh688182,灿勤科技,2021-11-16,正常交易,
sh688183,生益电子,2021-02-25,正常交易,
sh688184,ST帕瓦,2022-09-19,正常交易,
sh688185,康希诺,2020-08-13,正常交易,
sh688186,广大特材,2020-02-11,正常交易,
sh688187,时代电气,2021-09-07,正常交易,
sh688188,柏楚电子,2019-08-08,正常交易,
sh688189,南新制药,2020-03-26,正常交易,
sh688190,云路股份,2021-11-26,正常交易,
sh688191,智洋创新,2021-04-08,正常交易,
sh688192,迪哲医药,2021-12-10,正常交易,
sh688193,仁度生物,2022-03-30,正常交易,
sh688195,腾景科技,2021-03-26,正常交易,
sh688196,卓越新能,2019-11-21,正常交易,
sh688197,首药控股,2022-03-23,正常交易,
sh688198,佰仁医疗,2019-12-09,正常交易,
sh688199,久日新材,2019-11-05,正常交易,
sh688200,华峰测控,2020-02-18,正常交易,
sh688201,信安世纪,2021-04-21,正常交易,
sh688202,美迪西,2019-11-05,正常交易,
sh688203,海正生材,2022-08-16,正常交易,
sh688205,德科立,2022-08-09,正常交易,
sh688206,概伦电子,2021-12-28,正常交易,
sh688207,格灵深瞳,2022-03-17,正常交易,
sh688208,道通科技,2020-02-13,正常交易,
sh688209,英集芯,2022-04-19,正常交易,
sh688210,统联精密,2021-12-27,正常交易,
sh688211,中科微至,2021-10-26,正常交易,
sh688212,澳华内镜,2021-11-15,正常交易,
sh688213,思特威,2022-05-20,正常交易,
sh688215,瑞晟智能,2020-08-28,正常交易,
sh688216,气派科技,2021-06-23,正常交易,
sh688217,睿昂基因,2021-05-17,正常交易,
sh688218,江苏北人,2019-12-11,正常交易,
sh688219,会通股份,2020-11-18,正常交易,
sh688220,翱捷科技,2022-01-14,正常交易,
sh688221,前沿生物,2020-10-28,正常交易,
sh688222,成都先导,2020-04-16,正常交易,
sh688223,晶科能源,2022-01-26,正常交易,
sh688225,亚信安全,2022-02-09,正常交易,
sh688226,威腾电气,2021-07-07,正常交易,
sh688227,品高股份,2021-12-30,正常交易,
sh688228,开普云,2020-03-27,正常交易,
sh688229,博睿数据,2020-08-17,正常交易,
sh688230,芯导科技,2021-12-01,正常交易,
sh688231,隆达股份,2022-07-22,正常交易,
sh688232,新点软件,2021-11-17,正常交易,
sh688233,神工股份,2020-02-21,正常交易,
sh688234,天岳先进,2022-01-12,正常交易,
sh688235,百济神州,2021-12-15,正常交易,
sh688236,春立医疗,2021-12-30,正常交易,
sh688237,超卓航科,2022-07-01,正常交易,
sh688238,和元生物,2022-03-22,正常交易,
sh688239,航宇科技,2021-07-05,正常交易,
sh688244,永信至诚,2022-10-19,正常交易,
sh688246,嘉和美康,2021-12-14,正常交易,
sh688247,宣泰医药,2022-08-25,正常交易,
sh688248,南网科技,2021-12-22,正常交易,
sh688249,晶合集成,2023-05-05,正常交易,
sh688251,井松智能,2022-06-06,正常交易,
sh688252,天德钰,2022-09-27,正常交易,
sh688253,英诺特,2022-07-28,正常交易,
sh688255,凯尔达,2021-10-25,正常交易,
sh688256,寒武纪,2020-07-20,正常交易,
sh688257,新锐股份,2021-10-27,正常交易,
sh688258,卓易信息,2019-12-09,正常交易,
sh688259,创耀科技,2022-01-12,正常交易,
sh688260,昀冢科技,2021-04-06,正常交易,
sh688261,东微半导,2022-02-10,正常交易,
sh688262,国芯科技,2022-01-06,正常交易,
sh688265,南模生物,2021-12-28,正常交易,
sh688266,泽璟制药,2020-01-23,正常交易,
sh688267,中触媒,2022-02-16,正常交易,
sh688268,华特气体,2019-12-26,正常交易,
sh688269,凯立新材,2021-06-09,正常交易,
sh688270,臻镭科技,2022-01-27,正常交易,
sh688271,联影医疗,2022-08-22,正常交易,
sh688272,富吉瑞,2021-10-18,正常交易,
sh688273,麦澜德,2022-08-11,正常交易,
sh688275,万润新能,2022-09-29,正常交易,
sh688276,百克生物,2021-06-25,正常交易,
sh688277,天智航,2020-07-07,正常交易,
sh688278,特宝生物,2020-01-17,正常交易,
sh688279,峰岹科技,2022-04-20,正常交易,
sh688280,精进电动,2021-10-27,正常交易,
sh688281,华秦科技,2022-03-07,正常交易,
sh688282,理工导航,2022-03-18,正常交易,
sh688283,坤恒顺维,2022-02-15,正常交易,
sh688285,高铁电气,2021-10-20,正常交易,
sh688286,敏芯股份,2020-08-10,正常交易,
sh688287,*ST观典,2022-05-25,正常交易,
sh688288,鸿泉物联,2019-11-06,正常交易,
sh688289,圣湘生物,2020-08-28,正常交易,
sh688290,景业智能,2022-04-29,正常交易,
sh688291,金橙子,2022-10-26,正常交易,
sh688292,浩瀚深度,2022-08-18,正常交易,
sh688293,奥浦迈,2022-09-02,正常交易,
sh688295,中复神鹰,2022-04-06,正常交易,
sh688296,和达科技,2021-07-27,正常交易,
sh688297,中无人机,2022-06-29,正常交易,
sh688298,东方生物,2020-02-05,正常交易,
sh688299,长阳科技,2019-11-06,正常交易,
sh688300,联瑞新材,2019-11-15,正常交易,
sh688301,奕瑞科技,2020-09-18,正常交易,
sh688302,海创药业,2022-04-12,正常交易,
sh688303,大全能源,2021-07-22,正常交易,
sh688305,科德数控,2021-07-09,正常交易,
sh688306,均普智能,2022-03-22,正常交易,
sh688307,中润光学,2023-02-16,正常交易,
sh688308,欧科亿,2020-12-10,正常交易,
sh688309,恒誉环保,2020-07-14,正常交易,
sh688310,迈得医疗,2019-12-03,正常交易,
sh688311,盟升电子,2020-07-31,正常交易,
sh688312,燕麦科技,2020-06-08,正常交易,
sh688313,仕佳光子,2020-08-12,正常交易,
sh688314,康拓医疗,2021-05-18,正常交易,
sh688315,诺禾致源,2021-04-13,正常交易,
sh688316,青云科技,2021-03-16,正常交易,
sh688317,之江生物,2021-01-18,正常交易,
sh688318,财富趋势,2020-04-27,正常交易,
sh688319,欧林生物,2021-06-08,正常交易,
sh688320,禾川科技,2022-04-28,正常交易,
sh688321,微芯生物,2019-08-12,正常交易,
sh688322,奥比中光,2022-07-07,正常交易,
sh688323,瑞华泰,2021-04-28,正常交易,
sh688325,赛微微电,2022-04-22,正常交易,
sh688326,经纬恒润,2022-04-19,正常交易,
sh688327,云从科技,2022-05-27,正常交易,
sh688328,深科达,2021-03-09,正常交易,
sh688329,艾隆科技,2021-03-29,正常交易,
sh688330,XD宏力达,2020-10-15,正常交易,
sh688331,荣昌生物,2022-03-31,正常交易,
sh688332,中科蓝讯,2022-07-15,正常交易,
sh688333,铂力特,2019-07-22,正常交易,
sh688334,西高院,2023-06-19,正常交易,
sh688335,复洁环保,2020-08-17,正常交易,
sh688336,三生国健,2020-07-22,正常交易,
sh688337,普源精电,2022-04-08,正常交易,
sh688338,赛科希德,2020-08-06,正常交易,
sh688339,亿华通,2020-08-10,正常交易,
sh688343,云天励飞,2023-04-04,正常交易,
sh688345,博力威,2021-06-11,正常交易,
sh688347,华虹公司,2023-08-07,正常交易,
sh688348,昱能科技,2022-06-08,正常交易,
sh688349,三一重能,2022-06-22,正常交易,
sh688350,富淼科技,2021-01-28,正常交易,
sh688351,微电生理,2022-08-31,正常交易,
sh688352,颀中科技,2023-04-20,正常交易,
sh688353,华盛锂电,2022-07-13,正常交易,
sh688355,明志科技,2021-05-12,正常交易,
sh688356,键凯科技,2020-08-26,正常交易,
sh688357,建龙微纳,2019-12-04,正常交易,
sh688358,祥生医疗,2019-12-03,正常交易,
sh688359,三孚新科,2021-05-21,正常交易,
sh688360,德马科技,2020-06-02,正常交易,
sh688361,中科飞测,2023-05-19,正常交易,
sh688362,甬矽电子,2022-11-16,正常交易,
sh688363,华熙生物,2019-11-06,正常交易,
sh688365,光云科技,2020-04-29,正常交易,
sh688366,昊海生科,2019-10-30,正常交易,
sh688367,工大高科,2021-06-28,正常交易,
sh688368,晶丰明源,2019-10-14,正常交易,
sh688369,致远互联,2019-10-31,正常交易,
sh688370,丛麟科技,2022-08-25,正常交易,
sh688371,菲沃泰,2022-08-02,正常交易,
sh688372,伟测科技,2022-10-26,正常交易,
sh688373,盟科药业,2022-08-05,正常交易,
sh688375,国博电子,2022-07-22,正常交易,
sh688376,美埃科技,2022-11-18,正常交易,
sh688377,迪威尔,2020-07-08,正常交易,
sh688378,奥来德,2020-09-03,正常交易,
sh688379,华光新材,2020-08-19,正常交易,
sh688380,中微半导,2022-08-05,正常交易,
sh688381,帝奥微,2022-08-23,正常交易,
sh688382,益方生物,2022-07-25,正常交易,
sh688383,新益昌,2021-04-28,正常交易,
sh688385,复旦微电,2021-08-04,正常交易,
sh688386,泛亚微透,2020-10-16,正常交易,
sh688387,信科移动,2022-09-26,正常交易,
sh688388,嘉元科技,2019-07-22,正常交易,
sh688389,普门科技,2019-11-05,正常交易,
sh688390,固德威,2020-09-04,正常交易,
sh688391,钜泉科技,2022-09-13,正常交易,
sh688392,骄成超声,2022-09-27,正常交易,
sh688393,安必平,2020-08-20,正常交易,
sh688395,正弦电气,2021-04-29,正常交易,
sh688396,华润微,2020-02-27,正常交易,
sh688398,赛特新材,2020-02-11,正常交易,
sh688399,硕世生物,2019-12-05,正常交易,
sh688400,凌云光,2022-07-06,正常交易,
sh688401,路维光电,2022-08-17,正常交易,
sh688403,汇成股份,2022-08-18,正常交易,
sh688408,中信博,2020-08-28,正常交易,
sh688409,富创精密,2022-10-10,正常交易,
sh688410,山外山,2022-12-26,正常交易,
sh688411,海博思创,2025-01-27,正常交易,
sh688416,恒烁股份,2022-08-29,正常交易,
sh688418,震有科技,2020-07-22,正常交易,
sh688419,耐科装备,2022-11-07,正常交易,
sh688420,美腾科技,2022-12-09,正常交易,
sh688425,铁建重工,2021-06-22,正常交易,
sh688426,康为世纪,2022-10-25,正常交易,
sh688428,诺诚健华,2022-09-21,正常交易,
sh688429,时创能源,2023-06-29,正常交易,
sh688432,有研硅,2022-11-10,正常交易,
sh688433,华曙高科,2023-04-17,正常交易,
sh688435,英方软件,2023-01-19,正常交易,
sh688439,振华风光,2022-08-26,正常交易,
sh688443,智翔金泰,2023-06-20,正常交易,
sh688448,磁谷科技,2022-09-21,正常交易,
sh688449,联芸科技,2024-11-29,正常交易,
sh688450,光格科技,2023-07-24,正常交易,
sh688455,科捷智能,2022-09-15,正常交易,
sh688456,有研粉材,2021-03-17,正常交易,
sh688458,美芯晟,2023-05-22,正常交易,
sh688459,哈铁科技,2022-10-12,正常交易,
sh688466,金科环境,2020-05-08,正常交易,
sh688468,科美诊断,2021-04-09,正常交易,
sh688469,芯联集成,2023-05-10,正常交易,
sh688472,阿特斯,2023-06-09,正常交易,
sh688475,萤石网络,2022-12-28,正常交易,
sh688478,晶升股份,2023-04-24,正常交易,
sh688479,友车科技,2023-05-11,正常交易,
sh688480,赛恩斯,2022-11-25,正常交易,
sh688484,南芯科技,2023-04-07,正常交易,
sh688485,九州一轨,2023-01-18,正常交易,
sh688486,龙迅股份,2023-02-21,正常交易,
sh688488,艾迪药业,2020-07-20,正常交易,
sh688489,三未信安,2022-12-02,正常交易,
sh688496,清越科技,2022-12-28,正常交易,
sh688498,源杰科技,2022-12-21,正常交易,
sh688499,利元亨,2021-07-01,正常交易,
sh688500,慧辰股份,2020-07-16,正常交易,
sh688501,青达环保,2021-07-16,正常交易,
sh688502,茂莱光学,2023-03-09,正常交易,
sh688503,聚和材料,2022-12-09,正常交易,
sh688505,复旦张江,2020-06-19,正常交易,
sh688506,百利天恒,2023-01-06,正常交易,
sh688507,索辰科技,2023-04-18,正常交易,
sh688508,芯朋微,2020-07-22,正常交易,
sh688509,正元地信,2021-07-30,正常交易,
sh688510,航亚科技,2020-12-16,正常交易,
sh688511,*ST天微,2021-07-30,正常交易,
sh688512,慧智微,2023-05-16,正常交易,
sh688513,苑东生物,2020-09-02,正常交易,
sh688515,裕太微,2023-02-10,正常交易,
sh688516,奥特维,2020-05-21,正常交易,
sh688517,金冠电气,2021-06-18,正常交易,
sh688518,联赢激光,2020-06-22,正常交易,
sh688519,南亚新材,2020-08-18,正常交易,
sh688520,神州细胞,2020-06-22,正常交易,
sh688521,芯原股份,2020-08-18,正常交易,
sh688522,纳睿雷达,2023-03-01,正常交易,
sh688523,航天环宇,2023-06-02,正常交易,
sh688525,佰维存储,2022-12-30,正常交易,
sh688526,科前生物,2020-09-22,正常交易,
sh688528,秦川物联,2020-07-01,正常交易,
sh688529,豪森智能,2020-11-09,正常交易,
sh688530,欧莱新材,2024-05-09,正常交易,
sh688531,日联科技,2023-03-31,正常交易,
sh688533,上声电子,2021-04-19,正常交易,
sh688535,华海诚科,2023-04-04,正常交易,
sh688536,思瑞浦,2020-09-21,正常交易,
sh688538,和辉光电,2021-05-28,正常交易,
sh688539,高华科技,2023-04-18,正常交易,
sh688543,国科军工,2023-06-21,正常交易,
sh688545,兴福电子,2025-01-22,正常交易,
sh688548,广钢气体,2023-08-15,正常交易,
sh688549,中巨芯,2023-09-08,正常交易,
sh688550,瑞联新材,2020-09-02,正常交易,
sh688551,科威尔,2020-09-10,正常交易,
sh688552,航天南湖,2023-05-18,正常交易,
sh688553,汇宇制药,2021-10-26,正常交易,
sh688556,高测股份,2020-08-07,正常交易,
sh688557,兰剑智能,2020-12-02,正常交易,
sh688558,国盛智科,2020-06-30,正常交易,
sh688559,海目星,2020-09-09,正常交易,
sh688560,明冠新材,2020-12-24,正常交易,
sh688561,奇安信,2020-07-22,正常交易,
sh688562,航天软件,2023-05-24,正常交易,
sh688563,航材股份,2023-07-19,正常交易,
sh688565,力源科技,2021-05-13,正常交易,
sh688566,吉贝尔,2020-05-18,正常交易,
sh688567,孚能科技,2020-07-17,正常交易,
sh688568,中科星图,2020-07-08,正常交易,
sh688569,铁科轨道,2020-08-31,正常交易,
sh688570,天玛智控,2023-06-05,正常交易,
sh688571,杭华股份,2020-12-11,正常交易,
sh688573,信宇人,2023-08-17,正常交易,
sh688575,亚辉龙,2021-05-17,正常交易,
sh688576,西山科技,2023-06-06,正常交易,
sh688577,浙海德曼,2020-09-16,正常交易,
sh688578,艾力斯,2020-12-02,正常交易,
sh688579,山大地纬,2020-07-17,正常交易,
sh688580,伟思医疗,2020-07-21,正常交易,
sh688581,安杰思,2023-05-19,正常交易,
sh688582,芯动联科,2023-06-30,正常交易,
sh688583,思看科技,2025-01-15,正常交易,
sh688584,上海合晶,2024-02-08,正常交易,
sh688585,上纬新材,2020-09-28,正常交易,
sh688586,江航装备,2020-07-31,正常交易,
sh688588,凌志软件,2020-05-11,正常交易,
sh688589,力合微,2020-07-22,正常交易,
sh688590,新致软件,2020-12-07,正常交易,
sh688591,泰凌微,2023-08-25,正常交易,
sh688592,司南导航,2023-08-16,正常交易,
sh688593,新相微,2023-06-01,正常交易,
sh688595,芯海科技,2020-09-28,正常交易,
sh688596,正帆科技,2020-08-20,正常交易,
sh688597,煜邦电力,2021-06-17,正常交易,
sh688598,金博股份,2020-05-18,正常交易,
sh688599,天合光能,2020-06-10,正常交易,
sh688600,皖仪科技,2020-07-03,正常交易,
sh688601,力芯微,2021-06-28,正常交易,
sh688602,康鹏科技,2023-07-20,正常交易,
sh688603,天承科技,2023-07-10,正常交易,
sh688605,先锋精科,2024-12-12,正常交易,
sh688606,奥泰生物,2021-03-25,正常交易,
sh688607,康众医疗,2021-02-01,正常交易,
sh688608,恒玄科技,2020-12-16,正常交易,
sh688609,九联科技,2021-03-23,正常交易,
sh688610,埃科光电,2023-07-19,正常交易,
sh688611,杭州柯林,2021-04-12,正常交易,
sh688612,威迈斯,2023-07-26,正常交易,
sh688613,奥精医疗,2021-05-21,正常交易,
sh688615,合合信息,2024-09-26,正常交易,
sh688616,西力科技,2021-03-18,正常交易,
sh688617,惠泰医疗,2021-01-07,正常交易,
sh688618,三旺通信,2020-12-30,正常交易,
sh688619,罗普特,2021-02-23,正常交易,
sh688620,安凯微,2023-06-27,正常交易,
sh688621,阳光诺和,2021-06-21,正常交易,
sh688622,禾信仪器,2021-09-13,正常交易,
sh688623,双元科技,2023-06-08,正常交易,
sh688625,呈和科技,2021-06-07,正常交易,
sh688626,翔宇医疗,2021-03-31,正常交易,
sh688627,精智达,2023-07-18,正常交易,
sh688628,优利德,2021-02-01,正常交易,
sh688629,华丰科技,2023-06-27,正常交易,
sh688630,芯碁微装,2021-04-01,正常交易,
sh688631,莱斯信息,2023-06-28,正常交易,
sh688633,星球石墨,2021-03-24,正常交易,
sh688636,智明达,2021-04-08,正常交易,
sh688638,誉辰智能,2023-07-12,正常交易,
sh688639,华恒生物,2021-04-22,正常交易,
sh688646,ST逸飞,2023-07-28,正常交易,
sh688648,中邮科技,2023-11-13,正常交易,
sh688651,盛邦安全,2023-07-26,正常交易,
sh688652,京仪装备,2023-11-29,正常交易,
sh688653,康希通信,2023-11-17,正常交易,
sh688655,迅捷兴,2021-05-11,正常交易,
sh688656,浩欧博,2021-01-13,正常交易,
sh688657,浩辰软件,2023-10-10,正常交易,
sh688658,悦康药业,2020-12-24,正常交易,
sh688659,元琛科技,2021-03-31,正常交易,
sh688660,电气风电,2021-05-19,正常交易,
sh688661,和林微纳,2021-03-29,正常交易,
sh688662,富信科技,2021-04-01,正常交易,
sh688663,新风光,2021-04-13,正常交易,
sh688665,四方光电,2021-02-09,正常交易,
sh688667,菱电电控,2021-03-12,正常交易,
sh688668,鼎通科技,2020-12-21,正常交易,
sh688669,聚石化学,2021-01-25,正常交易,
sh688670,金迪克,2021-08-02,正常交易,
sh688671,碧兴物联,2023-08-09,正常交易,
sh688676,金盘科技,2021-03-09,正常交易,
sh688677,海泰新光,2021-02-26,正常交易,
sh688678,福立旺,2020-12-23,正常交易,
sh688679,通源环境,2020-12-25,正常交易,
sh688680,海优新材,2021-01-22,正常交易,
sh688681,科汇股份,2021-06-16,正常交易,
sh688682,霍莱沃,2021-04-20,正常交易,
sh688683,莱尔科技,2021-04-12,正常交易,
sh688685,迈信林,2021-05-13,正常交易,
sh688686,奥普特,2020-12-31,正常交易,
sh688687,凯因科技,2021-02-08,正常交易,
sh688689,银河微电,2021-01-27,正常交易,
sh688690,纳微科技,2021-06-23,正常交易,
sh688691,灿芯股份,2024-04-11,正常交易,
sh688692,达梦数据,2024-06-12,正常交易,
sh688693,锴威特,2023-08-18,正常交易,
sh688695,中创股份,2024-03-13,正常交易,
sh688696,极米科技,2021-03-03,正常交易,
sh688697,纽威数控,2021-09-17,正常交易,
sh688698,伟创电气,2020-12-29,正常交易,
sh688699,明微电子,2020-12-18,正常交易,
sh688700,东威科技,2021-06-15,正常交易,
sh688701,卓锦股份,2021-09-16,正常交易,
sh688702,盛科通信,2023-09-14,正常交易,
sh688707,振华新材,2021-09-14,正常交易,
sh688708,佳驰科技,2024-12-05,正常交易,
sh688709,成都华微,2024-02-07,正常交易,
sh688710,益诺思,2024-09-03,正常交易,
sh688711,宏微科技,2021-09-01,正常交易,
sh688716,中研股份,2023-09-20,正常交易,
sh688717,艾罗能源,2024-01-03,正常交易,
sh688718,唯赛勃,2021-07-28,正常交易,
sh688719,爱科赛博,2023-09-28,正常交易,
sh688720,艾森股份,2023-12-06,正常交易,
sh688721,龙图光罩,2024-08-06,正常交易,
sh688722,同益中,2021-10-19,正常交易,
sh688726,拉普拉斯,2024-10-29,正常交易,
sh688728,格科微,2021-08-18,正常交易,
sh688729,屹唐股份,2025-07-08,正常交易,
sh688733,壹石通,2021-08-17,正常交易,
sh688737,中自科技,2021-10-22,正常交易,
sh688739,成大生物,2021-10-28,正常交易,
sh688750,金天钛业,2024-11-20,正常交易,
sh688755,汉邦科技,2025-05-16,正常交易,
sh688757,胜科纳米,2025-03-25,正常交易,
sh688758,赛分科技,2025-01-10,正常交易,
sh688766,普冉股份,2021-08-23,正常交易,
sh688767,博拓生物,2021-09-08,正常交易,
sh688768,容知日新,2021-07-26,正常交易,
sh688772,珠海冠宇,2021-10-15,正常交易,
sh688775,影石创新,2025-06-11,正常交易,
sh688776,国光电气,2021-08-31,正常交易,
sh688777,中控技术,2020-11-24,正常交易,
sh688778,厦钨新能,2021-08-05,正常交易,
sh688779,五矿新能,2021-08-11,正常交易,
sh688786,悦安新材,2021-08-26,正常交易,
sh688787,海天瑞声,2021-08-13,正常交易,
sh688788,科思科技,2020-10-22,正常交易,
sh688789,宏华数科,2021-07-08,正常交易,
sh688793,倍轻松,2021-07-15,正常交易,
sh688798,艾为电子,2021-08-16,正常交易,
