feature_name,importance,feature_index,importance_rank,importance_percent,cumulative_percent
step_24_个股_振幅,24,340,44,0.4505,34.5973
step_19_个股_振幅,23,274,45,0.4318,35.0291
step_23_个股_RSI,23,326,46,0.4318,35.4609
step_29_个股_成交量,23,409,47,0.4318,35.8927
step_02_个股_涨跌幅,23,32,48,0.4318,36.3245
step_07_个股_振幅,22,107,49,0.413,36.7375
step_12_个股_振幅,22,181,50,0.413,37.1505
step_20_个股_涨跌幅,22,282,51,0.413,37.5635
step_24_情绪_sentiment_0,22,348,52,0.413,37.9765
step_10_个股_涨跌幅,22,147,53,0.413,38.3895
step_02_个股_振幅,22,34,54,0.413,38.8025
step_26_个股_RSI,22,370,55,0.413,39.2155
step_08_个股_振幅,21,121,56,0.3942,39.6097
step_28_个股_RSI,21,398,57,0.3942,40.0039
step_00_个股_振幅,21,4,58,0.3942,40.3981
step_11_个股_涨跌幅,21,163,59,0.3942,40.7923
step_25_个股_RSI,21,355,60,0.3942,41.1865
step_29_情绪_sentiment_1,21,423,61,0.3942,41.5807
step_14_个股_振幅,21,208,62,0.3942,41.9749
step_13_个股_振幅,21,195,63,0.3942,42.3691
step_00_个股_RSI,20,6,64,0.3754,42.7445
step_07_个股_涨跌幅,20,104,65,0.3754,43.1199
step_15_个股_涨跌幅,20,218,66,0.3754,43.4953
step_17_个股_振幅,20,249,67,0.3754,43.8707
step_27_个股_成交额,20,381,68,0.3754,44.2461
step_18_个股_振幅,20,262,69,0.3754,44.6215
step_25_个股_振幅,20,354,70,0.3754,44.9969
step_01_个股_振幅,19,21,71,0.3567,45.3536
step_04_情绪_sentiment_1,19,76,72,0.3567,45.7103
step_11_情绪_sentiment_0,19,175,73,0.3567,46.067
step_07_情绪_sentiment_0,19,115,74,0.3567,46.4237
step_05_个股_振幅,19,81,75,0.3567,46.7804
step_27_情绪_sentiment_1,19,392,76,0.3567,47.1371
RSI_最低价,19,427,77,0.3567,47.4938
step_03_情绪_sentiment_1,19,61,78,0.3567,47.8505
step_21_个股_振幅,19,299,79,0.3567,48.2072
step_10_个股_振幅,19,150,80,0.3567,48.5639
step_05_行业_涨跌幅,18,85,81,0.3379,48.9018
step_24_个股_RSI,18,341,82,0.3379,49.2397
step_18_个股_涨跌幅,18,260,83,0.3379,49.5776
step_20_情绪_sentiment_1,18,294,84,0.3379,49.9155
step_27_个股_RSI,17,384,85,0.3191,50.2346
step_08_行业_成交量,17,124,86,0.3191,50.5537
step_23_个股_振幅,17,325,87,0.3191,50.8728
step_17_个股_RSI,17,250,88,0.3191,51.1919
step_06_个股_RSI,17,95,89,0.3191,51.511
step_10_个股_RSI,16,151,90,0.3004,51.8114
step_14_情绪_sentiment_0,16,216,91,0.3004,52.1118
step_02_个股_RSI,16,35,92,0.3004,52.4122
step_26_个股_振幅,16,369,93,0.3004,52.7126
step_26_个股_成交额,15,367,94,0.2816,52.9942
step_23_情绪_sentiment_1,15,335,95,0.2816,53.2758
step_15_个股_换手率,15,220,96,0.2816,53.5574
step_29_个股_MACD,15,415,97,0.2816,53.839
step_15_个股_RSI,15,222,98,0.2816,54.1206
step_20_个股_换手率,15,284,99,0.2816,54.4022
step_06_个股_振幅,15,94,100,0.2816,54.6838
step_11_个股_振幅,15,166,101,0.2816,54.9654
step_08_情绪_sentiment_0,15,129,102,0.2816,55.247
step_21_情绪_sentiment_1,15,307,103,0.2816,55.5286
step_11_个股_RSI,15,168,104,0.2816,55.8102
step_27_情绪_sentiment_0,15,391,105,0.2816,56.0918
step_13_情绪_sentiment_1,15,203,106,0.2816,56.3734
step_13_个股_涨跌幅,14,192,107,0.2628,56.6362
step_10_情绪_sentiment_0,14,160,108,0.2628,56.899
Momentum5D_最低价,14,429,109,0.2628,57.1618
step_12_个股_换手率,14,180,110,0.2628,57.4246
step_09_个股_振幅,14,135,111,0.2628,57.6874
step_00_个股_MACD_signal,14,7,112,0.2628,57.9502
step_22_个股_成交额,14,310,113,0.2628,58.213
step_16_个股_RSI,14,237,114,0.2628,58.4758
step_01_行业_涨跌幅,14,26,115,0.2628,58.7386
step_19_个股_RSI,14,275,116,0.2628,59.0014
step_28_个股_成交量,14,393,117,0.2628,59.2642
step_04_个股_振幅,14,66,118,0.2628,59.527
step_26_情绪_sentiment_1,14,378,119,0.2628,59.7898
step_17_情绪_sentiment_0,14,258,120,0.2628,60.0526
step_23_行业_涨跌幅,14,330,121,0.2628,60.3154
step_27_个股_换手率,14,382,122,0.2628,60.5782
step_09_行业_成交量,14,139,123,0.2628,60.841
step_02_情绪_sentiment_1,14,45,124,0.2628,61.1038
step_24_行业_涨跌幅,14,344,125,0.2628,61.3666
step_03_行业_涨跌幅,14,55,126,0.2628,61.6294
step_00_行业_涨跌幅,14,10,127,0.2628,61.8922
step_07_指数_上证指数,14,112,128,0.2628,62.155
step_10_行业_涨跌幅,13,156,129,0.244,62.399
step_13_情绪_sentiment_0,13,202,130,0.244,62.643
step_18_个股_RSI,13,263,131,0.244,62.887
step_13_个股_RSI,13,196,132,0.244,63.131
step_11_情绪_sentiment_1,13,176,133,0.244,63.375
step_17_行业_涨跌幅,13,254,134,0.244,63.619
step_28_情绪_sentiment_1,13,407,135,0.244,63.863
step_16_个股_成交额,13,234,136,0.244,64.107
step_29_指数_上证指数,13,420,137,0.244,64.351
step_13_个股_换手率,13,194,138,0.244,64.595
step_28_情绪_sentiment_0,13,406,139,0.244,64.839
Momentum10D_最低价,13,430,140,0.244,65.083
step_07_行业_涨跌幅,13,111,141,0.244,65.327
step_05_情绪_sentiment_1,13,90,142,0.244,65.571
step_03_个股_RSI,13,51,143,0.244,65.815
step_02_个股_MACD,13,36,144,0.244,66.059
step_06_行业_涨跌幅,13,98,145,0.244,66.303
step_20_情绪_sentiment_0,12,293,146,0.2253,66.5283
step_25_个股_成交额,12,352,147,0.2253,66.7536
step_07_个股_RSI,12,108,148,0.2253,66.9789
step_25_行业_成交量,12,358,149,0.2253,67.2042
step_14_情绪_sentiment_1,12,217,150,0.2253,67.4295
step_23_个股_换手率,12,324,151,0.2253,67.6548
step_08_行业_涨跌幅,12,125,152,0.2253,67.8801
step_22_个股_振幅,12,312,153,0.2253,68.1054
step_02_行业_成交量,12,38,154,0.2253,68.3307
step_04_行业_成交量,12,69,155,0.2253,68.556
step_21_个股_换手率,12,298,156,0.2253,68.7813
step_22_个股_RSI,12,313,157,0.2253,69.0066
step_29_个股_MACD_signal,12,416,158,0.2253,69.2319
step_09_个股_RSI,12,136,159,0.2253,69.4572
step_20_个股_RSI,12,286,160,0.2253,69.6825
step_08_个股_RSI,11,122,161,0.2065,69.889
step_03_个股_换手率,11,49,162,0.2065,70.0955
step_16_情绪_sentiment_0,11,243,163,0.2065,70.302
step_22_情绪_sentiment_0,11,320,164,0.2065,70.5085
step_23_个股_成交额,11,323,165,0.2065,70.715
step_12_情绪_sentiment_1,11,190,166,0.2065,70.9215
step_15_行业_涨跌幅,11,226,167,0.2065,71.128
step_19_个股_换手率,11,273,168,0.2065,71.3345
step_25_个股_换手率,11,353,169,0.2065,71.541
step_07_情绪_sentiment_1,11,116,170,0.2065,71.7475
step_04_个股_RSI,11,67,171,0.2065,71.954
step_14_行业_涨跌幅,11,212,172,0.2065,72.1605
step_14_个股_换手率,11,207,173,0.2065,72.367
step_26_行业_成交量,11,373,174,0.2065,72.5735
step_04_情绪_sentiment_0,11,75,175,0.2065,72.78
step_22_个股_换手率,11,311,176,0.2065,72.9865
step_01_个股_换手率,11,20,177,0.2065,73.193
step_22_行业_涨跌幅,11,316,178,0.2065,73.3995
step_28_个股_成交额,11,395,179,0.2065,73.606
step_27_行业_成交量,11,387,180,0.2065,73.8125
step_08_情绪_sentiment_1,11,130,181,0.2065,74.019
step_20_个股_成交额,10,283,182,0.1877,74.2067
step_24_个股_MACD,10,342,183,0.1877,74.3944
step_10_个股_换手率,10,149,184,0.1877,74.5821
step_05_个股_RSI,10,82,185,0.1877,74.7698
step_02_指数_创业板指,10,42,186,0.1877,74.9575
step_05_情绪_sentiment_0,10,89,187,0.1877,75.1452
step_22_情绪_sentiment_1,10,321,188,0.1877,75.3329
step_26_个股_换手率,10,368,189,0.1877,75.5206
step_02_行业_涨跌幅,10,39,190,0.1877,75.7083
step_14_行业_成交量,10,211,191,0.1877,75.896
step_16_行业_成交量,10,238,192,0.1877,76.0837
step_24_个股_换手率,10,339,193,0.1877,76.2714
step_26_行业_涨跌幅,10,374,194,0.1877,76.4591
step_20_行业_涨跌幅,9,289,195,0.169,76.6281
step_07_个股_换手率,9,106,196,0.169,76.7971
step_16_个股_换手率,9,235,197,0.169,76.9661
step_18_情绪_sentiment_0,9,270,198,0.169,77.1351
step_05_行业_成交量,9,84,199,0.169,77.3041
step_21_行业_涨跌幅,9,303,200,0.169,77.4731
step_15_个股_MACD,9,223,201,0.169,77.6421
step_03_情绪_sentiment_0,9,60,202,0.169,77.8111
step_15_行业_成交量,9,225,203,0.169,77.9801
step_21_个股_成交额,9,297,204,0.169,78.1491
step_05_指数_上证指数,9,86,205,0.169,78.3181
step_12_行业_成交量,9,185,206,0.169,78.4871
step_08_个股_成交量,9,117,207,0.169,78.6561
step_01_情绪_sentiment_0,9,30,208,0.169,78.8251
step_10_指数_深证成指,9,159,209,0.169,78.9941
step_11_行业_涨跌幅,9,172,210,0.169,79.1631
step_01_个股_RSI,9,22,211,0.169,79.3321
step_02_情绪_sentiment_0,9,44,212,0.169,79.5011
step_02_个股_换手率,9,33,213,0.169,79.6701
step_25_情绪_sentiment_1,9,364,214,0.169,79.8391
step_29_情绪_sentiment_0,9,422,215,0.169,80.0081
step_24_个股_成交额,9,338,216,0.169,80.1771
step_00_行业_成交量,9,9,217,0.169,80.3461
step_00_个股_成交额,9,2,218,0.169,80.5151
step_00_个股_换手率,9,3,219,0.169,80.6841
step_09_情绪_sentiment_1,9,145,220,0.169,80.8531
step_17_行业_成交量,8,253,221,0.1502,81.0033
step_19_情绪_sentiment_0,8,280,222,0.1502,81.1535
step_00_情绪_sentiment_1,8,16,223,0.1502,81.3037
step_17_个股_成交量,8,245,224,0.1502,81.4539
step_09_情绪_sentiment_0,8,144,225,0.1502,81.6041
step_19_行业_涨跌幅,8,277,226,0.1502,81.7543
step_09_个股_换手率,8,134,227,0.1502,81.9045
step_21_个股_成交量,8,295,228,0.1502,82.0547
step_28_行业_成交量,8,401,229,0.1502,82.2049
step_18_行业_涨跌幅,8,267,230,0.1502,82.3551
step_28_行业_开盘价,8,400,231,0.1502,82.5053
step_18_行业_成交量,8,266,232,0.1502,82.6555
step_07_行业_成交量,8,110,233,0.1502,82.8057
step_13_指数_沪深300,8,200,234,0.1502,82.9559
step_25_行业_涨跌幅,8,359,235,0.1502,83.1061
step_04_个股_成交额,8,64,236,0.1502,83.2563
step_14_个股_RSI,8,209,237,0.1502,83.4065
step_11_行业_成交量,8,171,238,0.1502,83.5567
step_27_个股_成交量,8,379,239,0.1502,83.7069
step_13_行业_涨跌幅,8,198,240,0.1502,83.8571
step_04_个股_换手率,8,65,241,0.1502,84.0073
step_12_个股_RSI,8,182,242,0.1502,84.1575
step_03_行业_最低价,8,53,243,0.1502,84.3077
step_12_情绪_sentiment_0,8,189,244,0.1502,84.4579
step_27_指数_上证指数,7,389,245,0.1314,84.5893
step_03_指数_创业板指,7,58,246,0.1314,84.7207
step_23_行业_成交量,7,329,247,0.1314,84.8521
step_18_个股_换手率,7,261,248,0.1314,84.9835
step_29_行业_成交量,7,418,249,0.1314,85.1149
step_04_个股_MACD_signal,7,68,250,0.1314,85.2463
step_22_个股_成交量,7,308,251,0.1314,85.3777
step_26_个股_成交量,7,365,252,0.1314,85.5091
step_22_指数_深证成指,7,319,253,0.1314,85.6405
step_28_行业_涨跌幅,7,402,254,0.1314,85.7719
step_26_个股_MACD,7,371,255,0.1314,85.9033
step_26_情绪_sentiment_0,7,377,256,0.1314,86.0347
step_02_个股_MACD_signal,7,37,257,0.1314,86.1661
step_21_个股_RSI,7,300,258,0.1314,86.2975
step_27_个股_MACD_signal,7,386,259,0.1314,86.4289
step_04_行业_涨跌幅,7,70,260,0.1314,86.5603
step_09_行业_涨跌幅,7,140,261,0.1314,86.6917
step_13_行业_成交量,7,197,262,0.1314,86.8231
step_13_指数_中证500,7,201,263,0.1314,86.9545
step_06_个股_换手率,7,93,264,0.1314,87.0859
step_09_个股_成交额,7,133,265,0.1314,87.2173
step_12_个股_成交量,7,177,266,0.1314,87.3487
step_10_个股_MACD,7,152,267,0.1314,87.4801
step_17_个股_MACD_signal,7,252,268,0.1314,87.6115
step_06_行业_成交量,7,97,269,0.1314,87.7429
step_10_个股_MACD_signal,7,153,270,0.1314,87.8743
step_06_行业_最高价,7,96,271,0.1314,88.0057
step_09_个股_MACD_signal,7,138,272,0.1314,88.1371
step_06_情绪_sentiment_1,7,103,273,0.1314,88.2685
step_09_指数_深证成指,7,143,274,0.1314,88.3999
step_21_情绪_sentiment_0,6,306,275,0.1126,88.5125
step_16_行业_涨跌幅,6,239,276,0.1126,88.6251
step_06_指数_上证指数,6,99,277,0.1126,88.7377
step_11_个股_成交额,6,164,278,0.1126,88.8503
step_11_个股_MACD_signal,6,170,279,0.1126,88.9629
step_14_指数_创业板指,6,215,280,0.1126,89.0755
step_08_个股_换手率,6,120,281,0.1126,89.1881
step_15_情绪_sentiment_0,6,230,282,0.1126,89.3007
step_22_个股_MACD,6,314,283,0.1126,89.4133
step_05_指数_沪深300,6,87,284,0.1126,89.5259
step_24_行业_成交量,6,343,285,0.1126,89.6385
step_14_个股_成交量,6,204,286,0.1126,89.7511
step_06_情绪_sentiment_0,6,102,287,0.1126,89.8637
step_14_个股_成交额,6,206,288,0.1126,89.9763
step_01_情绪_sentiment_1,6,31,289,0.1126,90.0889
step_11_个股_成交量,6,162,290,0.1126,90.2015
step_16_情绪_sentiment_1,6,244,291,0.1126,90.3141
step_05_个股_成交额,6,79,292,0.1126,90.4267
step_17_情绪_sentiment_1,6,259,293,0.1126,90.5393
step_17_指数_沪深300,6,256,294,0.1126,90.6519
step_00_指数_沪深300,6,12,295,0.1126,90.7645
step_29_行业_收盘价,6,417,296,0.1126,90.8771
step_00_情绪_sentiment_0,6,15,297,0.1126,90.9897
step_01_个股_成交量,6,17,298,0.1126,91.1023
step_06_个股_成交额,6,92,299,0.1126,91.2149
step_19_行业_成交量,6,276,300,0.1126,91.3275
step_10_行业_开盘价,6,154,301,0.1126,91.4401
step_05_个股_换手率,6,80,302,0.1126,91.5527
step_19_指数_中证500,6,279,303,0.1126,91.6653
step_07_个股_成交额,6,105,304,0.1126,91.7779
step_01_个股_MACD,6,23,305,0.1126,91.8905
step_01_行业_成交量,6,25,306,0.1126,92.0031
step_24_情绪_sentiment_1,5,349,307,0.0939,92.097
step_28_个股_MACD_signal,5,399,308,0.0939,92.1909
step_10_个股_成交量,5,146,309,0.0939,92.2848
step_14_个股_MACD_signal,5,210,310,0.0939,92.3787
step_29_指数_中证500,5,421,311,0.0939,92.4726
step_09_个股_成交量,5,131,312,0.0939,92.5665
step_28_指数_上证指数,5,403,313,0.0939,92.6604
step_11_个股_换手率,5,165,314,0.0939,92.7543
step_24_指数_中证500,5,347,315,0.0939,92.8482
step_11_指数_上证指数,5,173,316,0.0939,92.9421
step_08_个股_MACD,5,123,317,0.0939,93.036
step_25_个股_成交量,5,350,318,0.0939,93.1299
step_28_指数_中证500,5,405,319,0.0939,93.2238
step_25_个股_MACD,5,356,320,0.0939,93.3177
step_12_指数_深证成指,5,188,321,0.0939,93.4116
step_12_行业_涨跌幅,5,186,322,0.0939,93.5055
step_10_情绪_sentiment_1,5,161,323,0.0939,93.5994
step_12_个股_成交额,5,179,324,0.0939,93.6933
step_27_个股_MACD,5,385,325,0.0939,93.7872
step_24_指数_沪深300,5,346,326,0.0939,93.8811
step_21_指数_沪深300,5,304,327,0.0939,93.975
step_05_个股_成交量,5,77,328,0.0939,94.0689
step_17_个股_换手率,5,248,329,0.0939,94.1628
step_18_情绪_sentiment_1,5,271,330,0.0939,94.2567
step_20_指数_深证成指,5,292,331,0.0939,94.3506
step_18_行业_最低价,5,265,332,0.0939,94.4445
step_20_行业_成交量,5,288,333,0.0939,94.5384
step_17_个股_成交额,5,247,334,0.0939,94.6323
step_05_个股_MACD,5,83,335,0.0939,94.7262
step_20_指数_沪深300,5,291,336,0.0939,94.8201
step_06_指数_创业板指,5,101,337,0.0939,94.914
step_10_指数_上证指数,4,157,338,0.0751,94.9891
step_12_个股_MACD_signal,4,183,339,0.0751,95.0642
step_28_指数_沪深300,4,404,340,0.0751,95.1393
step_03_个股_成交额,4,48,341,0.0751,95.2144
step_25_指数_深证成指,4,362,342,0.0751,95.2895
step_09_指数_上证指数,4,141,343,0.0751,95.3646
step_25_指数_上证指数,4,360,344,0.0751,95.4397
step_04_指数_上证指数,4,71,345,0.0751,95.5148
step_14_指数_上证指数,4,213,346,0.0751,95.5899
step_10_指数_沪深300,4,158,347,0.0751,95.665
step_21_行业_成交量,4,302,348,0.0751,95.7401
step_26_指数_沪深300,4,376,349,0.0751,95.8152
step_23_个股_MACD_signal,4,327,350,0.0751,95.8903
step_21_行业_最高价,4,301,351,0.0751,95.9654
step_02_指数_沪深300,4,41,352,0.0751,96.0405
step_02_指数_上证指数,4,40,353,0.0751,96.1156
step_11_个股_MACD,4,169,354,0.0751,96.1907
step_16_指数_创业板指,4,242,355,0.0751,96.2658
step_27_指数_沪深300,4,390,356,0.0751,96.3409
step_01_个股_MACD_signal,4,24,357,0.0751,96.416
step_15_情绪_sentiment_1,4,231,358,0.0751,96.4911
step_27_行业_涨跌幅,4,388,359,0.0751,96.5662
step_15_个股_成交额,4,219,360,0.0751,96.6413
step_09_个股_MACD,4,137,361,0.0751,96.7164
step_23_指数_上证指数,4,331,362,0.0751,96.7915
step_15_行业_最低价,4,224,363,0.0751,96.8666
step_07_个股_MACD,4,109,364,0.0751,96.9417
step_08_个股_成交额,4,119,365,0.0751,97.0168
step_13_指数_上证指数,4,199,366,0.0751,97.0919
step_03_指数_上证指数,4,56,367,0.0751,97.167
step_22_指数_上证指数,4,317,368,0.0751,97.2421
step_15_指数_上证指数,4,227,369,0.0751,97.3172
step_03_行业_成交量,4,54,370,0.0751,97.3923
step_22_行业_成交量,4,315,371,0.0751,97.4674
Momentum10D_最高价,4,426,372,0.0751,97.5425
step_23_行业_收盘价,4,328,373,0.0751,97.6176
step_15_指数_沪深300,4,228,374,0.0751,97.6927
step_01_个股_成交额,4,19,375,0.0751,97.7678
step_07_指数_深证成指,4,114,376,0.0751,97.8429
step_13_个股_成交额,4,193,377,0.0751,97.918
step_18_指数_深证成指,4,269,378,0.0751,97.9931
step_17_指数_创业板指,3,257,379,0.0563,98.0494
step_01_指数_上证指数,3,27,380,0.0563,98.1057
step_00_指数_创业板指,3,13,381,0.0563,98.162
step_10_个股_成交额,3,148,382,0.0563,98.2183
step_01_指数_中证500,3,29,383,0.0563,98.2746
step_00_指数_中证500,3,14,384,0.0563,98.3309
step_10_行业_成交量,3,155,385,0.0563,98.3872
step_20_个股_MACD,3,287,386,0.0563,98.4435
step_16_指数_沪深300,3,241,387,0.0563,98.4998
step_11_指数_中证500,3,174,388,0.0563,98.5561
step_16_个股_成交量,3,232,389,0.0563,98.6124
step_25_行业_收盘价,3,357,390,0.0563,98.6687
step_12_指数_沪深300,3,187,391,0.0563,98.725
step_08_指数_沪深300,3,127,392,0.0563,98.7813
step_08_指数_深证成指,3,128,393,0.0563,98.8376
step_03_个股_成交量,3,46,394,0.0563,98.8939
step_07_指数_沪深300,3,113,395,0.0563,98.9502
step_13_个股_成交量,3,191,396,0.0563,99.0065
step_26_个股_MACD_signal,3,372,397,0.0563,99.0628
step_24_指数_上证指数,3,345,398,0.0563,99.1191
step_15_指数_中证500,2,229,399,0.0375,99.1566
step_19_指数_沪深300,2,278,400,0.0375,99.1941
step_04_指数_创业板指,2,73,401,0.0375,99.2316
step_17_指数_上证指数,2,255,402,0.0375,99.2691
step_03_指数_中证500,2,59,403,0.0375,99.3066
step_00_指数_上证指数,2,11,404,0.0375,99.3441
step_00_行业_最低价,2,8,405,0.0375,99.3816
step_14_指数_沪深300,2,214,406,0.0375,99.4191
step_22_指数_沪深300,2,318,407,0.0375,99.4566
step_03_个股_MACD_signal,2,52,408,0.0375,99.4941
step_25_指数_沪深300,2,361,409,0.0375,99.5316
step_12_行业_最高价,2,184,410,0.0375,99.5691
step_21_指数_创业板指,2,305,411,0.0375,99.6066
step_01_指数_创业板指,2,28,412,0.0375,99.6441
step_04_指数_中证500,2,74,413,0.0375,99.6816
step_08_指数_上证指数,2,126,414,0.0375,99.7191
step_04_指数_沪深300,2,72,415,0.0375,99.7566
step_23_指数_创业板指,1,333,416,0.0188,99.7754
step_09_指数_沪深300,1,142,417,0.0188,99.7942
Volatility_最低价,1,428,418,0.0188,99.813
step_18_个股_MACD_signal,1,264,419,0.0188,99.8318
step_16_指数_上证指数,1,240,420,0.0188,99.8506
step_23_指数_沪深300,1,332,421,0.0188,99.8694
step_24_个股_成交量,1,336,422,0.0188,99.8882
step_18_指数_上证指数,1,268,423,0.0188,99.907
step_20_指数_上证指数,1,290,424,0.0188,99.9258
step_26_指数_上证指数,1,375,425,0.0188,99.9446
step_03_指数_沪深300,1,57,426,0.0188,99.9634
step_17_个股_MACD,1,251,427,0.0188,99.9822
step_05_指数_创业板指,1,88,428,0.0188,100.001
step_04_个股_成交量,0,62,429,0.0,100.001
step_06_指数_沪深300,0,100,430,0.0,100.001
step_02_指数_中证500,0,43,431,0.0,100.001
