stock_code,stock_name,industry,primary_concept,all_concepts,region
sz301169,零点有数,专业服务,预亏预减,"预亏预减,融资融券,智慧城市,大数据,创业板综,人工智能,华为概念,智慧政务,信创,数据确权,时空大数据,数据要素,财税数字化",北京
sz301170,锡南科技,汽车零部件,QFII重仓,"QFII重仓,融资融券,创业板综,新能源车,专精特新",江苏
sz301171,易点天下,互联网服务,云计算,"云计算,西部大开发,融资融券,大数据,创业板综,人工智能,深股通,小米概念,独角兽,百度概念,华为概念,抖音概念(字节概念),快手概念,跨境支付,AIGC概念,跨境电商,ChatGPT概念,多模态AI,Sora概念,Kimi概念,DeepSeek概念,虚拟机器人",陕西
sz301172,君逸数码,软件开发,机构重仓,"机构重仓,物联网,云计算,西部大开发,融资融券,智慧城市,大数据,创业板综,人工智能,鸿蒙概念,时空大数据,数据要素,低空经济",四川
sz301173,毓恬冠佳,汽车零部件,次新股,"次新股,融资融券,创业板综,深股通,新能源车,注册制次新股",上海
sz301175,中科环保,环保行业,节能环保,"节能环保,机构重仓,融资融券,央国企改革,创业板综,深股通,垃圾分类,专精特新,绿色电力,生物质能发电",北京
sz301176,逸豪新材,电子元件,创业板综,"融资融券,创业板综,PCB",江西
sz301177,迪阿股份,珠宝首饰,黄金概念,"黄金概念,融资融券,创业板综,深股通",广东
sz301178,天亿马,软件开发,机构重仓,"机构重仓,预亏预减,融资融券,智慧城市,大数据,网络安全,国家安防,国产软件,虚拟现实,创业板综,人工智能,区块链,华为概念,数字孪生,智慧政务,数据中心,鸿蒙概念,虚拟电厂,职业教育,信创,数据确权,算力概念,数据要素,空间计算,财税数字化,并购重组概念",广东
sz301179,泽宇智能,软件开发,智能电网,"智能电网,融资融券,网络安全,国产软件,创业板综,人工智能,深股通,昨日触板,华为概念,特高压,虚拟电厂,专精特新,绿色电力,数字经济,机器人概念",江苏
sz301180,万祥科技,消费电子,机构重仓,"机构重仓,预亏预减,锂电池,融资融券,苹果概念,创业板综,深股通,专精特新,高压快充,AIPC",江苏
sz301181,标榜股份,汽车零部件,QFII重仓,"QFII重仓,机构重仓,融资融券,燃料电池,创业板综,新能源车,汽车热管理,飞行汽车(eVTOL),低空经济",江苏
sz301182,凯旺科技,消费电子,预亏预减,"预亏预减,融资融券,充电桩,创业板综,华为概念,专精特新,机器人概念,铜缆高速连接",河南
sz301183,东田微,光学光电子,预盈预增,"预盈预增,融资融券,创业板综,无人驾驶,小米概念,华为概念,激光雷达,专精特新,光通信模块,荣耀概念",湖北
sz301185,鸥玛软件,软件开发,云计算,"云计算,融资融券,网络安全,国产软件,虚拟现实,创业板综,人工智能,数据中心,数据安全",山东
sz301186,超达装备,汽车零部件,转债标的,"转债标的,融资融券,特斯拉,创业板综,新能源车,换电概念,专精特新,小米汽车",江苏
sz301187,欧圣电气,家电行业,预盈预增,"预盈预增,融资融券,智能穿戴,养老概念,电商概念,创业板综,深股通,贬值受益,机器人概念,跨境电商,冰雪经济,首发经济",江苏
sz301188,力诺药包,玻璃玻纤,转债标的,"转债标的,机构重仓,融资融券,医疗器械概念,创业板综",山东
sz301189,奥尼电子,通信设备,物联网,"物联网,预亏预减,融资融券,电商概念,创业板综,车联网(车路云),专精特新,虚拟数字人",广东
sz301190,善水科技,化学制品,参股银行,"参股银行,预亏预减,融资融券,创业板综,幽门螺杆菌概念",江西
sz301191,菲菱科思,通信设备,网络安全,"融资融券,网络安全,创业板综,深股通,小米概念,华为概念,车联网(车路云),数据中心,F5G概念",广东
sz301192,泰祥股份,汽车零部件,创业板综,"融资融券,创业板综,专精特新,微盘股",湖北
sz301193,家联科技,塑料制品,转债标的,"转债标的,融资融券,创业板综,降解塑料",浙江
sz301195,北路智控,软件开发,物联网,"物联网,融资融券,5G概念,创业板综,人工智能,无人驾驶,工业互联,华为概念,UWB概念,车联网(车路云),鸿蒙概念,专精特新,机器人概念",江苏
sz301196,唯科科技,塑料制品,创业板综,"融资融券,创业板综,深股通,电子烟,新能源车,专精特新,机器人概念,PEEK材料概念",福建
sz301197,工大科雅,软件开发,机构重仓,"机构重仓,物联网,融资融券,大数据,创业板综,专精特新,微盘股",河北
sz301198,喜悦智行,塑料制品,预亏预减,"预亏预减,融资融券,特斯拉,创业板综,新能源车,微盘股",浙江
sz301199,迈赫股份,专用设备,军工,"军工,节能环保,预盈预增,融资融券,创业板综,工业互联,专精特新,建筑节能,机器人概念,新型工业化",山东
sz301200,大族数控,专用设备,预盈预增,"预盈预增,融资融券,创业板综,深股通,PCB,工业母机",广东
sz301201,诚达药业,医疗服务,预亏预减,"预亏预减,融资融券,创业板综,CRO,专精特新",浙江
sz301202,朗威股份,通用设备,预盈预增,"预盈预增,云计算,融资融券,创业板综,深股通,数据中心,换电概念,东数西算,算力概念,液冷概念",江苏
sz301203,国泰环保,环保行业,节能环保,"节能环保,融资融券,创业板综,微盘股",浙江
sz301205,联特科技,通信设备,机构重仓,"机构重仓,预盈预增,融资融券,创业板综,深股通,专精特新,CPO概念,光通信模块",湖北
sz301206,三元生物,食品饮料,预盈预增,"预盈预增,融资融券,创业板综,深股通,代糖概念,专精特新,调味品概念,合成生物",山东
sz301207,华兰疫苗,生物制品,生物疫苗,"生物疫苗,深成500,预亏预减,融资融券,创业板综,深股通,流感",河南
sz301208,中亦科技,软件开发,阿里概念,"融资融券,阿里概念,创业板综,人工智能,华为概念,鸿蒙概念,跨境支付,信创",北京
sz301209,联合化学,化学原料,预盈预增,"预盈预增,融资融券,创业板综,光刻机(胶),专精特新",山东
sz301210,金杨股份,电池,锂电池,"锂电池,融资融券,创业板综,小米概念,专精特新",江苏
sz301211,亨迪药业,化学制药,创业板综,"融资融券,创业板综,深股通,维生素,流感",湖北
sz301212,联盛化学,化学制品,预亏预减,"预亏预减,融资融券,创业板综,专精特新",浙江
sz301213,观想科技,软件开发,军工,"军工,预亏预减,西部大开发,融资融券,北斗导航,虚拟现实,创业板综,人工智能,区块链,边缘计算,数字孪生,传感器,专精特新,机器人概念,信创",四川
sz301215,中汽股份,汽车服务,中字头,"中字头,融资融券,央国企改革,虚拟现实,创业板综,无人驾驶,深股通,车联网(车路云),飞行汽车(eVTOL),低空经济",江苏
sz301216,万凯新材,化学制品,转债标的,"转债标的,预亏预减,融资融券,创业板综,深股通,娃哈哈概念,人形机器人",浙江
sz301217,铜冠铜箔,电子元件,预亏预减,"预亏预减,锂电池,融资融券,央国企改革,创业板综,深股通,PCB,储能",安徽
sz301218,华是科技,软件开发,QFII重仓,"QFII重仓,物联网,融资融券,智慧城市,创业板综,人工智能,华为概念,智慧政务,专精特新,信创,数据要素,空间计算,微盘股,低空经济",浙江
sz301219,腾远钴业,能源金属,新材料,"新材料,深成500,预盈预增,锂电池,融资融券,小金属概念,创业板综,深股通,新能源车,固态电池,专精特新,动力电池回收",江西
sz301220,亚香股份,化学制品,QFII重仓,"QFII重仓,机构重仓,融资融券,创业板综,深股通,贬值受益,合成生物",江苏
sz301221,光庭信息,软件开发,预盈预增,"预盈预增,融资融券,创业板综,人工智能,无人驾驶,小米概念,华为概念,车联网(车路云),鸿蒙概念,机器人概念,电子后视镜,时空大数据,小米汽车,财税数字化",湖北
sz301222,浙江恒威,电池,机构重仓,"机构重仓,融资融券,创业板综",浙江
sz301223,中荣股份,包装材料,创业板综,"融资融券,创业板综,小米概念,电子烟",广东
sz301225,恒勃股份,汽车零部件,QFII重仓,"QFII重仓,融资融券,医疗器械概念,创业板综,氢能源,新能源车,车联网(车路云),汽车芯片,华为汽车,专精特新,汽车热管理,PEEK材料概念",浙江
sz301226,祥明智能,电机,创业板综,"融资融券,创业板综,冷链物流,汽车热管理,机器人概念,人形机器人",江苏
sz301227,森鹰窗业,装修建材,QFII重仓,"QFII重仓,预亏预减,融资融券,创业板综",黑龙江
sz301228,实朴检测,专业服务,节能环保,"节能环保,预盈预增,融资融券,食品安全,创业板综,土壤修复",上海
sz301229,纽泰格,汽车零部件,转债标的,"转债标的,融资融券,创业板综,减速器",江苏
sz301230,泓博医药,生物制品,机构重仓,"机构重仓,预盈预增,融资融券,创业板综,贬值受益,CRO,流感,创新药,多模态AI,AI制药（医疗）,2025中报预增",上海
sz301231,荣信文化,文化传媒,QFII重仓,"QFII重仓,预亏预减,西部大开发,融资融券,婴童概念,创业板综,人工智能,AI智能体,拼多多概念,微盘股,AI语料,谷子经济,DeepSeek概念",陕西
sz301232,飞沃科技,风电设备,QFII重仓,"QFII重仓,机构重仓,预亏预减,风能,融资融券,海洋经济,创业板综,大飞机,商业航天,专精特新,新型工业化,微盘股,低空经济",湖南
sz301233,盛帮股份,橡胶制品,军工,"军工,西部大开发,融资融券,创业板综,军民融合,大飞机,商业航天,核污染防治,专精特新,PEEK材料概念,低空经济,碳纤维",四川
sz301234,五洲医疗,医疗器械,医疗器械概念,"融资融券,医疗器械概念,创业板综,贬值受益,医疗美容,专精特新",安徽
sz301235,华康洁净,医疗服务,转债标的,"转债标的,QFII重仓,机构重仓,融资融券,医疗器械概念,创业板综,人工智能,医废处理",湖北
sz301236,软通动力,软件开发,HS300_,"HS300_,机构重仓,深成500,预亏预减,融资融券,互联金融,创业成份,创业板综,人工智能,无人驾驶,深股通,MSCI中国,工业互联,华为概念,鸿蒙概念,华为昇腾,元宇宙概念,华为欧拉,虚拟数字人,数字经济,跨境支付,信创,ChatGPT概念,算力概念,星闪概念,多模态AI,AIPC,财税数字化,人形机器人,DeepSeek概念",北京
sz301237,和顺科技,塑料制品,预亏预减,"预亏预减,太阳能,融资融券,创业板综,碳纤维",浙江
sz301238,瑞泰新材,电池,深成500,"深成500,预亏预减,锂电池,融资融券,央国企改革,超级电容,创业板综,深股通,有机硅,固态电池,钠离子电池,麒麟电池",江苏
sz301239,普瑞眼科,医疗服务,预亏预减,"预亏预减,西部大开发,融资融券,创业板综,深股通",四川
sz301246,宏源药业,化学制药,锂电池,"锂电池,融资融券,创业板综,深股通,合成生物",湖北
sz301248,杰创智能,软件开发,预盈预增,"预盈预增,云计算,智能电网,融资融券,智慧城市,北斗导航,网络安全,国产软件,创业板综,人工智能,华为概念,数据中心,生物识别,新型城镇化,机器人概念,信创,Web3.0,算力概念,数据要素,液冷概念,新型工业化,低空经济,DeepSeek概念,2025中报扭亏",广东
sz301251,威尔高,电子元件,预盈预增,"预盈预增,融资融券,创业板综,深股通,PCB,专精特新",江西
sz301252,同星科技,通用设备,创业板综,"融资融券,创业板综,专精特新,液冷概念",浙江
sz301255,通力科技,通用设备,创业板综,"融资融券,创业板综,专精特新,减速器",浙江
sz301256,华融化学,化学原料,西部大开发,"西部大开发,融资融券,创业板综,消毒剂,半导体概念,专精特新",四川
sz301257,普蕊斯,医疗服务,创业板综,"融资融券,创业板综,创新药,减肥药,DeepSeek概念",上海
sz301258,富士莱,化学制药,QFII重仓,"QFII重仓,预亏预减,融资融券,创业板综,贬值受益,阿兹海默,化妆品概念,合成生物",江苏
sz301259,艾布鲁,环保行业,节能环保,"节能环保,预亏预减,融资融券,创业板综,人工智能,深股通,乡村振兴,垃圾分类,新型城镇化,算力概念",湖南
sz301260,格力博,专用设备,预盈预增,"预盈预增,融资融券,创业板综,人工智能,深股通,贬值受益,机器人概念,跨境电商,人形机器人",江苏
sz301261,恒工精密,通用设备,QFII重仓,"QFII重仓,机构重仓,融资融券,创业板综,深股通,专精特新,机器人概念,减速器",河北
sz301262,海看股份,文化传媒,大数据,"融资融券,大数据,在线教育,电商概念,央国企改革,旅游概念,国产软件,创业板综,人工智能,深股通,影视概念,超清视频,广电,网红经济,生物识别,数字经济,短剧互动游戏",山东
sz301263,泰恩康,医药商业,创业板综,"融资融券,创业板综,深股通,毛发医疗",广东
sz301265,华新环保,环保行业,机构重仓,"机构重仓,稀土永磁,融资融券,创业板综,汽车拆解",北京
sz301266,宇邦新材,光伏设备,转债标的,"转债标的,预亏预减,太阳能,融资融券,创业板综,专精特新,TOPCon电池,BC电池",江苏
sz301267,华厦眼科,医疗服务,深成500,"深成500,融资融券,创业成份,中证500,创业板综,深股通",福建
sz301268,铭利达,通用设备,转债标的,"转债标的,预亏预减,太阳能,融资融券,特斯拉,创业板综,深股通,华为概念,麒麟电池,液冷概念",广东
sz301269,华大九天,软件开发,HS300_,"HS300_,机构重仓,深成500,融资融券,创业成份,创业板综,深证100R,人工智能,深股通,MSCI中国,国产芯片,EDA概念,专精特新,百元股,信创",北京
sz301270,汉仪股份,互联网服务,QFII重仓,"QFII重仓,机构重仓,预亏预减,融资融券,创业板综,人工智能,华为概念,鸿蒙概念,AIGC概念,数字水印,数据要素,谷子经济,DeepSeek概念",北京
sz301272,英华特,专用设备,创业板综,"融资融券,创业板综,养老金,冷链物流,专精特新,汽车热管理,空气能热泵,微盘股",江苏
sz301273,瑞晨环保,通用设备,节能环保,"节能环保,预亏预减,稀土永磁,融资融券,创业板综,专精特新,发电机概念,AI芯片,新型工业化,微盘股",上海
sz301275,汉朔科技,通信设备,次新股,"次新股,物联网,云计算,融资融券,创业板综,深股通,贬值受益,注册制次新股",浙江
sz301276,嘉曼服饰,纺织服装,婴童概念,"融资融券,婴童概念,电商概念,创业板综",北京
sz301277,新天地,化学制药,创业板综,"融资融券,创业板综,流感,专精特新,幽门螺杆菌概念,合成生物",河南
sz301278,快可电子,光伏设备,QFII重仓,"QFII重仓,机构重仓,太阳能,融资融券,创业板综,储能,专精特新,机器人概念",江苏
sz301279,金道科技,通用设备,QFII重仓,"QFII重仓,机构重仓,融资融券,创业板综,减速器,机器人执行器",浙江
sz301280,珠城科技,电子元件,机构重仓,"机构重仓,太阳能,融资融券,智能家居,创业板综,深股通,小米概念,新能源车,储能,专精特新,机器人概念",浙江
sz301281,科源制药,化学制药,中药概念,"融资融券,中药概念,独家药品,创业板综,并购重组概念",山东
sz301282,金禄电子,电子元件,QFII重仓,"QFII重仓,机构重仓,预盈预增,融资融券,创业板综,无人驾驶,PCB,新能源车,车联网(车路云)",广东
sz301283,聚胶股份,化学制品,婴童概念,"融资融券,婴童概念,创业板综,宠物经济,专精特新",广东
sz301285,鸿日达,电子元件,机构重仓,"机构重仓,预亏预减,太阳能,融资融券,智能穿戴,创业板综,深股通,小米概念,华为概念,新能源车,专精特新,荣耀概念",江苏
sz301286,侨源股份,化学原料,军工,"军工,预盈预增,西部大开发,融资融券,创业板综,深股通,氦气概念,工业气体,2025中报预增",四川
sz301287,康力源,家用轻工,参股银行,"参股银行,QFII重仓,融资融券,养老概念,体育产业,创业板综,人工智能,AI智能体,贬值受益,抖音小店,机器人概念,AIGC概念,跨境电商,冰雪经济,DeepSeek概念",江苏
sz301288,*ST清研,环保行业,节能环保,"节能环保,ST股,机构重仓,预亏预减,专精特新",广东
sz301289,国缆检测,专业服务,节能环保,"节能环保,融资融券,超导概念,央国企改革,创业板综,专精特新",上海
sz301290,东星医疗,医疗器械,医疗器械概念,"融资融券,医疗器械概念,创业板综,微盘股",江苏
sz301291,明阳电气,电网设备,新能源,"新能源,机构重仓,智能电网,太阳能,风能,融资融券,创业板综,深股通,氢能源,数据中心,储能",广东
sz301292,海科新源,化学制品,化工原料,"化工原料,预亏预减,锂电池,融资融券,特斯拉,创业板综,新能源车,固态电池,化妆品概念,专精特新",山东
sz301293,三博脑科,医疗服务,人脑工程,"融资融券,人脑工程,创业板综,深股通,精准医疗,并购重组概念",北京
sz301295,美硕科技,电网设备,创业板综,"融资融券,创业板综,小米概念,新能源车,专精特新,微盘股",浙江
sz301296,新巨丰,包装材料,创业板综,"融资融券,创业板综,并购重组概念",山东
sz301297,富乐德,半导体,转债标的,"转债标的,融资融券,创业板综,深股通,半导体概念,并购重组概念",安徽
sz301298,东利机械,汽车零部件,创业板综,"融资融券,创业板综,贬值受益,新能源车,机器视觉,微盘股",河北
sz301299,卓创资讯,互联网服务,预盈预增,"预盈预增,融资融券,大数据,互联金融,创业板综,华为概念,鸿蒙概念,信创,数据要素,并购重组概念",山东
sz301300,远翔新材,化学制品,QFII重仓,"QFII重仓,机构重仓,预盈预增,融资融券,创业板综,有机硅,专精特新,微盘股",福建
sz301301,川宁生物,生物制品,深成500,"深成500,预盈预增,西部大开发,融资融券,土地流转,创业成份,中证500,一带一路,创业板综,深股通,粮食概念,AI制药（医疗）,合成生物",新疆
sz301302,华如科技,软件开发,军工,"军工,预亏预减,融资融券,虚拟现实,创业板综,人工智能,数字孪生,元宇宙概念,机器人概念,混合现实",北京
sz301303,真兰仪表,仪器仪表,物联网,"物联网,融资融券,创业板综,深股通,天然气,专精特新",上海
sz301305,朗坤科技,环保行业,节能环保,"节能环保,融资融券,创业板综,深股通,垃圾分类,合成生物",广东
sz301306,西测测试,专业服务,军工,"军工,社保重仓,预亏预减,西部大开发,融资融券,创业板综,大飞机,商业航天,专精特新,存储芯片,低空经济",陕西
sz301307,美利信,通信设备,预亏预减,"预亏预减,西部大开发,融资融券,特斯拉,充电桩,5G概念,创业板综,无人驾驶,深股通,新能源车,车联网(车路云),固态电池,华为汽车,汽车一体化压铸,小米汽车",重庆
sz301308,江波龙,半导体,深成500,"深成500,预盈预增,融资融券,创业成份,中证500,创业板综,深股通,国产芯片,专精特新,机器人概念,信创,存储芯片,小米汽车,AI手机,AIPC,AI眼镜",广东
sz301309,万得凯,通用设备,创业板综,"融资融券,创业板综,专精特新",浙江
sz301310,鑫宏业,电网设备,核能核电,"核能核电,太阳能,融资融券,充电桩,创业板综,新能源车,储能,专精特新,机器人概念,高压快充,可控核聚变,人形机器人",江苏
sz301311,昆船智能,通用设备,军工,"军工,机构重仓,预亏预减,西部大开发,融资融券,央国企改革,创业板综,人工智能,深股通,华为概念,专精特新,机器人概念",云南
sz301312,智立方,专用设备,机构重仓,"机构重仓,融资融券,苹果概念,虚拟现实,创业板综,国产芯片,半导体概念,机器视觉,专精特新,机器人概念,混合现实,AIPC,AI眼镜,华为海思",广东
sz301313,凡拓数创,软件开发,预亏预减,"预亏预减,融资融券,虚拟现实,创业板综,人工智能,百度概念,智慧政务,车联网(车路云),虚拟数字人,数字经济,AIGC概念,ChatGPT概念,数据要素,裸眼3D,空间计算,Kimi概念,谷子经济,首发经济",广东
sz301314,科瑞思,通信设备,QFII重仓,"QFII重仓,机构重仓,锂电池,融资融券,5G概念,创业板综,新能源车,WiFi,储能,专精特新,机器人概念,新型工业化,微盘股",广东
sz301315,威士顿,软件开发,大数据,"融资融券,大数据,互联金融,国产软件,创业板综,人工智能,工业互联,华为概念,机器视觉,数字经济,机器人概念,ERP概念",上海
sz301316,慧博云通,软件开发,机构重仓,"机构重仓,物联网,云计算,融资融券,大数据,互联金融,国产软件,创业板综,人工智能,深股通,百度概念,华为概念,数字经济,信创,多模态AI,财税数字化,荣耀概念,华为海思,并购重组概念,小红书概念",浙江
sz301317,鑫磊股份,通用设备,创业板综,"融资融券,创业板综,专精特新,中俄贸易概念,空气能热泵",浙江
sz301318,维海德,消费电子,机构重仓,"机构重仓,预盈预增,融资融券,在线教育,国产软件,创业板综,人工智能,贬值受益,超清视频,边缘计算,远程办公,信创",广东
sz301319,唯特偶,电子元件,创业板综,"融资融券,创业板综,华为概念,专精特新",广东
sz301320,豪江智能,电子元件,QFII重仓,"QFII重仓,机构重仓,物联网,融资融券,养老概念,智能家居,无人机,创业板综,人工智能,贬值受益,鸿蒙概念,机器人概念,跨境电商",山东
sz301321,翰博高新,光学光电子,预亏预减,"预亏预减,融资融券,虚拟现实,创业板综,小米概念,OLED,华为概念,新能源车,MiniLED,AIPC",安徽
sz301322,绿通科技,交运设备,一带一路,"融资融券,一带一路,创业板综,半导体概念,中芯概念,快递概念,并购重组概念",广东
sz301323,新莱福,塑料制品,机构重仓,"机构重仓,稀土永磁,融资融券,食品安全,创业板综,核污染防治,专精特新",广东
sz301325,曼恩斯特,电池,预亏预减,"预亏预减,锂电池,融资融券,燃料电池,创业板综,深股通,氢能源,固态电池,专精特新,机器人概念,钙钛矿电池,Chiplet概念",广东
sz301326,捷邦科技,消费电子,新材料,"新材料,预盈预增,锂电池,融资融券,苹果概念,无人机,创业板综,固态电池,并购重组概念",广东
sz301327,华宝新能,电源设备,预盈预增,"预盈预增,锂电池,融资融券,创业板综,深股通,贬值受益,储能",广东
sz301328,维峰电子,电子元件,新能源,"新能源,社保重仓,太阳能,风能,融资融券,创业板综,深股通,新能源车,专精特新,机器人概念,低空经济,人形机器人",广东
sz301329,信音电子,电子元件,5G概念,"融资融券,5G概念,创业板综,新能源车,AIPC",江苏
sz301330,熵基科技,软件开发,物联网,"物联网,融资融券,国家安防,充电桩,人脑工程,创业板综,人工智能,深股通,AI智能体,贬值受益,华为概念,边缘计算,生物识别,机器视觉,数据安全,电子身份证,机器人概念,信创,AIGC概念,跨境电商,多模态AI,DeepSeek概念",广东
sz301331,恩威医药,中药,预亏预减,"预亏预减,西部大开发,融资融券,中药概念,创业板综,流感",西藏
sz301332,德尔玛,家电行业,智能家居,"融资融券,智能家居,创业板综,深股通,小米概念,专精特新,机器人概念",广东
sz301333,诺思格,医疗服务,创业板综,"融资融券,创业板综,深股通,CRO,创新药,AI制药（医疗）",北京
sz301335,天元宠物,家用轻工,一带一路,"融资融券,一带一路,创业板综,宠物经济,跨境电商",浙江
sz301336,趣睡科技,家用轻工,西部大开发,"西部大开发,融资融券,创业板综,人工智能,小米概念,户外露营,微盘股,DeepSeek概念",四川
sz301337,亚华电子,软件开发,预亏预减,"预亏预减,融资融券,养老概念,创业板综,互联医疗,鸿蒙概念,专精特新,机器人概念",山东
sz301338,凯格精机,专用设备,军工,"军工,LED,融资融券,苹果概念,创业板综,华为概念,PCB,半导体概念,工业母机,专精特新,玻璃基板",广东
sz301339,通行宝,软件开发,智慧城市,"融资融券,智慧城市,特斯拉,央国企改革,创业板综,深股通,养老金,数字孪生,ETC,车联网(车路云),数字经济,机器人概念,信创,数据要素",江苏
sz301345,涛涛车业,交运设备,QFII重仓,"QFII重仓,预盈预增,融资融券,创业板综,深股通,专精特新,百元股,机器人概念,人形机器人,2025中报预增",浙江
sz301348,蓝箭电子,半导体,预亏预减,"预亏预减,锂电池,LED,融资融券,创业板综,深股通,国产芯片,氮化镓,半导体概念,第三代半导体,Chiplet概念",广东
sz301349,信德新材,化学制品,新材料,"新材料,预亏预减,锂电池,融资融券,创业板综,专精特新,碳基材料,碳纤维",辽宁
sz301353,普莱得,通用设备,创业板综,"融资融券,创业板综,贬值受益,专精特新,微盘股",浙江
sz301355,南王科技,造纸印刷,创业板综,"融资融券,创业板综,微盘股",福建
sz301356,天振股份,塑料制品,预盈预增,"预盈预增,融资融券,创业板综,养老金",浙江
sz301357,北方长龙,汽车零部件,军工,"军工,新材料,预亏预减,西部大开发,融资融券,无人机,创业板综,专精特新,百元股",陕西
sz301358,湖南裕能,电池,深成500,"深成500,预亏预减,锂电池,融资融券,创业成份,中证500,创业板综,深股通,MSCI中国,固态电池,储能,磷化工,动力电池回收",湖南
sz301359,东南电子,电子元件,创业板综,"融资融券,创业板综,新能源车,专精特新,中俄贸易概念,微盘股",浙江
sz301360,荣旗科技,专用设备,苹果概念,"融资融券,苹果概念,创业板综,人工智能,机器视觉,专精特新,AI眼镜",江苏
sz301361,众智科技,电网设备,智能电网,"智能电网,融资融券,创业板综,边缘计算,储能,专精特新,发电机概念",河南
sz301362,民爆光电,家电行业,节能环保,"节能环保,机构重仓,LED,融资融券,创业板综,贬值受益,专精特新",广东
sz301363,美好医疗,医疗器械,医疗器械概念,"融资融券,医疗器械概念,人脑工程,创业板综,深股通,贬值受益",广东
sz301365,矩阵股份,装修装饰,QFII重仓,"QFII重仓,机构重仓,融资融券,创业板综,人工智能,AIGC概念",广东
sz301366,一博科技,电子元件,创业板综,"融资融券,创业板综,人工智能,深股通,PCB,EDA概念,商业航天,专精特新,机器人概念,飞行汽车(eVTOL),低空经济,华为海思",广东
sz301367,瑞迈特,医疗器械,机构重仓,"机构重仓,预亏预减,融资融券,医疗器械概念,创业板综,深股通,专精特新,机器人概念",北京
sz301368,丰立智能,通用设备,创业板综,"融资融券,创业板综,深股通,专精特新,机器人概念,减速器,机器人执行器,人形机器人",浙江
sz301369,联动科技,半导体,机构重仓,"机构重仓,融资融券,创业板综,半导体概念,第三代半导体,专精特新",广东
sz301370,国科恒泰,贸易行业,医疗器械概念,"融资融券,医疗器械概念,央国企改革,创业板综,深股通,数据要素,SPD概念",北京
sz301371,敷尔佳,美容护理,电商概念,"融资融券,电商概念,医疗器械概念,创业板综,深股通,化妆品概念,合成生物",黑龙江
sz301372,科净源,环保行业,节能环保,"节能环保,预亏预减,融资融券,创业板综,专精特新,微盘股",北京
sz301373,凌玮科技,化学制品,化工原料,"化工原料,新材料,融资融券,创业板综",广东
sz301376,致欧科技,家用轻工,创业板综,"融资融券,创业板综,深股通,宠物经济,户外露营,跨境电商",河南
sz301377,鼎泰高科,通用设备,创业板综,"融资融券,创业板综,深股通,PCB,工业母机,专精特新",广东
sz301378,通达海,软件开发,QFII重仓,"QFII重仓,机构重仓,预亏预减,融资融券,创业板综,人工智能,华为概念,智慧政务,信创,数据要素",江苏
sz301379,天山电子,光学光电子,机构重仓,"机构重仓,西部大开发,融资融券,创业板综,人工智能,PCB,MiniLED,鸿蒙概念,低空经济",广西
sz301380,挖金客,互联网服务,云计算,"云计算,融资融券,大数据,网络安全,国产软件,创业板综,人工智能,百度概念,华为概念,智慧政务,抖音概念(字节概念),元宇宙概念,数据安全,数字经济,信创",北京
sz301381,赛维时代,互联网服务,电商概念,"融资融券,电商概念,创业板综,深股通,跨境电商",广东
sz301382,蜂助手,互联网服务,物联网,"物联网,云计算,融资融券,创业板综,深股通,养老金,华为概念,鸿蒙概念,数据安全,数字经济",广东
sz301383,天键股份,电子元件,智能穿戴,"融资融券,智能穿戴,医疗器械概念,虚拟现实,创业板综,增强现实,深股通,百度概念,无线耳机,专精特新,AI眼镜",江西
sz301386,未来电器,电源设备,创业板综,"融资融券,创业板综,专精特新",江苏
sz301387,光大同创,消费电子,预亏预减,"预亏预减,融资融券,智能穿戴,苹果概念,创业板综,柔性屏(折叠屏),碳纤维",广东
sz301388,欣灵电气,电网设备,预亏预减,"预亏预减,融资融券,创业板综,传感器,专精特新",浙江
sz301389,隆扬电子,电子元件,苹果概念,"融资融券,苹果概念,创业板综,深股通,专精特新,复合集流体,AIPC,并购重组概念",江苏
sz301390,经纬股份,电网设备,物联网,"物联网,云计算,太阳能,长江三角,融资融券,水利建设,智慧城市,阿里概念,国产软件,充电桩,创业板综,人工智能,华为概念,数字孪生,虚拟电厂,碳交易,数字经济,时空大数据,数据要素,混合现实,空间计算,微盘股",浙江
sz301391,卡莱特,计算机设备,预亏预减,"预亏预减,LED,融资融券,虚拟现实,创业板综,人工智能,国产芯片,MicroLED,机器视觉,专精特新,元宇宙概念",广东
sz301392,汇成真空,专用设备,锂电池,"锂电池,融资融券,苹果概念,创业板综,无人驾驶,深股通,国产芯片,专精特新,百元股,复合集流体,AI眼镜",广东
sz301393,昊帆生物,生物制品,创业板综,"融资融券,创业板综,深股通,CRO",江苏
sz301395,仁信新材,化学原料,新材料,"新材料,融资融券,创业板综,专精特新",广东
sz301396,宏景科技,互联网服务,QFII重仓,"QFII重仓,物联网,预亏预减,云计算,融资融券,智慧城市,大数据,创业板综,人工智能,深股通,AI智能体,智慧政务,专精特新,新型城镇化,信创,ChatGPT概念,算力概念,空间计算,财税数字化,腾讯云",广东
sz301397,溯联股份,汽车零部件,西部大开发,"西部大开发,融资融券,创业板综,新能源车,专精特新,汽车热管理",重庆
sz301398,星源卓镁,汽车零部件,特斯拉,"融资融券,特斯拉,创业板综,无人驾驶,专精特新,汽车一体化压铸,减速器,飞行汽车(eVTOL),低空经济",浙江
sz301399,英特科技,通用设备,创业板综,"融资融券,创业板综,专精特新,液冷概念",浙江
