feature_name,importance,feature_index,importance_rank,importance_percent,cumulative_percent
step_01_行业_开盘价,4,230,147,0.1929,72.1796
step_22_个股_最高价,4,168,148,0.1929,72.3725
step_01_个股_成交量.1,4,10,149,0.1929,72.5654
step_02_个股_成交额,4,21,150,0.1929,72.7583
step_00_个股_成交额,4,3,151,0.1929,72.9512
step_12_行业_最高价,4,274,152,0.1929,73.1441
step_01_个股_涨跌幅,4,9,153,0.1929,73.337
step_22_个股_振幅,4,174,154,0.1929,73.5299
step_00_个股_流通市值,4,6,155,0.1929,73.7228
step_24_个股_涨跌幅,4,186,156,0.1929,73.9157
RSI_收盘价,4,506,157,0.1929,74.1086
step_01_个股_换手率,4,12,158,0.1929,74.3015
step_15_个股_最高价,4,117,159,0.1929,74.4944
step_20_个股_收盘价,4,154,160,0.1929,74.6873
step_05_个股_最高价,4,41,161,0.1929,74.8802
step_08_个股_涨跌幅,4,66,162,0.1929,75.0731
step_14_指数_沪深300,4,396,163,0.1929,75.266
step_13_个股_成交量,4,105,164,0.1929,75.4589
step_16_个股_涨跌幅,4,128,165,0.1929,75.6518
step_11_个股_振幅,4,93,166,0.1929,75.8447
step_11_个股_涨跌幅,4,92,167,0.1929,76.0376
step_18_指数_中证500,4,414,168,0.1929,76.2305
step_02_指数_上证指数,4,354,169,0.1929,76.4234
step_23_指数_沪深300,4,431,170,0.1929,76.6163
step_17_个股_成交额,4,137,171,0.1929,76.8092
step_11_行业_收盘价,4,271,172,0.1929,77.0021
step_25_个股_换手率,4,197,173,0.1929,77.195
step_05_个股_成交量,4,42,174,0.1929,77.3879
step_26_指数_创业板指,4,443,175,0.1929,77.5808
step_29_指数_深证成指,4,454,176,0.1929,77.7737
step_06_个股_换手率,4,55,177,0.1929,77.9666
step_03_情绪_sentiment_0,4,461,178,0.1929,78.1595
step_03_情绪_sentiment_1,4,462,179,0.1929,78.3524
step_06_个股_成交量,4,51,180,0.1929,78.5453
step_19_个股_振幅,4,151,181,0.1929,78.7382
step_25_行业_最高价,4,329,182,0.1929,78.9311
step_15_个股_涨跌幅,4,119,183,0.1929,79.124
step_25_个股_成交额,4,196,184,0.1929,79.3169
step_20_个股_成交量.1,4,156,185,0.1929,79.5098
step_05_个股_成交量.1,4,44,186,0.1929,79.7027
step_24_个股_换手率,4,189,187,0.1929,79.8956
step_06_行业_收盘价,3,251,188,0.1446,80.0402
step_03_行业_最低价,3,240,189,0.1446,80.1848
step_07_行业_最高价,3,254,190,0.1446,80.3294
step_11_指数_中证500,3,389,191,0.1446,80.474
step_16_行业_收盘价,3,291,192,0.1446,80.6186
step_18_行业_成交量,3,301,193,0.1446,80.7632
Momentum10D_最高价,3,512,194,0.1446,80.9078
Volatility_开盘价,3,505,195,0.1446,81.0524
MA5_开盘价,3,501,196,0.1446,81.197
step_23_情绪_sentiment_0,3,491,197,0.1446,81.3416
step_19_情绪_sentiment_1,3,485,198,0.1446,81.4862
step_18_情绪_sentiment_0,3,483,199,0.1446,81.6308
step_14_情绪_sentiment_1,3,478,200,0.1446,81.7754
step_28_指数_上证指数,3,449,201,0.1446,81.92
step_27_指数_上证指数,3,445,202,0.1446,82.0646
step_24_指数_沪深300,3,434,203,0.1446,82.2092
step_19_指数_创业板指,3,417,204,0.1446,82.3538
step_19_指数_上证指数,3,415,205,0.1446,82.4984
step_18_指数_创业板指,3,413,206,0.1446,82.643
step_17_指数_深证成指,3,408,207,0.1446,82.7876
step_17_指数_沪深300,3,407,208,0.1446,82.9322
step_29_个股_换手率,3,223,209,0.1446,83.0768
step_06_指数_创业板指,3,368,210,0.1446,83.2214
step_05_指数_中证500,3,365,211,0.1446,83.366
step_05_指数_上证指数,3,363,212,0.1446,83.5106
step_01_指数_中证500,3,353,213,0.1446,83.6552
step_01_指数_沪深300,3,351,214,0.1446,83.7998
step_00_指数_沪深300,3,347,215,0.1446,83.9444
step_29_行业_最高价,3,346,216,0.1446,84.089
step_24_行业_开盘价,3,325,217,0.1446,84.2336
step_22_行业_成交量,3,318,218,0.1446,84.3782
step_19_行业_最低价,3,304,219,0.1446,84.5228
step_18_行业_涨跌幅,3,302,220,0.1446,84.6674
step_29_个股_振幅,3,224,221,0.1446,84.812
step_08_行业_开盘价,3,258,222,0.1446,84.9566
Momentum10D_最低价,3,516,223,0.1446,85.1012
step_26_个股_换手率,3,202,224,0.1446,85.2458
step_27_个股_流通市值,3,210,225,0.1446,85.3904
step_03_个股_收盘价,3,25,226,0.1446,85.535
step_20_个股_成交量,3,155,227,0.1446,85.6796
step_03_个股_涨跌幅,3,27,228,0.1446,85.8242
step_03_个股_流通市值,3,31,229,0.1446,85.9688
step_27_个股_收盘价,3,205,230,0.1446,86.1134
step_04_个股_涨跌幅,3,36,231,0.1446,86.258
step_28_个股_成交量,3,213,232,0.1446,86.4026
step_04_个股_成交量.1,3,37,233,0.1446,86.5472
step_22_个股_成交量,3,169,234,0.1446,86.6918
step_22_个股_涨跌幅,3,170,235,0.1446,86.8364
step_25_个股_流通市值,3,198,236,0.1446,86.981
step_24_个股_成交额,3,188,237,0.1446,87.1256
step_23_个股_收盘价,3,176,238,0.1446,87.2702
step_02_个股_涨跌幅,3,19,239,0.1446,87.4148
step_03_个股_振幅,3,30,240,0.1446,87.5594
step_12_个股_涨跌幅,3,98,241,0.1446,87.704
step_02_个股_成交量,3,18,242,0.1446,87.8486
step_19_个股_收盘价,3,146,243,0.1446,87.9932
step_12_个股_最高价,3,96,244,0.1446,88.1378
step_02_个股_最高价,3,17,245,0.1446,88.2824
step_02_个股_收盘价,3,16,246,0.1446,88.427
step_27_指数_中证500,2,448,247,0.0964,88.5234
step_16_指数_沪深300,2,403,248,0.0964,88.6198
step_25_指数_创业板指,2,439,249,0.0964,88.7162
step_20_行业_开盘价,2,306,250,0.0964,88.8126
step_17_个股_成交量.1,2,136,251,0.0964,88.909
step_17_个股_开盘价,2,133,252,0.0964,89.0054
step_12_指数_创业板指,2,390,253,0.0964,89.1018
step_26_指数_中证500,2,444,254,0.0964,89.1982
step_26_行业_最低价,2,335,255,0.0964,89.2946
step_18_行业_最高价,2,300,256,0.0964,89.391
step_21_行业_最高价,2,311,257,0.0964,89.4874
step_15_个股_成交量,2,118,258,0.0964,89.5838
step_17_行业_涨跌幅,2,298,259,0.0964,89.6802
step_16_个股_开盘价,2,125,260,0.0964,89.7766
step_08_指数_上证指数,2,373,261,0.0964,89.873
step_16_行业_涨跌幅,2,294,262,0.0964,89.9694
step_00_情绪_sentiment_0,2,457,263,0.0964,90.0658
step_15_行业_成交量,2,289,264,0.0964,90.1622
step_28_指数_创业板指,2,451,265,0.0964,90.2586
step_28_行业_收盘价,2,342,266,0.0964,90.355
step_10_个股_成交量,2,82,267,0.0964,90.4514
step_23_指数_创业板指,2,433,268,0.0964,90.5478
step_11_个股_收盘价,2,89,269,0.0964,90.6442
step_19_指数_深证成指,2,416,270,0.0964,90.7406
step_10_个股_成交额,2,84,271,0.0964,90.837
step_27_行业_收盘价,2,337,272,0.0964,90.9334
step_20_指数_中证500,2,422,273,0.0964,91.0298
step_20_个股_开盘价,2,153,274,0.0964,91.1262
step_21_指数_中证500,2,425,275,0.0964,91.2226
step_22_指数_上证指数,2,426,276,0.0964,91.319
step_14_行业_成交量,2,284,277,0.0964,91.4154
step_23_行业_最高价,2,322,278,0.0964,91.5118
step_17_指数_创业板指,2,409,279,0.0964,91.6082
step_22_指数_中证500,2,429,280,0.0964,91.7046
step_23_指数_上证指数,2,430,281,0.0964,91.801
step_21_个股_成交量,2,162,282,0.0964,91.8974
step_23_指数_深证成指,2,432,283,0.0964,91.9938
step_02_情绪_sentiment_1,2,460,284,0.0964,92.0902
step_08_个股_成交量,2,65,285,0.0964,92.1866
step_08_指数_沪深300,2,374,286,0.0964,92.283
step_11_行业_开盘价,2,270,287,0.0964,92.3794
step_29_个股_收盘价,2,218,288,0.0964,92.4758
step_02_行业_涨跌幅,2,237,289,0.0964,92.5722
step_09_行业_开盘价,2,263,290,0.0964,92.6686
step_26_个股_流通市值,2,204,291,0.0964,92.765
step_08_行业_最低价,2,260,292,0.0964,92.8614
step_04_个股_开盘价,2,32,293,0.0964,92.9578
step_27_个股_涨跌幅,2,207,294,0.0964,93.0542
Momentum5D_收盘价,2,508,295,0.0964,93.1506
step_26_情绪_sentiment_0,2,494,296,0.0964,93.247
step_27_情绪_sentiment_0,2,496,297,0.0964,93.3434
step_04_行业_成交量,2,244,298,0.0964,93.4398
step_02_行业_收盘价,2,233,299,0.0964,93.5362
step_29_情绪_sentiment_0,2,499,300,0.0964,93.6326
step_04_行业_收盘价,2,242,301,0.0964,93.729
step_03_行业_最高价,2,239,302,0.0964,93.8254
step_04_个股_振幅,2,38,303,0.0964,93.9218
step_09_行业_涨跌幅,2,265,304,0.0964,94.0182
step_02_行业_成交量,2,236,305,0.0964,94.1146
step_13_行业_涨跌幅,2,281,306,0.0964,94.211
step_06_情绪_sentiment_1,2,466,307,0.0964,94.3074
step_25_个股_收盘价,2,193,308,0.0964,94.4038
step_08_情绪_sentiment_0,2,469,309,0.0964,94.5002
step_06_个股_收盘价,2,49,310,0.0964,94.5966
step_12_行业_涨跌幅,2,277,311,0.0964,94.693
step_16_指数_中证500,1,405,312,0.0482,94.7412
step_09_指数_中证500,1,381,313,0.0482,94.7894
step_01_个股_流通市值,1,14,314,0.0482,94.8376
step_09_指数_沪深300,1,379,315,0.0482,94.8858
step_10_指数_深证成指,1,383,316,0.0482,94.934
step_02_个股_开盘价,1,15,317,0.0482,94.9822
step_08_指数_中证500,1,377,318,0.0482,95.0304
step_17_指数_中证500,1,410,319,0.0482,95.0786
Momentum5D_最低价,1,515,320,0.0482,95.1268
step_08_指数_创业板指,1,376,321,0.0482,95.175
step_01_个股_振幅,1,13,322,0.0482,95.2232
Volatility_最高价,1,511,323,0.0482,95.2714
step_12_个股_换手率,1,100,324,0.0482,95.3196
step_13_个股_换手率,1,108,325,0.0482,95.3678
step_12_个股_流通市值,1,101,326,0.0482,95.416
step_13_个股_开盘价,1,102,327,0.0482,95.4642
step_15_指数_上证指数,1,398,328,0.0482,95.5124
step_14_个股_换手率,1,115,329,0.0482,95.5606
step_14_指数_深证成指,1,397,330,0.0482,95.6088
step_13_个股_成交额,1,107,331,0.0482,95.657
step_14_个股_成交量.1,1,113,332,0.0482,95.7052
step_11_指数_创业板指,1,388,333,0.0482,95.7534
step_13_指数_创业板指,1,394,334,0.0482,95.8016
step_13_指数_深证成指,1,393,335,0.0482,95.8498
step_01_个股_成交额,1,11,336,0.0482,95.898
step_01_个股_最高价,1,8,337,0.0482,95.9462
step_06_情绪_sentiment_0,1,465,338,0.0482,95.9944
step_11_个股_最高价,1,90,339,0.0482,96.0426
step_08_个股_振幅,1,70,340,0.0482,96.0908
step_06_个股_成交额,1,54,341,0.0482,96.139
step_07_情绪_sentiment_1,1,468,342,0.0482,96.1872
step_02_情绪_sentiment_0,1,459,343,0.0482,96.2354
step_00_情绪_sentiment_1,1,458,344,0.0482,96.2836
step_07_个股_开盘价,1,57,345,0.0482,96.3318
step_06_个股_最高价,1,50,346,0.0482,96.38
step_08_个股_成交量.1,1,67,347,0.0482,96.4282
step_05_个股_振幅,1,46,348,0.0482,96.4764
step_11_情绪_sentiment_1,1,475,349,0.0482,96.5246
step_28_指数_沪深300,1,450,350,0.0482,96.5728
step_12_情绪_sentiment_0,1,476,351,0.0482,96.621
step_14_情绪_sentiment_0,1,477,352,0.0482,96.6692
step_05_个股_成交额,1,45,353,0.0482,96.7174
step_08_个股_流通市值,1,71,354,0.0482,96.7656
step_11_个股_开盘价,1,88,355,0.0482,96.8138
step_09_个股_最高价,1,74,356,0.0482,96.862
step_09_个股_成交量,1,75,357,0.0482,96.9102
step_10_个股_最高价,1,81,358,0.0482,96.9584
step_10_个股_成交量.1,1,83,359,0.0482,97.0066
step_04_个股_成交量,1,35,360,0.0482,97.0548
step_04_个股_最高价,1,34,361,0.0482,97.103
step_22_指数_深证成指,1,428,362,0.0482,97.1512
step_03_个股_换手率,1,29,363,0.0482,97.1994
step_03_个股_最高价,1,26,364,0.0482,97.2476
step_25_情绪_sentiment_1,1,493,365,0.0482,97.2958
step_06_个股_成交量.1,1,53,366,0.0482,97.344
step_10_个股_换手率,1,85,367,0.0482,97.3922
step_10_个股_振幅,1,86,368,0.0482,97.4404
step_21_指数_深证成指,1,424,369,0.0482,97.4886
step_29_个股_成交额,1,222,370,0.0482,97.5368
step_23_个股_流通市值,1,183,371,0.0482,97.585
step_07_行业_成交量,1,256,372,0.0482,97.6332
step_05_行业_收盘价,1,247,373,0.0482,97.6814
step_22_行业_最高价,1,316,374,0.0482,97.7296
step_18_个股_最高价,1,141,375,0.0482,97.7778
step_29_行业_收盘价,1,345,376,0.0482,97.826
step_05_行业_最高价,1,248,377,0.0482,97.8742
step_14_行业_收盘价,1,283,378,0.0482,97.9224
step_06_行业_开盘价,1,250,379,0.0482,97.9706
step_27_个股_成交量.1,1,208,380,0.0482,98.0188
step_19_个股_成交量,1,148,381,0.0482,98.067
step_07_行业_开盘价,1,253,382,0.0482,98.1152
step_23_个股_成交量,1,178,383,0.0482,98.1634
step_07_行业_涨跌幅,1,257,384,0.0482,98.2116
step_00_指数_创业板指,1,349,385,0.0482,98.2598
step_26_行业_最高价,1,334,386,0.0482,98.308
step_21_个股_振幅,1,166,387,0.0482,98.3562
step_25_行业_涨跌幅,1,331,388,0.0482,98.4044
step_25_行业_最低价,1,330,389,0.0482,98.4526
step_19_个股_流通市值,1,152,390,0.0482,98.5008
step_25_行业_收盘价,1,328,391,0.0482,98.549
step_24_行业_最高价,1,327,392,0.0482,98.5972
step_26_个股_最高价,1,201,393,0.0482,98.6454
step_10_行业_最高价,1,267,394,0.0482,98.6936
step_10_行业_涨跌幅,1,269,395,0.0482,98.7418
step_22_行业_收盘价,1,315,396,0.0482,98.79
step_24_个股_成交量.1,1,187,397,0.0482,98.8382
step_18_个股_开盘价,1,140,398,0.0482,98.8864
step_00_指数_中证500,1,350,399,0.0482,98.9346
step_02_行业_最高价,1,234,400,0.0482,98.9828
step_15_个股_换手率,1,122,401,0.0482,99.031
step_22_个股_换手率,1,173,402,0.0482,99.0792
step_15_个股_振幅,1,123,403,0.0482,99.1274
step_15_行业_最低价,1,288,404,0.0482,99.1756
step_00_行业_收盘价,1,226,405,0.0482,99.2238
step_29_个股_最高价,1,219,406,0.0482,99.272
step_29_个股_开盘价,1,217,407,0.0482,99.3202
step_28_个股_换手率,1,216,408,0.0482,99.3684
step_19_行业_收盘价,1,303,409,0.0482,99.4166
step_22_个股_成交量.1,1,171,410,0.0482,99.4648
step_01_行业_最低价,1,232,411,0.0482,99.513
step_15_行业_收盘价,1,287,412,0.0482,99.5612
step_03_指数_中证500,1,360,413,0.0482,99.6094
step_03_行业_收盘价,1,238,414,0.0482,99.6576
step_17_个股_换手率,1,138,415,0.0482,99.7058
step_28_个股_最高价,1,212,416,0.0482,99.754
step_03_行业_涨跌幅,1,241,417,0.0482,99.8022
step_02_指数_深证成指,1,356,418,0.0482,99.8504
step_03_指数_深证成指,1,358,419,0.0482,99.8986
step_15_行业_开盘价,1,286,420,0.0482,99.9468
step_24_个股_流通市值,1,191,421,0.0482,99.995
step_06_个股_涨跌幅,0,52,422,0.0,99.995
step_13_行业_成交量,0,280,423,0.0,99.995
step_04_情绪_sentiment_1,0,463,424,0.0,99.995
step_14_行业_开盘价,0,282,425,0.0,99.995
step_13_行业_收盘价,0,279,426,0.0,99.995
step_07_情绪_sentiment_0,0,467,427,0.0,99.995
step_05_情绪_sentiment_1,0,464,428,0.0,99.995
step_13_行业_开盘价,0,278,429,0.0,99.995
step_24_个股_收盘价,0,185,430,0.0,99.995
step_05_个股_流通市值,0,47,431,0.0,99.995
step_24_个股_开盘价,0,184,432,0.0,99.995
step_07_指数_上证指数,0,370,433,0.0,99.995
step_25_个股_开盘价,0,192,434,0.0,99.995
step_25_个股_涨跌幅,0,195,435,0.0,99.995
step_29_个股_成交量,0,220,436,0.0,99.995
step_01_个股_开盘价,0,7,437,0.0,99.995
MA5_最低价,0,513,438,0.0,99.995
step_00_行业_开盘价,0,225,439,0.0,99.995
Volatility_收盘价,0,507,440,0.0,99.995
step_28_个股_成交量.1,0,215,441,0.0,99.995
step_02_行业_最低价,0,235,442,0.0,99.995
step_02_个股_成交量.1,0,20,443,0.0,99.995
step_28_情绪_sentiment_1,0,498,444,0.0,99.995
step_27_情绪_sentiment_1,0,497,445,0.0,99.995
step_27_个股_成交额,0,209,446,0.0,99.995
step_05_行业_最低价,0,249,447,0.0,99.995
step_03_个股_成交额,0,28,448,0.0,99.995
step_06_行业_成交量,0,252,449,0.0,99.995
step_19_情绪_sentiment_0,0,484,450,0.0,99.995
step_27_个股_成交量,0,206,451,0.0,99.995
step_09_行业_最高价,0,264,452,0.0,99.995
step_17_情绪_sentiment_0,0,481,453,0.0,99.995
step_10_行业_成交量,0,268,454,0.0,99.995
step_07_行业_最低价,0,255,455,0.0,99.995
step_22_个股_收盘价,0,167,456,0.0,99.995
step_08_个股_开盘价,0,63,457,0.0,99.995
step_18_指数_沪深300,0,412,458,0.0,99.995
step_19_个股_涨跌幅,0,149,459,0.0,99.995
step_28_行业_涨跌幅,0,343,460,0.0,99.995
step_12_个股_成交额,0,99,461,0.0,99.995
step_17_指数_上证指数,0,406,462,0.0,99.995
step_18_个股_成交量,0,142,463,0.0,99.995
step_16_指数_深证成指,0,404,464,0.0,99.995
step_17_个股_流通市值,0,139,465,0.0,99.995
step_13_个股_收盘价,0,103,466,0.0,99.995
step_13_个股_成交量.1,0,106,467,0.0,99.995
step_17_个股_最高价,0,135,468,0.0,99.995
step_17_个股_收盘价,0,134,469,0.0,99.995
step_13_个股_振幅,0,109,470,0.0,99.995
step_02_指数_创业板指,0,357,471,0.0,99.995
step_14_个股_收盘价,0,110,472,0.0,99.995
step_16_个股_换手率,0,130,473,0.0,99.995
step_14_个股_振幅,0,116,474,0.0,99.995
step_04_指数_上证指数,0,361,475,0.0,99.995
step_04_指数_中证500,0,362,476,0.0,99.995
step_10_指数_上证指数,0,382,477,0.0,99.995
step_16_个股_成交量,0,127,478,0.0,99.995
step_15_个股_成交量.1,0,120,479,0.0,99.995
step_05_指数_创业板指,0,364,480,0.0,99.995
step_09_指数_上证指数,0,378,481,0.0,99.995
step_16_个股_最高价,0,126,482,0.0,99.995
step_08_指数_深证成指,0,375,483,0.0,99.995
step_29_个股_成交量.1,0,221,484,0.0,99.995
step_07_指数_创业板指,0,372,485,0.0,99.995
step_18_指数_上证指数,0,411,486,0.0,99.995
step_19_个股_成交额,0,150,487,0.0,99.995
step_08_个股_收盘价,0,64,488,0.0,99.995
step_26_行业_涨跌幅,0,336,489,0.0,99.995
step_17_行业_收盘价,0,295,490,0.0,99.995
step_23_个股_最高价,0,177,491,0.0,99.995
step_22_个股_成交额,0,172,492,0.0,99.995
step_08_个股_成交额,0,68,493,0.0,99.995
step_27_指数_创业板指,0,447,494,0.0,99.995
step_27_指数_沪深300,0,446,495,0.0,99.995
step_08_个股_换手率,0,69,496,0.0,99.995
step_07_指数_沪深300,0,371,497,0.0,99.995
step_26_指数_深证成指,0,442,498,0.0,99.995
step_26_指数_沪深300,0,441,499,0.0,99.995
step_26_指数_上证指数,0,440,500,0.0,99.995
step_20_行业_成交量,0,309,501,0.0,99.995
step_21_行业_开盘价,0,310,502,0.0,99.995
step_21_行业_最低价,0,312,503,0.0,99.995
step_21_行业_成交量,0,313,504,0.0,99.995
step_22_行业_开盘价,0,314,505,0.0,99.995
