概念代码,概念名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高价,最低价,开盘价,昨收价,总市值,流通市值,主力净流入,主力净流入占比,总股本,更新时间
BK1174,合成生物,1376.53,0.67,9.12,6885839.0,12644375269.0,0.89,1377.78,1365.66,1365.66,1367.41,1534302176000.0,1265588352000.0,-63421920.0,-0.5,210293456.0,1754532093
BK1008,国资云概念,1676.59,0.64,10.73,2185533.0,4503349532.0,1.22,1683.11,1662.72,1662.72,1665.86,407721440000.0,353551696000.0,-40969408.0,-0.91,114290832.0,1754532093
BK0935,中芯概念,1389.12,0.62,8.62,3059767.0,10472975725.0,0.53,1391.16,1383.78,1383.88,1380.5,2476252736000.0,1809722032000.0,163794432.0,1.56,39817488.0,1754532093
BK1142,裸眼3D,1208.84,0.62,7.5,3930976.0,4638039359.0,0.73,1215.93,1207.21,1207.21,1201.34,302273184000.0,286761808000.0,-164329360.0,-3.54,134978912.0,1754532093
BK0964,6G概念,1565.64,0.61,9.56,3697802.0,6603660689.0,0.99,1568.65,1553.22,1555.24,1556.08,543311120000.0,470506096000.0,-105671680.0,-1.6,204712784.0,1754532093
BK0801,增强现实,1298.5,0.61,7.81,6369150.0,11315258324.0,0.62,1301.1,1293.13,1293.13,1290.69,702090096000.0,647352592000.0,49721696.0,0.44,164777264.0,1754532093
BK0946,EDA概念,1314.51,0.6,7.8,758506.0,2414708148.0,0.66,1315.76,1307.2,1312.64,1306.71,249434823000.0,233664445000.0,-29948768.0,-1.24,43364480.0,1754532093
BK1152,高带宽内存,1076.22,0.59,6.33,1054991.0,4908888748.0,0.8,1078.91,1070.37,1070.37,1069.89,737546240000.0,702494688000.0,18629216.0,0.38,15264928.0,1754532093
BK1168,铜缆高速连接,1818.39,0.59,10.69,4619728.0,12602138380.0,1.07,1829.27,1809.84,1809.84,1807.7,672670400000.0,625878912000.0,727754528.0,5.77,-288584960.0,1754532093
BK0948,MicroLED,1075.23,0.59,6.29,2492814.0,1733338266.0,0.73,1076.61,1068.78,1068.8,1068.94,465972528000.0,429823632000.0,-49730344.0,-2.87,71490448.0,1754532093
BK0977,碳化硅,1528.68,0.58,8.87,3417864.0,4999875756.0,0.63,1530.9,1521.25,1521.25,1519.81,641332096000.0,573660704000.0,-90319184.0,-1.81,85567808.0,1754532093
BK0852,冷链物流,2038.11,0.58,11.76,9918421.0,14471935264.0,0.68,2038.93,2025.13,2025.19,2026.35,1685928736000.0,1519319904000.0,-310161248.0,-2.14,391939056.0,1754532093
BK0706,人脑工程,5298.05,0.58,30.52,4104135.0,7235159124.0,1.11,5314.86,5256.17,5256.17,5267.53,545023856000.0,476184752000.0,-409052032.0,-5.65,371468336.0,1754532093
BK1084,数字哨兵,1833.08,0.56,10.26,1099317.0,1440020511.0,1.04,1845.16,1826.23,1826.23,1822.82,106960184000.0,90749083000.0,-35352454.0,-2.45,36854960.0,1754532093
BK1187,小红书概念,1250.89,0.56,6.97,7530012.0,8551986914.0,0.56,1251.29,1244.38,1245.68,1243.92,540875248000.0,485836704000.0,36254016.0,0.42,-5511232.0,1754532093
BK1048,IGBT概念,882.33,0.56,4.87,4229092.0,8386849492.0,0.95,883.58,875.21,875.86,877.46,2067045728000.0,1359136336000.0,374690544.0,4.47,-147226512.0,1754532093
BK0952,第三代半导体,1553.44,0.55,8.56,10014748.0,17304893904.0,0.81,1555.44,1542.98,1542.98,1544.88,1805640720000.0,1623025632000.0,-82561536.0,-0.48,158213120.0,1754532093
BK0643,上海自贸,3433.43,0.55,18.85,3210645.0,4800336854.0,0.87,3437.54,3407.72,3408.1,3414.58,975149312000.0,769631792000.0,-284488496.0,-5.93,195366048.0,1754532093
BK1127,AI芯片,1467.65,0.54,7.93,3271148.0,9878916972.0,0.51,1470.7,1463.31,1465.45,1459.72,1345281040000.0,1079765376000.0,163347872.0,1.65,6303232.0,1754532093
BK0685,举牌,2577.25,0.54,13.83,843985.0,1046071951.0,0.87,2580.64,2558.29,2567.44,2563.42,254552730000.0,250450573000.0,70587349.0,6.75,-58204387.0,1754532093
BK0856,工业大麻,1998.07,0.54,10.68,4485587.0,5065642188.0,0.94,2003.5,1984.8,1985.03,1987.39,430768208000.0,403818176000.0,-117974384.0,-2.33,92327728.0,1754532093
BK1141,混合现实,1447.29,0.53,7.69,6240221.0,13532637138.0,0.97,1461.15,1447.19,1454.35,1439.6,981757392000.0,920845328000.0,807338800.0,5.97,-269217616.0,1754532093
BK0603,页岩气,2377.37,0.52,12.41,3598526.0,2734008645.0,0.61,2381.21,2366.76,2375.94,2364.96,2637305600000.0,2251575344000.0,-18003760.0,-0.66,66338688.0,1754532093
BK0904,广电,1623.75,0.52,8.44,6300796.0,2620422400.0,0.75,1624.51,1612.32,1612.67,1615.31,243490481000.0,228483305000.0,111728432.0,4.26,-33993440.0,1754532093
BK0996,毛发医疗,1011.49,0.51,5.17,1398425.0,1248625488.0,0.93,1013.22,1003.89,1005.3,1006.32,124397948000.0,106499604000.0,-41695123.0,-3.34,37590624.0,1754532093
BK1065,气溶胶检测,1564.56,0.51,7.88,973337.0,1332762163.0,1.42,1570.17,1548.04,1566.82,1556.68,208586754000.0,201199252000.0,-44636380.0,-3.35,33353440.0,1754532093
BK0976,被动元件,1437.03,0.5,7.19,1820977.0,4403887951.0,0.55,1441.45,1433.57,1436.41,1429.84,416316000000.0,381361360000.0,106773744.0,2.42,-99588480.0,1754532093
BK1049,EDR概念,1703.33,0.5,8.51,1526194.0,2856796695.0,0.49,1705.36,1697.08,1697.83,1694.82,292750048000.0,281968512000.0,-169666944.0,-5.94,130566480.0,1754532093
BK0722,虚拟现实,1197.63,0.5,5.95,32235335.0,46385471305.0,0.48,1198.54,1192.86,1192.86,1191.68,3547898224000.0,3269407200000.0,229813248.0,0.5,442919680.0,1754532093
BK0674,蓝宝石,2705.94,0.49,13.28,3119558.0,6067576747.0,0.44,2712.65,2700.74,2701.76,2692.66,543373600000.0,513482624000.0,170367792.0,2.81,14999264.0,1754532093
BK1107,科创板做市商,1577.06,0.49,7.7,2807721.0,3955844720.0,0.91,1585.7,1571.36,1571.69,1569.36,2122614864000.0,1773468720000.0,263154816.0,6.65,-162303696.0,1754532093
BK1077,统一大市场,1369.99,0.48,6.56,3389187.0,2280701289.0,0.83,1371.52,1360.15,1362.9,1363.43,411843216000.0,351617280000.0,84008350.0,3.68,-35768432.0,1754532093
BK0849,京东金融,1743.96,0.48,8.3,1237963.0,1053470850.0,0.67,1747.6,1736.02,1736.23,1735.66,258991523000.0,257999509000.0,12897465.0,1.22,-19692110.0,1754532093
BK1088,F5G概念,2782.12,0.47,13.15,2609213.0,7315293198.0,1.07,2800.9,2771.17,2771.17,2768.97,712376480000.0,696432880000.0,51219408.0,0.7,16336048.0,1754532093
BK1149,星闪概念,1505.51,0.47,7.05,2409913.0,6605343707.0,0.63,1508.45,1498.94,1499.32,1498.46,572335776000.0,483288448000.0,59625728.0,0.9,-15109056.0,1754532093
BK0866,人造肉,1058.44,0.47,4.92,553675.0,431962870.0,0.68,1059.26,1052.12,1054.75,1053.52,178724445000.0,169083192000.0,27500869.0,6.37,-8585628.0,1754532093
BK0915,WiFi,1264.59,0.46,5.78,2019090.0,3886673580.0,0.52,1268.08,1261.49,1262.77,1258.81,535217776000.0,496253712000.0,-56258832.0,-1.45,-19926640.0,1754532093
BK0567,股权激励,3387.96,0.45,15.08,15350993.0,30638940032.0,0.47,3390.33,3374.54,3374.54,3372.88,4982706944000.0,4422910464000.0,-677243152.0,-2.21,697053440.0,1754532093
BK1130,时空大数据,1430.2,0.45,6.35,2717522.0,3338266970.0,0.7,1432.7,1422.74,1427.19,1423.85,228949533000.0,193788289000.0,143894560.0,4.31,-24389600.0,1754532093
