交易日期,平均收益率,收益率标准差,股票数量,累计收益率,行业名称,数据类型,成交量,成交额,涨跌幅
2025-08-01,0.004266,0.008498,10,0.10172844975502104,银行,历史计算,0,0,0.4266
2025-08-04,0.007906,0.007951,10,0.1104387148787842,银行,历史计算,0,0,0.7906
2025-08-05,0.01803,0.011716,10,0.1304599249080487,银行,历史计算,0,0,1.8030000000000002
2025-08-06,-0.002465,0.005106,10,0.12767334119315032,银行,历史计算,0,0,-0.24650000000000002
2025-05-12,,,0,,航空机场,历史计算,0,0,
2025-05-13,0.004978,0.007555,10,0.004977999999999927,航空机场,历史计算,0,0,0.49779999999999996
2025-05-14,-0.000373,0.010694,10,0.00460314320599986,航空机场,历史计算,0,0,-0.0373
2025-05-15,0.000234,0.008352,10,0.004838220341510047,航空机场,历史计算,0,0,0.0234
2025-05-16,0.001446,0.006276,10,0.006291216408123912,航空机场,历史计算,0,0,0.1446
2025-05-19,0.001126,0.011363,10,0.007424300317799393,航空机场,历史计算,0,0,0.1126
2025-05-20,0.0019,0.006665,10,0.009338406488403228,航空机场,历史计算,0,0,0.19
2025-05-21,0.013428,0.01349,10,0.022891802610729428,航空机场,历史计算,0,0,1.3428
2025-05-22,0.00117,0.010231,10,0.02408858601978392,航空机场,历史计算,0,0,0.117
2025-05-23,-0.01385,0.003266,10,0.009904959103409938,航空机场,历史计算,0,0,-1.385
2025-05-26,0.018841,0.014708,10,0.028932578437877332,航空机场,历史计算,0,0,1.8841
2025-05-27,0.00289,0.009389,10,0.031906193589562815,航空机场,历史计算,0,0,0.28900000000000003
2025-05-28,0.006357,0.006818,10,0.03846602126221166,航空机场,历史计算,0,0,0.6356999999999999
2025-05-29,-0.002778,0.009287,10,0.035581162655145215,航空机场,历史计算,0,0,-0.2778
2025-05-30,-0.005587,0.00569,10,0.029795370699390977,航空机场,历史计算,0,0,-0.5587
2025-06-03,-0.004142,0.005332,10,0.0255299582739541,航空机场,历史计算,0,0,-0.4142
2025-06-04,-0.008041,0.009929,10,0.017283671879473328,航空机场,历史计算,0,0,-0.8040999999999999
2025-06-05,0.000137,0.005929,10,0.017423039742520796,航空机场,历史计算,0,0,0.0137
2025-06-06,0.003961,0.007852,10,0.021453052402941042,航空机场,历史计算,0,0,0.3961
2025-06-09,0.006143,0.008683,10,0.02772783850385241,航空机场,历史计算,0,0,0.6143
2025-06-10,0.002502,0.008091,10,0.03029921355578913,航空机场,历史计算,0,0,0.2502
2025-06-11,0.002062,0.005727,10,0.03242369053414107,航空机场,历史计算,0,0,0.2062
2025-06-12,-0.007913,0.005988,10,0.024254121870944445,航空机场,历史计算,0,0,-0.7913
2025-06-13,-0.016642,0.009637,10,0.007208484774768209,航空机场,历史计算,0,0,-1.6642000000000001
2025-06-16,-0.005597,0.005083,10,0.0015711388854837693,航空机场,历史计算,0,0,-0.5597000000000001
2025-06-17,0.002449,0.007357,10,0.004023986604614338,航空机场,历史计算,0,0,0.24489999999999998
2025-06-18,-0.007679,0.002767,10,-0.003685913588522438,航空机场,历史计算,0,0,-0.7679
2025-06-19,-0.008836,0.004944,10,-0.01248934485605424,航空机场,历史计算,0,0,-0.8836
2025-06-20,0.001217,0.004816,10,-0.01128754438874402,航空机场,历史计算,0,0,0.1217
2025-06-23,-0.001035,0.004206,10,-0.012310861780301718,航空机场,历史计算,0,0,-0.1035
2025-06-24,0.016608,0.008684,10,0.004092679427250889,航空机场,历史计算,0,0,1.6608
2025-06-25,0.009941,0.005413,10,0.014074364753437152,航空机场,历史计算,0,0,0.9941
2025-06-26,-0.002207,0.006776,10,0.011836302630426454,航空机场,历史计算,0,0,-0.2207
2025-06-27,0.004223,0.003537,10,0.016109287336434797,航空机场,历史计算,0,0,0.4223
2025-06-30,-0.003126,0.010353,10,0.012932929704221108,航空机场,历史计算,0,0,-0.3126
2025-07-01,-0.005634,0.004413,10,0.007226065578267438,航空机场,历史计算,0,0,-0.5634
2025-07-02,-0.003841,0.009863,10,0.003357310260381219,航空机场,历史计算,0,0,-0.3841
2025-07-03,-0.004048,0.007668,10,-0.0007042801315528813,航空机场,历史计算,0,0,-0.40480000000000005
2025-07-04,-0.002361,0.007765,10,-0.003063617326162227,航空机场,历史计算,0,0,-0.23609999999999998
2025-07-07,-0.000168,0.003975,10,-0.0032311026384513886,航空机场,历史计算,0,0,-0.0168
2025-07-08,0.004894,0.007624,10,0.0016470843452360828,航空机场,历史计算,0,0,0.4894
2025-07-09,0.003952,0.009953,10,0.0056055936225685166,航空机场,历史计算,0,0,0.3952
2025-07-10,0.002148,0.008306,10,0.007765634437669755,航空机场,历史计算,0,0,0.21480000000000002
2025-07-11,0.001005,0.006472,10,0.008778438900279628,航空机场,历史计算,0,0,0.1005
2025-07-14,0.000222,0.00929,10,0.009002387713715532,航空机场,历史计算,0,0,0.0222
2025-07-15,-0.011896,0.007611,10,-0.003000704690526823,航空机场,历史计算,0,0,-1.1896
2025-07-16,0.005335,0.004517,10,0.0023182865499493666,航空机场,历史计算,0,0,0.5335000000000001
2025-07-17,0.000539,0.008768,10,0.002858536106399967,航空机场,历史计算,0,0,0.053899999999999997
2025-07-18,0.004765,0.004738,10,0.007637157030946806,航空机场,历史计算,0,0,0.47650000000000003
2025-07-21,0.013359,0.016568,10,0.02109818181172307,航空机场,历史计算,0,0,1.3358999999999999
2025-07-22,0.008663,0.009152,10,0.029943955360758112,航空机场,历史计算,0,0,0.8663000000000001
2025-07-23,0.003075,0.024564,10,0.033111033023492276,航空机场,历史计算,0,0,0.3075
2025-07-24,0.02868,0.039353,10,0.06274065745060597,航空机场,历史计算,0,0,2.868
2025-07-25,-0.004937,0.014296,10,0.0574939068247724,航空机场,历史计算,0,0,-0.4937
2025-07-28,-0.015075,0.011964,10,0.04155218617938905,航空机场,历史计算,0,0,-1.5075
2025-07-29,-0.006357,0.004502,10,0.03493103893184668,航空机场,历史计算,0,0,-0.6356999999999999
2025-07-30,-0.002117,0.00731,10,0.03274008992242794,航空机场,历史计算,0,0,-0.2117
2025-07-31,-0.023775,0.008136,10,0.008186694284522122,航空机场,历史计算,0,0,-2.3775
2025-08-01,0.00036,0.006383,10,0.008549641494464355,航空机场,历史计算,0,0,0.036000000000000004
2025-08-04,0.003936,0.004309,10,0.012519292883386601,航空机场,历史计算,0,0,0.3936
2025-08-05,0.006453,0.004031,10,0.0190530798803632,航空机场,历史计算,0,0,0.6453
2025-08-06,-0.004064,0.004017,10,0.014911648163729474,航空机场,历史计算,0,0,-0.4064
2025-05-12,,,0,,汽车整车,历史计算,0,0,
2025-05-13,-0.004218,0.009868,10,-0.004218000000000055,汽车整车,历史计算,0,0,-0.42180000000000006
2025-05-14,-0.004517,0.010551,10,-0.008715947294000048,汽车整车,历史计算,0,0,-0.4517
2025-05-15,-0.017101,0.011969,10,-0.025667895879325386,汽车整车,历史计算,0,0,-1.7101000000000002
2025-05-16,0.009626,0.011669,10,-0.016288975045059884,汽车整车,历史计算,0,0,0.9625999999999999
2025-05-19,0.006731,0.014827,10,-0.00966761613608813,汽车整车,历史计算,0,0,0.6731
2025-05-20,0.013907,0.031355,10,0.0041049363263072625,汽车整车,历史计算,0,0,1.3906999999999998
2025-05-21,0.014594,0.031547,10,0.01875884376705339,汽车整车,历史计算,0,0,1.4594
2025-05-22,-0.005063,0.025985,10,0.01360086774106084,汽车整车,历史计算,0,0,-0.5063
2025-05-23,0.012514,0.0363,10,0.026285068999972294,汽车整车,历史计算,0,0,1.2514
2025-05-26,-0.005395,0.021904,10,0.02074826105271743,汽车整车,历史计算,0,0,-0.5395
2025-05-27,0.000874,0.013167,10,0.021640395032877624,汽车整车,历史计算,0,0,0.0874
2025-05-28,0.003289,0.027931,10,0.025000570292140756,汽车整车,历史计算,0,0,0.32889999999999997
2025-05-29,0.043811,0.034335,10,0.06990687027720988,汽车整车,历史计算,0,0,4.3811
2025-05-30,-0.029285,0.025656,10,0.03857464758114171,汽车整车,历史计算,0,0,-2.9284999999999997
2025-06-03,-0.022516,0.030485,10,0.015190100816204755,汽车整车,历史计算,0,0,-2.2516000000000003
2025-06-04,-0.003223,0.014921,10,0.01191814312127426,汽车整车,历史计算,0,0,-0.32230000000000003
2025-06-05,-0.01401,0.026411,10,-0.0022588300638547443,汽车整车,历史计算,0,0,-1.401
2025-06-06,-0.007426,0.017203,10,-0.00966805599180065,汽车整车,历史计算,0,0,-0.7426
2025-06-09,0.014971,0.032498,10,0.0051582035419461825,汽车整车,历史计算,0,0,1.4971
2025-06-10,-0.012953,0.014385,10,-0.007861610668532637,汽车整车,历史计算,0,0,-1.2953
2025-06-11,0.018704,0.02225,10,0.010695345765523223,汽车整车,历史计算,0,0,1.8703999999999998
2025-06-12,0.009426,0.017246,10,0.020222160094709007,汽车整车,历史计算,0,0,0.9426
2025-06-13,-0.017655,0.014935,10,0.0022101378582368714,汽车整车,历史计算,0,0,-1.7655
2025-06-16,-0.001002,0.008286,10,0.0012059233001029401,汽车整车,历史计算,0,0,-0.10020000000000001
2025-06-17,-0.002565,0.012947,10,-0.0013621698931618464,汽车整车,历史计算,0,0,-0.2565
2025-06-18,-0.003061,0.014383,10,-0.0044190002911188575,汽车整车,历史计算,0,0,-0.3061
2025-06-19,-0.013475,0.011199,10,-0.017834454262196098,汽车整车,历史计算,0,0,-1.3475000000000001
2025-06-20,-0.000977,0.021779,10,-0.018794030000381934,汽车整车,历史计算,0,0,-0.0977
2025-06-23,0.009454,0.010984,10,-0.009517708760005461,汽车整车,历史计算,0,0,0.9454
2025-06-24,0.01537,0.016831,10,0.005706004056353464,汽车整车,历史计算,0,0,1.537
2025-06-25,0.014923,0.015009,10,0.02071415475488636,汽车整车,历史计算,0,0,1.4923
2025-06-26,-0.011512,0.004909,10,0.008963693405348083,汽车整车,历史计算,0,0,-1.1512
2025-06-27,0.012324,0.025647,10,0.021398161962875584,汽车整车,历史计算,0,0,1.2324
2025-06-30,-0.002459,0.011341,10,0.018886543882608908,汽车整车,历史计算,0,0,-0.24589999999999998
2025-07-01,0.001281,0.019116,10,0.020191737545322663,汽车整车,历史计算,0,0,0.1281
2025-07-02,0.000691,0.018748,10,0.020896690035966392,汽车整车,历史计算,0,0,0.0691
2025-07-03,0.007654,0.01172,10,0.028710633301501698,汽车整车,历史计算,0,0,0.7654
2025-07-04,-0.004121,0.021258,10,0.02447131678166614,汽车整车,历史计算,0,0,-0.41209999999999997
2025-07-07,0.009812,0.014562,10,0.03452342934192787,汽车整车,历史计算,0,0,0.9812
2025-07-08,0.001423,0.009285,10,0.03599555618188144,汽车整车,历史计算,0,0,0.1423
2025-07-09,-0.010548,0.013563,10,0.025067875055274857,汽车整车,历史计算,0,0,-1.0548
2025-07-10,0.002587,0.015859,10,0.027719725648042814,汽车整车,历史计算,0,0,0.2587
2025-07-11,-0.004015,0.009997,10,0.023593430949566008,汽车整车,历史计算,0,0,-0.4015
2025-07-14,0.003572,0.016829,10,0.027249706684917774,汽车整车,历史计算,0,0,0.3572
2025-07-15,0.008005,0.024171,10,0.035472840586930676,汽车整车,历史计算,0,0,0.8005
2025-07-16,0.01836,0.032507,10,0.054484121940106656,汽车整车,历史计算,0,0,1.836
2025-07-17,0.009128,0.03439,10,0.06410945300517601,汽车整车,历史计算,0,0,0.9128000000000001
2025-07-18,-0.003245,0.010456,10,0.06065641783017406,汽车整车,历史计算,0,0,-0.3245
2025-07-21,0.005996,0.014553,10,0.06701611371148375,汽车整车,历史计算,0,0,0.5995999999999999
2025-07-22,-0.00333,0.010281,10,0.06346295005282454,汽车整车,历史计算,0,0,-0.333
2025-07-23,-0.006044,0.013772,10,0.05703537998270525,汽车整车,历史计算,0,0,-0.6043999999999999
2025-07-24,0.007124,0.013364,10,0.06456570002970197,汽车整车,历史计算,0,0,0.7124
2025-07-25,0.006919,0.024085,10,0.07193143010820746,汽车整车,历史计算,0,0,0.6919
2025-07-28,-0.000191,0.010805,10,0.0717266912050567,汽车整车,历史计算,0,0,-0.019100000000000002
2025-07-29,-0.000532,0.009967,10,0.07115653260533561,汽车整车,历史计算,0,0,-0.053200000000000004
2025-07-30,-0.006084,0.013411,10,0.06463961626096482,汽车整车,历史计算,0,0,-0.6084
2025-07-31,-0.01595,0.013675,10,0.04765861438160246,汽车整车,历史计算,0,0,-1.595
2025-08-01,0.018768,0.025274,10,0.06732107125631637,汽车整车,历史计算,0,0,1.8768
2025-08-04,0.000487,0.021046,10,0.0678408566180182,汽车整车,历史计算,0,0,0.0487
2025-08-05,0.012606,0.012312,10,0.08130205845654492,汽车整车,历史计算,0,0,1.2606
2025-08-06,0.002644,0.021302,10,0.08416102109910417,汽车整车,历史计算,0,0,0.2644
2025-05-12,,,0,,房地产开发,历史计算,0,0,
2025-05-13,-0.005647,0.004831,10,-0.005646999999999958,房地产开发,历史计算,0,0,-0.5647
2025-05-14,0.005853,0.006705,10,0.00017294810900025936,房地产开发,历史计算,0,0,0.5852999999999999
2025-05-15,-0.012499,0.020444,10,-0.01232821356941416,房地产开发,历史计算,0,0,-1.2499
2025-05-16,-0.006515,0.006931,10,-0.01876289525800945,房地产开发,历史计算,0,0,-0.6515
2025-05-19,0.026032,0.031597,9,0.006780669052634192,房地产开发,历史计算,0,0,2.6032
2025-05-20,-0.01029,0.020082,10,-0.0035791040319174128,房地产开发,历史计算,0,0,-1.0290000000000001
2025-05-21,0.00648,0.033036,10,0.0028777033739557645,房地产开发,历史计算,0,0,0.6479999999999999
2025-05-22,-0.013186,0.021661,10,-0.010346242022733265,房地产开发,历史计算,0,0,-1.3186
2025-05-23,-0.010944,0.019141,10,-0.021177012750036472,房地产开发,历史计算,0,0,-1.0944
2025-05-26,0.002097,0.013167,10,-0.01912442094577327,房地产开发,历史计算,0,0,0.2097
2025-05-27,0.005635,0.011277,10,-0.013597187057802662,房地产开发,历史计算,0,0,0.5635
2025-05-28,-0.002876,0.011136,10,-0.016434081547824442,房地产开发,历史计算,0,0,-0.2876
2025-05-29,0.011324,0.01293,10,-0.005296181087271923,房地产开发,历史计算,0,0,1.1324
2025-05-30,-0.000428,0.012758,10,-0.005721914321766608,房地产开发,历史计算,0,0,-0.0428
2025-06-03,0.010785,0.018318,10,0.005001374832273253,房地产开发,历史计算,0,0,1.0785
2025-06-04,0.013392,0.017524,10,0.01846035324402706,房地产开发,历史计算,0,0,1.3392
2025-06-05,-0.001659,0.009208,10,0.016770727517995354,房地产开发,历史计算,0,0,-0.16590000000000002
2025-06-06,0.011476,0.033058,10,0.028439188386991887,房地产开发,历史计算,0,0,1.1476
2025-06-09,-0.005067,0.021025,10,0.023228087019435018,房地产开发,历史计算,0,0,-0.5067
2025-06-10,-0.013497,0.02762,10,0.009417577528933796,房地产开发,历史计算,0,0,-1.3497000000000001
2025-06-11,0.006274,0.019473,10,0.01575066341035014,房地产开发,历史计算,0,0,0.6274
2025-06-12,0.000435,0.012673,10,0.0161925149489337,房地产开发,历史计算,0,0,0.0435
2025-06-13,-0.022996,0.014422,10,-0.007175848124831963,房地产开发,历史计算,0,0,-2.2996
2025-06-16,0.010205,0.009215,10,0.0029559223450541516,房地产开发,历史计算,0,0,1.0205
2025-06-17,-0.001056,0.005737,10,0.001896800891057815,房地产开发,历史计算,0,0,-0.10560000000000001
2025-06-18,-0.012265,0.005668,10,-0.010391463371871024,房地产开发,历史计算,0,0,-1.2265
2025-06-19,-0.017008,0.013227,10,-0.027222725362842315,房地产开发,历史计算,0,0,-1.7007999999999999
2025-06-20,-0.001376,0.010459,10,-0.028561266892743076,房地产开发,历史计算,0,0,-0.1376
2025-06-23,0.011629,0.01652,10,-0.017264405865438648,房地产开发,历史计算,0,0,1.1629
2025-06-24,0.016669,0.009789,10,-0.0008831862468096086,房地产开发,历史计算,0,0,1.6669
2025-06-25,0.015267,0.009927,10,0.014370330148760324,房地产开发,历史计算,0,0,1.5267
2025-06-26,-0.005698,0.012414,10,0.008590448007572693,房地产开发,历史计算,0,0,-0.5698
2025-06-27,0.012187,0.022709,10,0.020882139797441024,房地产开发,历史计算,0,0,1.2187
2025-06-30,0.00187,0.010435,10,0.022791189398862377,房地产开发,历史计算,0,0,0.187
2025-07-01,-0.004492,0.008798,10,0.018196811376082644,房地产开发,历史计算,0,0,-0.44920000000000004
2025-07-02,0.005943,0.008978,10,0.024247955026090784,房地产开发,历史计算,0,0,0.5943
2025-07-03,0.003033,0.009161,10,0.027354499073684924,房地产开发,历史计算,0,0,0.3033
2025-07-04,-0.004992,0.009436,10,0.022225945414309,房地产开发,历史计算,0,0,-0.4992
2025-07-07,0.020506,0.019667,10,0.04318771065097482,房地产开发,历史计算,0,0,2.0506
2025-07-08,0.006888,0.018509,10,0.05037318760193865,房地产开发,历史计算,0,0,0.6888
2025-07-09,0.003433,0.01091,10,0.053979118754976074,房地产开发,历史计算,0,0,0.3433
2025-07-10,0.026825,0.015134,10,0.0822521086155783,房地产开发,历史计算,0,0,2.6825
2025-07-11,0.015446,0.037294,10,0.09896857468525466,房地产开发,历史计算,0,0,1.5446
2025-07-14,0.003067,0.03956,10,0.10233911130381435,房地产开发,历史计算,0,0,0.3067
2025-07-15,-0.022813,0.024319,10,0.07719144915764042,房地产开发,历史计算,0,0,-2.2813
2025-07-16,0.000547,0.016184,10,0.07778067288032964,房地产开发,历史计算,0,0,0.0547
2025-07-17,0.002849,0.024225,10,0.0808512700173658,房地产开发,历史计算,0,0,0.2849
2025-07-18,0.005299,0.015538,10,0.08657870089718767,房地产开发,历史计算,0,0,0.5299
2025-07-21,0.010149,0.012502,10,0.09760638813259326,房地产开发,历史计算,0,0,1.0149
2025-07-22,0.004568,0.012596,10,0.10262025411358278,房地产开发,历史计算,0,0,0.4568
2025-07-23,-0.006658,0.010853,10,0.09527900846169457,房地产开发,历史计算,0,0,-0.6658
2025-07-24,0.016987,0.016083,10,0.11388451297843338,房地产开发,历史计算,0,0,1.6986999999999999
2025-07-25,0.003444,0.013434,10,0.11772073124113103,房地产开发,历史计算,0,0,0.3444
2025-07-28,0.011189,0.025682,10,0.1302269085029879,房地产开发,历史计算,0,0,1.1189
2025-07-29,-0.002872,0.010054,10,0.1269808968217674,房地产开发,历史计算,0,0,-0.2872
2025-07-30,-0.003862,0.011797,9,0.1226284965982416,房地产开发,历史计算,0,0,-0.3862
2025-07-31,-0.028491,0.007732,9,0.09064368810166101,房地产开发,历史计算,0,0,-2.8491
2025-08-01,0.001188,0.007254,9,0.0919393728031257,房地产开发,历史计算,0,0,0.1188
2025-08-04,0.005646,0.014234,9,0.09810446250197224,房地产开发,历史计算,0,0,0.5646
2025-08-05,0.007102,0.007578,9,0.10590320039466117,房地产开发,历史计算,0,0,0.7101999999999999
2025-08-06,-0.002261,0.003969,9,0.10340275325856885,房地产开发,历史计算,0,0,-0.2261
2025-05-12,,,0,,公用事业,历史计算,0,0,
2025-05-13,-0.003718,0.015683,10,-0.003717999999999999,公用事业,历史计算,0,0,-0.3718
2025-05-14,-0.002012,0.006402,10,-0.0057225193840000355,公用事业,历史计算,0,0,-0.2012
2025-05-15,-0.006215,0.006284,10,-0.011901953926028441,公用事业,历史计算,0,0,-0.6215
2025-05-16,-0.004141,0.005642,10,-0.01599366793482071,公用事业,历史计算,0,0,-0.41409999999999997
2025-05-19,0.016372,0.016056,10,0.00011648373375039434,公用事业,历史计算,0,0,1.6372000000000002
2025-05-20,0.008294,0.009938,10,0.008411449849838215,公用事业,历史计算,0,0,0.8293999999999999
2025-05-21,0.00068,0.009685,10,0.009097169635736035,公用事业,历史计算,0,0,0.068
2025-05-22,-0.018696,0.009635,10,-0.009768911047773776,公用事业,历史计算,0,0,-1.8696000000000002
2025-05-23,-0.011875,0.008561,10,-0.021527905229081434,公用事业,历史计算,0,0,-1.1875
2025-05-26,0.003752,0.007903,10,-0.017856677929500964,公用事业,历史计算,0,0,0.37520000000000003
2025-05-27,0.01557,0.021847,10,-0.0025647064048631707,公用事业,历史计算,0,0,1.557
2025-05-28,-0.001616,0.015539,10,-0.004176561839312809,公用事业,历史计算,0,0,-0.1616
2025-05-29,0.002705,0.005063,10,-0.0014828594390882133,公用事业,历史计算,0,0,0.2705
2025-05-30,-0.006951,0.011832,10,-0.008423552083127173,公用事业,历史计算,0,0,-0.6950999999999999
2025-06-03,-0.003045,0.007935,10,-0.011442902367034047,公用事业,历史计算,0,0,-0.3045
2025-06-04,0.007196,0.006843,10,-0.004329245492467271,公用事业,历史计算,0,0,0.7196
2025-06-05,-0.00539,0.004883,10,-0.009695910859262913,公用事业,历史计算,0,0,-0.539
2025-06-06,0.005132,0.00984,10,-0.00461367027379278,公用事业,历史计算,0,0,0.5132
2025-06-09,0.003418,0.008739,10,-0.0012114397987886827,公用事业,历史计算,0,0,0.3418
2025-06-10,-0.0047,0.009929,10,-0.005905746031734438,公用事业,历史计算,0,0,-0.47000000000000003
2025-06-11,0.004023,0.00435,10,-0.0019065048480200186,公用事业,历史计算,0,0,0.4023
2025-06-12,-0.008149,0.004958,10,-0.01003996874001345,公用事业,历史计算,0,0,-0.8149
2025-06-13,-0.010145,0.008762,10,-0.020083113257145957,公用事业,历史计算,0,0,-1.0145
2025-06-16,-0.003117,0.009363,10,-0.023137514193123487,公用事业,历史计算,0,0,-0.3117
2025-06-17,0.003256,0.004775,10,-0.01995684993933633,公用事业,历史计算,0,0,0.3256
2025-06-18,-0.009576,0.006561,10,-0.029341743144317256,公用事业,历史计算,0,0,-0.9575999999999999
2025-06-19,-0.006685,0.010121,10,-0.03583059359139751,公用事业,历史计算,0,0,-0.6685
2025-06-20,0.003298,0.014324,10,-0.03265076288906188,公用事业,历史计算,0,0,0.32980000000000004
2025-06-23,0.003457,0.01135,10,-0.029306636576369338,公用事业,历史计算,0,0,0.3457
2025-06-24,0.012087,0.016283,10,-0.01757386589266796,公用事业,历史计算,0,0,1.2087
2025-06-25,0.006496,0.009016,10,-0.011192025725506705,公用事业,历史计算,0,0,0.6496
2025-06-26,0.000492,0.009945,10,-0.010705532202163748,公用事业,历史计算,0,0,0.0492
2025-06-27,-0.00047,0.010498,10,-0.011170500602028732,公用事业,历史计算,0,0,-0.047
2025-06-30,0.006759,0.017834,10,-0.0044870020155979295,公用事业,历史计算,0,0,0.6759000000000001
2025-07-01,0.000555,0.010643,10,-0.003934492301716497,公用事业,历史计算,0,0,0.05550000000000001
