交易日期,平均收益率,收益率标准差,股票数量,累计收益率,行业名称,数据类型,成交量,成交额,涨跌幅
2025-07-02,0.003518,0.007174,10,-0.00043033384563406774,公用事业,历史计算,0,0,0.3518
2025-07-03,0.001926,0.007953,10,0.0014948373313792285,公用事业,历史计算,0,0,0.1926
2025-07-04,0.005278,0.020873,10,0.006780727082814186,公用事业,历史计算,0,0,0.5277999999999999
2025-07-07,0.009734,0.005988,10,0.01658073068023813,公用事业,历史计算,0,0,0.9733999999999999
2025-07-08,0.005318,0.010525,10,0.021986907005995482,公用事业,历史计算,0,0,0.5317999999999999
2025-07-09,0.00331,0.011236,10,0.02536968366818515,公用事业,历史计算,0,0,0.331
2025-07-10,0.004528,0.003915,10,0.030012557595834766,公用事业,历史计算,0,0,0.4528
2025-07-11,-0.007174,0.021016,10,0.02262324750764222,公用事业,历史计算,0,0,-0.7174
2025-07-14,0.005381,0.009091,10,0.028125983202480942,公用事业,历史计算,0,0,0.5381
2025-07-15,-0.014672,0.009953,10,0.013041318776934041,公用事业,历史计算,0,0,-1.4671999999999998
2025-07-16,0.002561,0.008674,10,0.015635717594321807,公用事业,历史计算,0,0,0.2561
2025-07-17,-0.001368,0.006367,10,0.014246327932652791,公用事业,历史计算,0,0,-0.1368
2025-07-18,-0.000636,0.007767,10,0.013601267268087636,公用事业,历史计算,0,0,-0.06359999999999999
2025-07-21,0.014139,0.006334,10,0.027932575585990937,公用事业,历史计算,0,0,1.4139000000000002
2025-07-22,0.003464,0.006851,10,0.03149333402782073,公用事业,历史计算,0,0,0.3464
2025-07-23,-0.003356,0.004055,10,0.028031642398823386,公用事业,历史计算,0,0,-0.3356
2025-07-24,0.006013,0.002549,10,0.03421319666456757,公用事业,历史计算,0,0,0.6013000000000001
2025-07-25,-0.007161,0.00397,10,0.02680719596325254,公用事业,历史计算,0,0,-0.7161
2025-07-28,-0.003781,0.004042,10,0.022924837955315525,公用事业,历史计算,0,0,-0.3781
2025-07-29,-0.002784,0.0051,10,0.020077015206448,公用事业,历史计算,0,0,-0.2784
2025-07-30,0.004223,0.009623,10,0.02438480044166491,公用事业,历史计算,0,0,0.4223
2025-07-31,-0.021471,0.008398,10,0.0023902343913819735,公用事业,历史计算,0,0,-2.1471
2025-08-01,0.006986,0.01465,10,0.009392932568839996,公用事业,历史计算,0,0,0.6986
2025-08-04,0.006292,0.014956,10,0.015744032900563143,公用事业,历史计算,0,0,0.6292
2025-08-05,0.010273,0.012819,10,0.026178771350550578,公用事业,历史计算,0,0,1.0272999999999999
2025-08-06,-0.006139,0.00567,10,0.019879059873229465,公用事业,历史计算,0,0,-0.6139
2025-05-12,,,0,,钢铁行业,历史计算,0,0,
2025-05-13,-0.000427,0.008006,10,-0.0004269999999999552,钢铁行业,历史计算,0,0,-0.0427
2025-05-14,0.004065,0.006103,10,0.003636264245000076,钢铁行业,历史计算,0,0,0.40650000000000003
2025-05-15,-0.009009,0.010075,10,-0.005405494859583193,钢铁行业,历史计算,0,0,-0.9008999999999999
2025-05-16,-0.006218,0.006715,10,-0.011589883492546305,钢铁行业,历史计算,0,0,-0.6217999999999999
2025-05-19,0.009365,0.01636,10,-0.002333422751453984,钢铁行业,历史计算,0,0,0.9365
2025-05-20,0.001576,0.003914,10,-0.0007611002257102983,钢铁行业,历史计算,0,0,0.1576
2025-05-21,0.001443,0.010546,10,0.0006808015066641637,钢铁行业,历史计算,0,0,0.1443
2025-05-22,-0.008941,0.010545,10,-0.008266285539606844,钢铁行业,历史计算,0,0,-0.8940999999999999
2025-05-23,-0.011619,0.012676,10,-0.019789239567922223,钢铁行业,历史计算,0,0,-1.1619000000000002
2025-05-26,0.002356,0.008541,10,-0.017479863016344188,钢铁行业,历史计算,0,0,0.2356
2025-05-27,-0.003298,0.013108,10,-0.020720214428116335,钢铁行业,历史计算,0,0,-0.32980000000000004
2025-05-28,-0.0045,0.008038,10,-0.025126973463189706,钢铁行业,历史计算,0,0,-0.44999999999999996
2025-05-29,0.005645,0.006791,10,-0.01962381522838952,钢铁行业,历史计算,0,0,0.5645
2025-05-30,-0.004954,0.013326,10,-0.024480598847748114,钢铁行业,历史计算,0,0,-0.4954
2025-06-03,-0.008526,0.009402,10,-0.03279787726197225,钢铁行业,历史计算,0,0,-0.8526
2025-06-04,0.008959,0.01109,10,-0.024132713444362297,钢铁行业,历史计算,0,0,0.8959
2025-06-05,0.001523,0.016909,10,-0.02264646756693811,钢铁行业,历史计算,0,0,0.1523
2025-06-06,0.007998,0.020561,10,-0.014829594014538539,钢铁行业,历史计算,0,0,0.7998
2025-06-09,0.007788,0.008968,10,-0.007157086892723874,钢铁行业,历史计算,0,0,0.7787999999999999
2025-06-10,-0.006586,0.008254,10,-0.013695950318448391,钢铁行业,历史计算,0,0,-0.6586
2025-06-11,0.007748,0.011947,10,-0.006054066541515635,钢铁行业,历史计算,0,0,0.7747999999999999
2025-06-12,-0.002377,0.008685,10,-0.008416676025346459,钢铁行业,历史计算,0,0,-0.23770000000000002
2025-06-13,-0.010699,0.011907,10,-0.01902562600855129,钢铁行业,历史计算,0,0,-1.0699
2025-06-16,0.001562,0.008441,10,-0.01749334403637659,钢铁行业,历史计算,0,0,0.1562
2025-06-17,0.007027,0.011848,10,-0.010589269764920362,钢铁行业,历史计算,0,0,0.7027
2025-06-18,-0.009319,0.007887,10,-0.019809588359981034,钢铁行业,历史计算,0,0,-0.9319
2025-06-19,-0.014051,0.012501,10,-0.03358224383393493,钢铁行业,历史计算,0,0,-1.4051
2025-06-20,0.002112,0.007951,10,-0.031541169532912305,钢铁行业,历史计算,0,0,0.21120000000000003
2025-06-23,-0.00343,0.018889,10,-0.034862983321414465,钢铁行业,历史计算,0,0,-0.34299999999999997
2025-06-24,0.012523,0.009502,10,-0.022776572461548517,钢铁行业,历史计算,0,0,1.2523
2025-06-25,0.006746,0.007548,10,-0.016184223219374183,钢铁行业,历史计算,0,0,0.6746
2025-06-26,-0.005176,0.008032,10,-0.021276453679990648,钢铁行业,历史计算,0,0,-0.5176000000000001
2025-06-27,0.006101,0.00878,10,-0.015305261323892316,钢铁行业,历史计算,0,0,0.6101
2025-06-30,0.005615,0.012867,10,-0.009776200366226062,钢铁行业,历史计算,0,0,0.5615
2025-07-01,0.0049,0.009866,10,-0.004924103748020658,钢铁行业,历史计算,0,0,0.49
2025-07-02,0.032747,0.019619,10,0.027661646626542913,钢铁行业,历史计算,0,0,3.2746999999999997
2025-07-03,-0.001356,0.011337,10,0.026268137433717254,钢铁行业,历史计算,0,0,-0.1356
2025-07-04,0.014478,0.033148,10,0.041126447527482624,钢铁行业,历史计算,0,0,1.4478
2025-07-07,-0.006751,0.021066,10,0.03409780288022457,钢铁行业,历史计算,0,0,-0.6751
2025-07-08,0.022117,0.028485,10,0.05696894398652641,钢铁行业,历史计算,0,0,2.2117
2025-07-09,-0.001904,0.011802,10,0.05495647511717605,钢铁行业,历史计算,0,0,-0.1904
2025-07-10,0.008788,0.016998,10,0.0642274326205059,钢铁行业,历史计算,0,0,0.8788
2025-07-11,0.018065,0.030187,10,0.08345270119079529,钢铁行业,历史计算,0,0,1.8065000000000002
2025-07-14,0.00209,0.011093,10,0.08571711733628407,钢铁行业,历史计算,0,0,0.209
2025-07-15,-0.022487,0.015958,10,0.061302596518743036,钢铁行业,历史计算,0,0,-2.2487
2025-07-16,-0.008644,0.009833,10,0.052128696874435,钢铁行业,历史计算,0,0,-0.8644000000000001
2025-07-17,0.013945,0.015071,10,0.06680063155234905,钢铁行业,历史计算,0,0,1.3945
2025-07-18,0.009314,0.022026,10,0.07673681263462773,钢铁行业,历史计算,0,0,0.9313999999999999
2025-07-21,0.047793,0.031769,10,0.12819729512087452,钢铁行业,历史计算,0,0,4.7793
2025-07-22,0.023896,0.031973,10,0.1551566976850829,钢铁行业,历史计算,0,0,2.3896
2025-07-23,0.019959,0.046836,10,0.17821247021417963,钢铁行业,历史计算,0,0,1.9959
2025-07-24,0.034475,0.03698,10,0.21883134512481361,钢铁行业,历史计算,0,0,3.4475
2025-07-25,-0.002063,0.041923,10,0.21631689605982118,钢铁行业,历史计算,0,0,-0.2063
2025-07-28,-0.028183,0.029717,10,0.1820374369781672,钢铁行业,历史计算,0,0,-2.8183
2025-07-29,0.033025,0.029278,10,0.2210742233343712,钢铁行业,历史计算,0,0,3.3024999999999998
2025-07-30,0.025103,0.040741,10,0.25172684956273406,钢铁行业,历史计算,0,0,2.5103
2025-07-31,-0.028009,0.039142,10,0.2166672322333314,钢铁行业,历史计算,0,0,-2.8009
2025-08-01,-0.009454,0.024089,10,0.20516486021979752,钢铁行业,历史计算,0,0,-0.9454
2025-08-04,0.011271,0.027563,10,0.2187482733593349,钢铁行业,历史计算,0,0,1.1271
2025-08-05,0.005917,0.020862,10,0.22595960689280203,钢铁行业,历史计算,0,0,0.5917
2025-08-06,-0.010088,0.033032,10,0.21359212637846747,钢铁行业,历史计算,0,0,-1.0088
2025-05-12,,,0,,电力行业,历史计算,0,0,
2025-05-13,0.002419,0.005315,10,0.002418999999999949,电力行业,历史计算,0,0,0.2419
2025-05-14,-0.000136,0.004874,10,0.002282671015999993,电力行业,历史计算,0,0,-0.0136
2025-05-15,0.004397,0.011245,10,0.006689707920457311,电力行业,历史计算,0,0,0.4397
2025-05-16,-0.008161,0.006974,10,-0.0015258867858815028,电力行业,历史计算,0,0,-0.8160999999999999
2025-05-19,0.007323,0.013014,10,0.005785939145185548,电力行业,历史计算,0,0,0.7323
2025-05-20,0.020241,0.014564,10,0.026144052339423185,电力行业,历史计算,0,0,2.0241
2025-05-21,0.012091,0.031267,10,0.03855116007625914,电力行业,历史计算,0,0,1.2090999999999998
2025-05-22,-0.003246,0.039372,10,0.035180023010651595,电力行业,历史计算,0,0,-0.3246
2025-05-23,-0.014963,0.016349,10,0.019690624326343276,电力行业,历史计算,0,0,-1.4963
2025-05-26,0.002019,0.019662,10,0.021749379696858195,电力行业,历史计算,0,0,0.2019
2025-05-27,0.001235,0.018448,10,0.02301124018078382,电力行业,历史计算,0,0,0.1235
2025-05-28,-0.010306,0.027267,10,0.0124680863394806,电力行业,历史计算,0,0,-1.0306
2025-05-29,0.000989,0.007948,10,0.013469417276870344,电力行业,历史计算,0,0,0.0989
2025-05-30,-0.008397,0.013664,10,0.004959314579996432,电力行业,历史计算,0,0,-0.8397
2025-06-03,-0.002528,0.008231,10,0.002418777432738217,电力行业,历史计算,0,0,-0.25279999999999997
2025-06-04,-0.002353,0.007932,10,6.008604943885665e-05,电力行业,历史计算,0,0,-0.2353
2025-06-05,-0.002857,0.004499,10,-0.002797085616404349,电力行业,历史计算,0,0,-0.2857
2025-06-06,0.008889,0.013054,10,0.006067051089551301,电力行业,历史计算,0,0,0.8888999999999999
2025-06-09,0.000726,0.006326,10,0.006797455768642324,电力行业,历史计算,0,0,0.0726
2025-06-10,0.009414,0.020315,10,0.016275447017248368,电力行业,历史计算,0,0,0.9414
2025-06-11,-0.003142,0.006386,10,0.013082309562720162,电力行业,历史计算,0,0,-0.3142
2025-06-12,-0.010614,0.006503,10,0.0023294539290215077,电力行业,历史计算,0,0,-1.0614000000000001
2025-06-13,-0.001177,0.012267,10,0.001149712161746974,电力行业,历史计算,0,0,-0.11770000000000001
2025-06-16,-0.001595,0.008371,10,-0.00044712162915105935,电力行业,历史计算,0,0,-0.1595
2025-06-17,0.006282,0.01207,10,0.005832069552774488,电力行业,历史计算,0,0,0.6282
2025-06-18,-0.007291,0.009458,10,-0.0015014520663347852,电力行业,历史计算,0,0,-0.7291
2025-06-19,-0.016929,0.014594,10,-0.01840503398430382,电力行业,历史计算,0,0,-1.6928999999999998
2025-06-20,-0.000618,0.006418,10,-0.01901165967330154,电力行业,历史计算,0,0,-0.061799999999999994
2025-06-23,-0.003875,0.011946,10,-0.022812989492067448,电力行业,历史计算,0,0,-0.3875
2025-06-24,0.008288,0.008963,10,-0.01471406354897764,电力行业,历史计算,0,0,0.8288
2025-06-25,0.008349,0.005111,10,-0.006487911265548152,电力行业,历史计算,0,0,0.8349000000000001
2025-06-26,-0.00379,0.006128,10,-0.010253322081851701,电力行业,历史计算,0,0,-0.379
2025-06-27,-0.00691,0.014197,10,-0.017092471626266037,电力行业,历史计算,0,0,-0.6910000000000001
2025-06-30,0.004037,0.008033,10,-0.013124473934221226,电力行业,历史计算,0,0,0.4037
2025-07-01,0.013575,0.013405,10,0.00027236133212160674,电力行业,历史计算,0,0,1.3575
2025-07-02,0.002659,0.013972,10,0.0029320855409036284,电力行业,历史计算,0,0,0.26589999999999997
2025-07-03,0.001931,0.007541,10,0.004868747398083073,电力行业,历史计算,0,0,0.1931
2025-07-04,0.015209,0.018686,10,0.020151796177260595,电力行业,历史计算,0,0,1.5209000000000001
2025-07-07,0.024861,0.02312,10,0.04551378998202349,电力行业,历史计算,0,0,2.4861
2025-07-08,-0.009695,0.015584,10,0.035377533788147675,电力行业,历史计算,0,0,-0.9695
2025-07-09,-0.00657,0.008247,10,0.02857510339115965,电力行业,历史计算,0,0,-0.657
2025-07-10,-0.004716,0.009673,10,0.023724343203566978,电力行业,历史计算,0,0,-0.47159999999999996
2025-07-11,-0.006532,0.00567,10,0.01703737579376119,电力行业,历史计算,0,0,-0.6532
2025-07-14,0.020901,0.029225,10,0.038294473985226674,电力行业,历史计算,0,0,2.0901
2025-07-15,-0.020374,0.0129,10,0.017140262372251636,电力行业,历史计算,0,0,-2.0374
2025-07-16,0.001615,0.011881,10,0.018782943895982784,电力行业,历史计算,0,0,0.16149999999999998
2025-07-17,-0.00362,0.007023,10,0.015094949639079314,电力行业,历史计算,0,0,-0.362
2025-07-18,0.005139,0.003945,10,0.020311522585274577,电力行业,历史计算,0,0,0.5139
2025-07-21,0.015509,0.017565,10,0.03613553398904967,电力行业,历史计算,0,0,1.5509
2025-07-22,0.002735,0.009932,10,0.03896936467450973,电力行业,历史计算,0,0,0.2735
2025-07-23,-0.011338,0.015822,10,0.0271895300178302,电力行业,历史计算,0,0,-1.1338000000000001
2025-07-24,0.001008,0.00754,10,0.02822493706408813,电力行业,历史计算,0,0,0.1008
2025-07-25,-0.008819,0.006506,10,0.019157021344119896,电力行业,历史计算,0,0,-0.8819
2025-07-28,-0.001927,0.005675,10,0.017193105763989802,电力行业,历史计算,0,0,-0.19269999999999998
2025-07-29,-0.003733,0.004668,10,0.013395923900172857,电力行业,历史计算,0,0,-0.3733
2025-07-30,0.014342,0.026249,10,0.027930048240749183,电力行业,历史计算,0,0,1.4342000000000001
2025-07-31,-0.019323,0.01098,10,0.00806735591859331,电力行业,历史计算,0,0,-1.9323
2025-08-01,0.003678,0.009108,10,0.011775027653661896,电力行业,历史计算,0,0,0.36779999999999996
2025-08-04,0.007202,0.007657,10,0.01906183140282347,电力行业,历史计算,0,0,0.7202
2025-08-05,0.006225,0.007464,10,0.025405491303305938,电力行业,历史计算,0,0,0.6224999999999999
2025-08-06,0.003324,0.009736,10,0.028813939156398183,电力行业,历史计算,0,0,0.33240000000000003
2025-05-12,,,0,,铁路公路,历史计算,0,0,
2025-05-13,0.002024,0.004994,10,0.0020240000000000258,铁路公路,历史计算,0,0,0.20240000000000002
2025-05-14,-0.000582,0.009905,10,0.001440822032000133,铁路公路,历史计算,0,0,-0.0582
2025-05-15,0.002348,0.007261,10,0.0037922050821312947,铁路公路,历史计算,0,0,0.23479999999999998
2025-05-16,-0.009912,0.004358,10,-0.006157383254642768,铁路公路,历史计算,0,0,-0.9912000000000001
2025-05-19,0.017107,0.012602,10,0.01084428239002011,铁路公路,历史计算,0,0,1.7107
2025-05-20,0.002361,0.006204,10,0.013230885740743048,铁路公路,历史计算,0,0,0.23609999999999998
2025-05-21,0.010583,0.010349,10,0.023953908204537244,铁路公路,历史计算,0,0,1.0583
2025-05-22,0.002145,0.011259,10,0.026150289337635968,铁路公路,历史计算,0,0,0.21450000000000002
2025-05-23,-0.018218,0.005642,10,0.007455883366483063,铁路公路,历史计算,0,0,-1.8218
2025-05-26,0.006502,0.023695,10,0.014006361520132016,铁路公路,历史计算,0,0,0.6502
2025-05-27,-0.003452,0.007053,10,0.010506011560164508,铁路公路,历史计算,0,0,-0.3452
2025-05-28,0.01268,0.008226,10,0.023319227786747332,铁路公路,历史计算,0,0,1.268
2025-05-29,0.002432,0.007184,10,0.025807940148724784,铁路公路,历史计算,0,0,0.24320000000000003
2025-05-30,0.011854,0.010692,10,0.03796786747124781,铁路公路,历史计算,0,0,1.1854
2025-06-03,-0.008305,0.015741,10,0.029347544331899122,铁路公路,历史计算,0,0,-0.8305
2025-06-04,0.002524,0.005104,10,0.03194561753379288,铁路公路,历史计算,0,0,0.2524
2025-06-05,-0.001765,0.00977,10,0.030124233518845633,铁路公路,历史计算,0,0,-0.17650000000000002
2025-06-06,0.004847,0.011043,10,0.03511724567871144,铁路公路,历史计算,0,0,0.48469999999999996
2025-06-09,-0.006771,0.006341,10,0.02810846680822099,铁路公路,历史计算,0,0,-0.6771
2025-06-10,-0.001676,0.004673,10,0.026385357017850497,铁路公路,历史计算,0,0,-0.1676
2025-06-11,0.007652,0.0107,10,0.03423925776975101,铁路公路,历史计算,0,0,0.7652
2025-06-12,-0.007298,0.010977,10,0.026691379666547332,铁路公路,历史计算,0,0,-0.7298
2025-06-13,-0.000274,0.008452,10,0.026410066228518714,铁路公路,历史计算,0,0,-0.0274
2025-06-16,-0.006518,0.010911,10,0.0197199254168412,铁路公路,历史计算,0,0,-0.6518
2025-06-17,-0.00188,0.01214,10,0.01780285195705744,铁路公路,历史计算,0,0,-0.188
2025-06-18,1.1e-05,0.008561,10,0.01781404778842899,铁路公路,历史计算,0,0,0.0011
2025-06-19,-0.006041,0.011372,10,0.011665433125739089,铁路公路,历史计算,0,0,-0.6041000000000001
2025-06-20,0.005646,0.008333,10,0.01737729616116712,铁路公路,历史计算,0,0,0.5646
2025-06-23,-0.004526,0.007731,10,0.01277264651874166,铁路公路,历史计算,0,0,-0.45259999999999995
2025-06-24,0.000106,0.012195,10,0.01288000041927262,铁路公路,历史计算,0,0,0.0106
2025-06-25,0.000228,0.005998,10,0.013110937059368055,铁路公路,历史计算,0,0,0.0228
2025-06-26,-0.008858,0.0047,10,0.004136800378896188,铁路公路,历史计算,0,0,-0.8857999999999999
2025-06-27,-0.007526,0.009314,10,-0.0034203331807554083,铁路公路,历史计算,0,0,-0.7525999999999999
2025-06-30,-0.002127,0.005343,10,-0.005540058132079917,铁路公路,历史计算,0,0,-0.2127
2025-07-01,0.010195,0.012521,10,0.0045984609752633965,铁路公路,历史计算,0,0,1.0194999999999999
2025-07-02,-0.003091,0.014178,10,0.001493247132388964,铁路公路,历史计算,0,0,-0.3091
2025-07-03,-0.000566,0.007771,10,0.0009264019545121016,铁路公路,历史计算,0,0,-0.0566
2025-07-04,0.001851,0.004714,10,0.0027791167245299064,铁路公路,历史计算,0,0,0.1851
2025-07-07,0.002891,0.005892,10,0.0056781511509804705,铁路公路,历史计算,0,0,0.28909999999999997
2025-07-08,-0.005652,0.010039,10,-5.94175932489005e-06,铁路公路,历史计算,0,0,-0.5652
2025-07-09,0.006311,0.011417,10,0.006305020742231937,铁路公路,历史计算,0,0,0.6311
2025-07-10,0.011006,0.011367,10,0.01738041380052091,铁路公路,历史计算,0,0,1.1006
2025-07-11,-0.00315,0.009553,10,0.014175665497049295,铁路公路,历史计算,0,0,-0.315
2025-07-14,0.000669,0.005853,10,0.014854149017266893,铁路公路,历史计算,0,0,0.0669
2025-07-15,-0.009211,0.005246,10,0.005506327450668813,铁路公路,历史计算,0,0,-0.9211
2025-07-16,0.002896,0.007993,10,0.008418273774966067,铁路公路,历史计算,0,0,0.2896
2025-07-17,-0.006046,0.008754,10,0.0023213768917227373,铁路公路,历史计算,0,0,-0.6046
2025-07-18,0.004885,0.004816,10,0.007217716817838893,铁路公路,历史计算,0,0,0.48849999999999993
2025-07-21,0.006011,0.009264,10,0.013272102513630868,铁路公路,历史计算,0,0,0.6011
2025-07-22,0.009825,0.007308,10,0.02322750092082737,铁路公路,历史计算,0,0,0.9825
2025-07-23,-0.000986,0.006076,10,0.02221859860491948,铁路公路,历史计算,0,0,-0.0986
2025-07-24,-0.000537,0.007396,10,0.021669667217468547,铁路公路,历史计算,0,0,-0.053700000000000005
2025-07-25,-0.011675,0.00524,10,0.009741673852704524,铁路公路,历史计算,0,0,-1.1675
2025-07-28,-0.008948,0.005012,10,0.0007065053550705525,铁路公路,历史计算,0,0,-0.8947999999999999
2025-07-29,-0.006787,0.011671,10,-0.006085289696774354,铁路公路,历史计算,0,0,-0.6787
2025-07-30,-0.000478,0.005881,10,-0.006560380928299248,铁路公路,历史计算,0,0,-0.0478
2025-07-31,-0.006741,0.020414,10,-0.013257157400461628,铁路公路,历史计算,0,0,-0.6740999999999999
2025-08-01,0.00514,0.016112,10,-0.008185299189500062,铁路公路,历史计算,0,0,0.514
2025-08-04,0.00103,0.011677,10,-0.007163730047665129,铁路公路,历史计算,0,0,0.10300000000000001
2025-08-05,0.006131,0.006593,10,-0.0010766508765872596,铁路公路,历史计算,0,0,0.6131
2025-08-06,-0.000383,0.00455,10,-0.00145923851930152,铁路公路,历史计算,0,0,-0.0383
2025-05-12,,,0,,航运港口,历史计算,0,0,
2025-05-13,0.037597,0.037682,10,0.0375970000000001,航运港口,历史计算,0,0,3.7597
2025-05-14,0.043276,0.035688,10,0.08250004777200015,航运港口,历史计算,0,0,4.3276
2025-05-15,0.005033,0.052783,10,0.08794827051243659,航运港口,历史计算,0,0,0.5033
2025-05-16,0.011575,0.048797,10,0.10054127174361782,航运港口,历史计算,0,0,1.1575
2025-05-19,0.048788,0.037863,10,0.15423447930944545,航运港口,历史计算,0,0,4.8788
2025-05-20,-0.042498,0.029903,10,0.10518182240775253,航运港口,历史计算,0,0,-4.2498000000000005
2025-05-21,0.008214,0.034475,10,0.1142597858970098,航运港口,历史计算,0,0,0.8214000000000001
2025-05-22,-0.002945,0.039048,10,0.11097829082754318,航运港口,历史计算,0,0,-0.29450000000000004
2025-05-23,-0.034594,0.035318,10,0.07254510783465506,航运港口,历史计算,0,0,-3.4594
2025-05-26,-0.000239,0.017239,10,0.07228876955388253,航运港口,历史计算,0,0,-0.0239
2025-05-27,0.011052,0.022365,10,0.08413970503499213,航运港口,历史计算,0,0,1.1052
2025-05-28,-0.00846,0.017041,10,0.07496788313039615,航运港口,历史计算,0,0,-0.8460000000000001
2025-05-29,0.016978,0.014753,10,0.09321868785018395,航运港口,历史计算,0,0,1.6978
2025-05-30,-0.009631,0.014434,10,0.08268989866749887,航运港口,历史计算,0,0,-0.9631000000000001
2025-06-03,0.003717,0.019785,10,0.0867142570208459,航运港口,历史计算,0,0,0.3717
2025-06-04,0.00802,0.019606,10,0.0954297053621529,航运港口,历史计算,0,0,0.8019999999999999
2025-06-05,-0.013751,0.014827,10,0.0803664514837179,航运港口,历史计算,0,0,-1.3751
2025-06-06,0.013447,0.030381,10,0.09489413915681943,航运港口,历史计算,0,0,1.3447
2025-06-09,0.002903,0.007099,10,0.0980726168427919,航运港口,历史计算,0,0,0.2903
2025-06-10,0.041309,0.043662,10,0.14343289857195085,航运港口,历史计算,0,0,4.1309
2025-06-11,-1.1e-05,0.022134,10,0.14342032081006661,航运港口,历史计算,0,0,-0.0011
2025-06-12,-0.023575,0.026137,10,0.11646418674696934,航运港口,历史计算,0,0,-2.3575
2025-06-13,0.00401,0.028745,10,0.12094120813582476,航运港口,历史计算,0,0,0.40099999999999997
2025-06-16,-0.001318,0.010471,10,0.11946380762350173,航运港口,历史计算,0,0,-0.1318
2025-06-17,0.013543,0.020461,10,0.13462470597014686,航运港口,历史计算,0,0,1.3542999999999998
2025-06-18,-0.01642,0.021178,10,0.11599416829811715,航运港口,历史计算,0,0,-1.6420000000000001
2025-06-19,-0.027368,0.025674,10,0.08545163990013438,航运港口,历史计算,0,0,-2.7368
2025-06-20,0.019549,0.030773,10,0.10667113400854222,航运港口,历史计算,0,0,1.9549
2025-06-23,0.03782,0.036205,10,0.1485254362967452,航运港口,历史计算,0,0,3.782
2025-06-24,-0.012085,0.031099,10,0.134645506399099,航运港口,历史计算,0,0,-1.2085000000000001
2025-06-25,-0.013641,0.031106,10,0.11916780704630892,航运港口,历史计算,0,0,-1.3641
2025-06-26,-0.00124,0.017432,10,0.11778003896557143,航运港口,历史计算,0,0,-0.124
2025-06-27,-0.007047,0.011187,10,0.10990304303098108,航运港口,历史计算,0,0,-0.7047
2025-06-30,-0.000179,0.010617,10,0.10970437038627856,航运港口,历史计算,0,0,-0.0179
2025-07-01,0.016949,0.03121,10,0.12851274975995564,航运港口,历史计算,0,0,1.6948999999999999
2025-07-02,0.007587,0.016189,10,0.1370747759923845,航运港口,历史计算,0,0,0.7587
2025-07-03,-0.009739,0.011974,10,0.12600080474899467,航运港口,历史计算,0,0,-0.9739
2025-07-04,0.003777,0.021106,10,0.13025370978853146,航运港口,历史计算,0,0,0.3777
2025-07-07,-0.001904,0.007365,10,0.12810170672509402,航运港口,历史计算,0,0,-0.1904
2025-07-08,0.005266,0.009747,10,0.1340422903127083,航运港口,历史计算,0,0,0.5266
2025-07-09,-0.008373,0.01478,10,0.1245469542159201,航运港口,历史计算,0,0,-0.8373
2025-07-10,0.001387,0.012333,10,0.12610670084141762,航运港口,历史计算,0,0,0.1387
2025-07-11,0.001921,0.007332,10,0.12826995181373402,航运港口,历史计算,0,0,0.1921
2025-07-14,-0.000395,0.005074,10,0.12782428518276756,航运港口,历史计算,0,0,-0.0395
2025-07-15,-0.005718,0.017307,10,0.12137538592009256,航运港口,历史计算,0,0,-0.5718
2025-07-16,-0.004148,0.013744,10,0.11672392081929606,航运港口,历史计算,0,0,-0.4148
2025-07-17,0.007239,0.032917,10,0.12480788528210685,航运港口,历史计算,0,0,0.7239
2025-07-18,0.011725,0.031961,10,0.1379962577370395,航运港口,历史计算,0,0,1.1724999999999999
2025-07-21,0.011871,0.011868,10,0.15150541131263595,航运港口,历史计算,0,0,1.1871
2025-07-22,0.002047,0.016837,10,0.15386254288959278,航运港口,历史计算,0,0,0.20470000000000002
2025-07-23,-0.007856,0.017797,10,0.14479779875265208,航运港口,历史计算,0,0,-0.7856
2025-07-24,0.017136,0.012585,10,0.16441505383207766,航运港口,历史计算,0,0,1.7135999999999998
2025-07-25,-0.014618,0.010586,10,0.1473936345751603,航运港口,历史计算,0,0,-1.4618
2025-07-28,-0.011824,0.009969,10,0.13382685223994373,航运港口,历史计算,0,0,-1.1824
2025-07-29,-0.000937,0.007222,10,0.13276445647939483,航运港口,历史计算,0,0,-0.0937
2025-07-30,0.001397,0.006888,10,0.13434692842509666,航运港口,历史计算,0,0,0.1397
2025-07-31,-0.019792,0.009536,10,0.11189593401770703,航运港口,历史计算,0,0,-1.9792
2025-08-01,0.00252,0.005212,10,0.11469791177143174,航运港口,历史计算,0,0,0.252
2025-08-04,0.004749,0.012483,10,0.11999161215443421,航运港口,历史计算,0,0,0.4749
2025-08-05,0.009787,0.012499,10,0.13095297006258955,航运港口,历史计算,0,0,0.9787
2025-08-06,0.005872,0.007249,10,0.13759392590279718,航运港口,历史计算,0,0,0.5871999999999999
2025-05-12,,,0,,石油行业,历史计算,0,0,
2025-05-13,-0.000653,0.007945,9,-0.0006530000000000147,石油行业,历史计算,0,0,-0.06530000000000001
2025-05-14,0.010484,0.009115,9,0.009824153947999958,石油行业,历史计算,0,0,1.0484
2025-05-15,-0.008259,0.007533,9,0.001484016260543397,石油行业,历史计算,0,0,-0.8259000000000001
2025-05-16,-0.004352,0.012668,9,-0.002874442178222525,石油行业,历史计算,0,0,-0.4352
2025-05-19,0.002963,0.012229,9,8.004084960355762e-05,石油行业,历史计算,0,0,0.2963
