stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,15.47,15.6,15.68,174217.0,0.52,271092844.0,3.93,1.61,6922489969.2,60.34236804564906,0.42995211760567287,0.4444168578863674,17.295024572139006,15.404499999999999,13.513975427860991,1490.28,1495.1,1501.1,1482.06,4105447.0,0.48,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh688098,6.14,6.12,6.16,31947.0,0.16,19559363.0,0.78,1.47,2513141280.0,60.00000000000002,0.06710256988645469,0.0505968126371789,6.18664998430921,5.973,5.7593500156907895,10466.75,10434.01,10548.19,10392.96,8313177.0,-0.45,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz000423,51.17,51.1,51.65,50133.0,-0.16,256955362.42,0.78,1.27,32858224143.5,22.745098039215648,-1.0909759032030735,-1.076190477369522,55.374169968560985,52.8725,50.37083003143902,2155.34,2157.24,2162.04,2136.34,9180676.0,-0.11,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh600282,4.4,4.39,4.42,471791.0,-0.45,205760349.0,0.77,2.72,27064749538.29,76.47058823529409,0.016084284483754097,-0.02503920626354836,4.350008771730014,4.1579999999999995,3.965991228269985,9549.86,9579.0,9588.59,9497.81,7996195.0,0.12,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh603221,10.9,11.15,11.17,44988.0,1.73,49751968.0,1.86,2.46,2701310500.0,68.6567164179105,-0.007255448485777194,-0.03303107534906081,11.549978794227847,10.9385,10.327021205772152,9118.19,9121.65,9125.32,9094.82,4918317.0,0.09,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz300436,36.0,42.78,42.78,200099.0,20.0,788791691.0,14.64,19.97,5848873856.82,63.68487131198995,1.315957523771118,0.9820474933336785,41.522727661883806,35.932,30.341272338116198,17397.57,17424.37,17463.81,17367.82,13918358.0,-0.17,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz000566,5.94,6.08,6.19,691187.0,1.67,422151894.24,5.93,4.68,7088731176.64,45.02923976608187,0.02966717143431996,0.05303909158409221,6.898368205558091,6.125500000000001,5.35263179444191,1209.12,1212.86,1215.99,1199.6,5919298.0,0.34,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh605098,35.58,35.66,35.8,5484.0,0.45,19560824.0,0.46,1.13,4252494226.0,49.5798319327731,-0.24399398213027723,-0.37610512890427245,36.53446969322731,35.5585,34.582530306772696,7133.41,7157.09,7161.49,7122.87,9582019.0,0.09,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz002057,9.22,9.21,9.26,250377.0,-0.11,229671450.0,3.32,1.84,6939043476.360001,62.631578947368446,0.28633669745073753,0.27541147630741897,9.698539538820434,8.9025,8.106460461179566,28805.6,28836.9,28898.23,28717.51,15206500.0,-0.04,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz300618,36.2,35.74,36.49,84807.0,-0.67,303945665.0,3.13,2.75,9697003890.92,60.59479553903346,0.8460022295552605,0.6854208629791437,37.11638382818484,34.51049999999999,31.90461617181515,4427.26,4427.86,4457.09,4397.94,30790956.0,0.07,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz001217,11.84,11.96,12.01,58593.0,1.18,69791435.0,1.78,1.95,3929852943.12,57.41324921135648,0.18553815165831722,0.19839216767345016,12.466678688846596,11.738,11.009321311153403,4711.01,4698.25,4721.11,4684.24,4327178.0,-0.31,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh688020,39.02,39.0,39.94,21094.0,-0.74,82450843.0,2.61,3.69,3152438172.0,67.90766939687269,1.4325721070239865,1.0506836029542583,39.860686642135555,36.114999999999995,32.369313357864435,49596.52,49776.66,49955.23,49577.36,2694765.0,0.15,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz001260,18.85,18.78,18.86,13120.0,0.05,24640732.0,4.13,1.01,596265000.0,69.77777777777773,0.2238705240913994,0.13909111818793532,19.162314404901544,18.233,17.303685595098457,490.14,492.3,493.62,483.15,4475312.0,1.13,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz301151,17.2,17.29,17.39,25045.0,0.12,43274117.0,4.49,1.22,963691761.76,66.12244897959185,0.307697058151188,0.3018763682191865,17.640222843847926,16.9685,16.29677715615207,1413.92,1426.57,1429.84,1413.92,11799017.0,0.52,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz300052,9.9,9.88,10.04,64819.0,-0.1,64257586.0,2.48,1.92,2587065254.8,56.88073394495414,0.020061733696662643,-0.01210381257110667,10.190445887319921,9.732,9.273554112680078,15484.53,15597.75,15623.43,15419.76,15582138.0,0.58,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh600496,3.28,3.29,3.31,254936.0,0.3,83756545.0,1.28,1.52,6547509081.89,69.38775510204081,0.027315345538502456,-0.002286218760284573,3.2918522770138052,3.1165000000000003,2.9411477229861953,640.16,639.0,642.09,635.89,9555449.0,-0.73,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh603616,4.56,4.62,4.68,397705.0,1.54,183021704.0,10.43,3.74,1761920160.0,63.36633663366336,0.19512041044979345,0.1894730985254093,4.919966712763502,4.399,3.8780332872364975,8337.06,8335.4,8349.59,8306.38,2434460.0,0.24,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh688581,65.18,65.71,65.75,9735.0,-1.54,63498409.0,2.35,2.17,2721472695.36,60.99476439790573,0.7011028117250362,0.3964697405164555,67.03171235916606,64.183,61.33428764083395,880.92,883.99,886.82,879.82,7127194.0,0.38,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz300444,7.31,7.39,7.53,651986.0,0.14,476813330.0,11.01,5.01,4377103599.27,80.79999999999998,0.129260579991322,0.05990016605592521,7.25248079240235,6.824,6.3955192075976495,1713.97,1721.83,1724.81,1698.21,4474575.0,0.08,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh600637,7.45,7.45,7.5,119120.0,0.0,88741893.0,0.35,0.94,25046153636.65,53.061224489795954,0.009856127743647747,0.0015747089214420877,7.581877424462389,7.425,7.26812257553761,463.72,465.83,465.83,462.4,16783003.0,0.47,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh688708,54.4,57.92,58.32,42200.0,6.9,239876679.0,10.99,7.88,2224684032.0,67.20707442888727,0.36800536360194513,-0.11949783721189178,56.71177654134024,53.4975,50.28322345865976,42615.37,42814.42,42848.71,42479.58,35199226.0,0.36,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz300234,5.1,5.09,5.11,66822.0,0.39,33994436.0,1.94,1.38,1750894053.96,66.66666666666666,0.06339633533477684,0.04366414941382671,5.112851960180719,4.910500000000001,4.7081480398192825,1646.6,1660.23,1662.08,1646.6,6849706.0,0.83,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz000935,18.25,18.3,18.46,81541.0,0.49,149552109.67,1.07,1.43,13970958093.9,55.32544378698225,0.3059697962031116,0.2976340591464722,18.56805890149181,17.8705,17.17294109850819,1090.18,1112.07,1117.06,1075.22,18353925.0,1.9,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh603315,12.6,12.59,12.7,50313.0,0.24,63259827.0,1.6,1.91,3949813663.76,78.33333333333334,0.002435032077960031,-0.07494000769604921,12.779429028517576,12.2915,11.803570971482422,1094.73,1103.9,1105.88,1091.54,7080226.0,0.73,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sh688056,33.27,33.03,33.38,3201.0,-0.21,10572003.0,0.47,1.63,2227954753.8,46.3157894736842,-0.011646528159872105,-0.15686923874089542,34.154382074798626,32.6825,31.21061792520137,485.01,490.75,493.33,483.41,5005984.0,0.93,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
sz301237,28.35,28.97,29.19,14796.0,1.65,42607560.0,3.77,3.4,1137072500.0,86.40350877192981,0.8657160153879317,0.6251240114661168,29.072105993310224,26.737000000000002,24.40189400668978,15375.37,15394.3,15438.12,15315.93,6896774.0,0.18,3461.15,3968.07,10534.58,2164.09,5922.66,-0.25,0.79
