stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,16.19,16.09,16.44,228881.0,-1.29,368715122.0,5.16,3.19,7139927154.13,44.778254649499274,0.42319849133734166,0.48190244191132053,17.67804294444544,16.2225,14.76695705555456,1512.0,1521.35,1527.4,1498.98,8319748.0,-0.48,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sh688098,6.35,6.2,6.35,59974.0,-2.21,37159786.0,1.46,4.1,2545992800.0,62.0253164556962,0.09158028998884937,0.07778624330500478,6.366023803498326,6.0595,5.752976196501674,10728.01,10494.88,10728.96,10458.7,13654948.0,-2.72,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sz000423,49.72,49.04,50.03,102237.0,-1.35,503805608.27,1.59,2.47,31533606888.4,17.764471057884222,-1.1875850377450732,-1.0918179632197202,53.42617910730228,51.452999999999996,49.47982089269771,2243.03,2257.23,2273.33,2236.94,10080709.0,0.26,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sh600282,4.59,4.57,4.63,351161.0,-0.44,161210939.0,0.57,1.74,28174465920.27,82.60869565217399,0.09984397286856694,0.06401079458226103,4.709781790753963,4.313000000000001,3.916218209246038,9886.74,9797.72,9915.42,9699.91,10746118.0,-1.11,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sh603221,10.67,11.16,11.2,122810.0,2.29,134799427.0,5.07,5.04,2703733200.0,56.179775280898895,0.07772535943474423,0.061291879428108584,11.630783103968689,11.004499999999998,10.378216896031308,9279.77,9187.58,9283.13,9160.04,5460694.0,-0.98,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sz300436,63.84,64.24,64.77,222942.0,2.77,1404186177.0,16.31,6.83,8782881172.56,89.39116801672326,7.663488814484062,5.414259705485917,69.45984077221509,44.8975,20.335159227784917,17521.91,17271.29,17521.91,17173.27,14928089.0,-1.68,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sz000566,6.16,6.01,6.19,789544.0,-3.69,471120524.86,6.77,5.29,7007117495.33,55.92417061611375,0.06386548265437941,0.05814197914965301,6.390785688364565,5.9765,5.562214311635435,1199.14,1181.19,1199.38,1172.57,7181143.0,-1.36,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sh605098,35.82,35.28,35.82,10421.0,-1.09,36829469.0,0.87,2.02,4207178808.0,46.09665427509293,-0.10804036648185189,-0.16406043323708686,36.18773247304232,35.45100000000001,34.7142675269577,7324.14,7246.5,7324.99,7202.57,11835562.0,-1.15,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sz002057,9.21,9.36,9.64,499213.0,0.86,469014807.19,6.63,4.63,7052057213.759999,42.57425742574252,0.19170607233488823,0.21568555762537275,9.729411396964272,9.1295,8.529588603035728,28902.59,28568.04,28902.59,28387.71,14898696.0,-1.44,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
sz300618,35.8,35.41,36.18,91629.0,-1.86,325679568.0,3.38,3.13,9607468040.78,48.47999999999997,0.5445489813211637,0.6081265309597321,37.24552749619028,35.23950000000001,33.233472503809736,4551.92,4488.86,4568.23,4478.55,40790272.0,-1.21,3505.0,4019.06,10744.56,2235.05,6018.76,-1.65,-0.46
