stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,15.89,16.1,16.12,154025.0,1.51,246355703.0,3.47,2.33,7144364647.700001,25.748502994012,0.09738086881613306,0.2047023851526906,17.217362692017325,16.172,15.126637307982675,1501.45,1492.14,1501.45,1484.73,4999887.0,-1.32,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sh688098,6.62,6.76,6.79,50936.0,1.81,34187267.0,1.24,2.71,2775953440.0,78.84615384615385,0.17452160776152592,0.13753222680498065,6.739399584029064,6.3225,5.905600415970936,11267.62,11174.3,11330.83,11119.22,15804511.0,-2.89,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sz000423,50.78,50.58,51.05,59945.0,-0.78,303850433.28,0.93,1.37,32523854739.3,44.49035812672173,-0.5749765374664833,-0.8384021440799677,52.213774328530384,50.6055,48.997225671469614,2308.07,2329.11,2329.12,2306.07,9355696.0,0.71,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sh600282,4.71,4.59,4.73,485424.0,-3.16,223834565.0,0.79,3.16,28297767740.49,54.666666666666686,0.11558650366059098,0.11170297171860501,4.827485753477325,4.5615,4.295514246522674,9972.7,10008.53,10019.73,9944.29,8939568.0,0.6,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sh603221,11.37,11.21,11.38,31860.0,-1.15,35883665.0,1.32,1.76,2715846700.0,48.24120603015079,0.0805642970081184,0.08943754241254016,11.64858119781663,11.267,10.885418802183368,9409.53,9294.04,9411.05,9275.2,8450777.0,-1.24,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sz300436,77.5,85.25,88.88,187240.0,13.68,1532384181.0,13.7,15.99,11655364569.75,76.45318114563517,10.094244473069239,9.021330492467742,89.20677947130025,62.653,36.099220528699746,18118.45,18166.65,18224.68,18076.02,20975396.0,0.19,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sz000566,6.69,6.71,6.78,819721.0,-0.45,548500892.24,7.03,2.23,7823254308.43,58.02816901408451,0.22139868814024588,0.17602686989903257,7.092455521219346,6.382499999999999,5.672544478780653,1217.99,1227.73,1229.84,1215.53,4724428.0,0.88,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sh605098,36.59,35.76,36.73,26686.0,-1.92,95912094.0,2.24,2.91,4264419336.0,51.594202898550705,0.06748054227535505,0.0094925608628316,36.349111243624414,35.8165,35.28388875637558,7557.01,7502.96,7557.01,7486.62,12388618.0,-1.02,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sz002057,10.53,10.33,10.57,726787.0,-2.55,753405135.48,9.65,2.92,7782879382.28,69.00000000000003,0.44354557273974216,0.3309678803615556,10.825007242326592,9.5705,8.315992757673406,29225.66,29230.29,29282.25,29132.11,13560855.0,0.19,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
sz300618,38.02,38.13,38.58,124744.0,-1.19,474535641.0,4.6,3.11,10345460502.54,69.49152542372883,0.8992282271669794,0.6708968118865718,38.352156103651325,36.115500000000004,33.878843896348684,4348.22,4357.69,4398.21,4341.4,38743122.0,0.37,3597.94,4135.82,11217.58,2362.6,6323.42,-0.66,0.83
