stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,17.36,17.06,17.54,643133.0,-3.72,1097728460.0,14.49,4.12,7570364030.419999,65.8505154639175,0.5687609876383739,0.4792812446084354,17.757934813106516,15.9055,14.053065186893486,1470.78,1453.0,1473.62,1447.89,4075634.0,-1.93,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sh688098,6.14,6.19,6.19,24795.0,0.49,15275073.0,0.6,1.14,2541886360.0,77.63157894736845,0.07696472672079047,0.06288749722350716,6.254500104855394,6.0035,5.752499895144606,10544.85,10563.0,10629.42,10508.36,10030023.0,0.4,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sz000423,51.38,51.0,51.69,69179.0,-0.74,354719089.37,1.07,1.48,32793922335.0,36.27204030226696,-1.0206120121994218,-1.0584711977428176,53.75713651047673,52.126,50.49486348952327,2244.52,2255.44,2277.93,2243.27,10656640.0,0.6,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sh600282,4.53,4.49,4.56,348873.0,-0.66,156441295.0,0.57,2.21,27681258639.390003,84.48275862068968,0.06991520542600416,0.022425359876248843,4.546806014982244,4.2219999999999995,3.897193985017755,9853.98,9792.9,9922.86,9774.68,10305803.0,-0.41,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sh603221,11.26,11.49,11.5,71078.0,1.86,80771127.0,2.93,2.66,2783682300.0,87.14285714285727,0.07902919199032077,0.014104248122645385,11.48240505883677,10.919500000000001,10.356594941163232,9187.9,9207.6,9236.65,9174.49,5070271.0,0.32,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sz300436,63.02,58.32,63.5,276366.0,-3.16,1657629926.0,20.21,10.31,7973499844.08,88.44499078057774,5.614417348966832,3.0100081999986026,57.993537158253986,40.1495,22.305462841746017,17475.87,17538.13,17600.03,17441.62,16698147.0,0.42,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sz000566,6.04,6.0,6.13,780407.0,-2.28,468548876.88,6.69,3.42,6995458398.0,59.73154362416109,0.03367073278636745,0.04174086647121278,6.465026301231219,5.9895000000000005,5.513973698768782,1213.31,1195.89,1216.98,1192.8,5949517.0,-1.33,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sh605098,35.75,35.88,35.98,7433.0,0.65,26630684.0,0.62,0.93,4278729468.000001,67.20779220779218,-0.13954323695863025,-0.25940208154363587,36.30610261561381,35.4815,34.656897384386184,7231.43,7212.7,7259.76,7196.82,11282281.0,-0.3,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sz002057,9.17,9.05,9.21,232272.0,-1.52,211936368.27,3.08,1.96,6818495489.8,69.18918918918924,0.21008356303057596,0.25045710801453164,9.677862057351202,9.0345,8.391137942648797,28862.74,28872.43,29030.1,28820.65,12818832.0,0.03,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
sz300618,35.62,35.11,35.78,58885.0,-1.38,207977201.0,2.17,2.28,9526071813.38,62.46943765281173,0.6006214581316556,0.6702001317040254,37.05537436075861,34.9125,32.76962563924139,4505.8,4552.97,4568.4,4502.58,42961175.0,0.98,3493.05,3991.4,10581.8,2184.67,5953.49,0.13,-0.35
