stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,16.18,16.22,16.31,214175.0,0.93,347055635.0,4.83,1.74,7197614570.54,48.94366197183097,0.3350110794482397,0.4345242093248807,17.50698706703711,16.3375,15.168012932962888,1512.55,1500.64,1521.53,1496.18,4574854.0,-1.01,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sh688098,6.36,6.42,6.55,102839.0,0.47,66248169.0,2.5,3.6,2636334480.0,71.42857142857139,0.11390446909150409,0.08911072577737557,6.446916286220526,6.115,5.783083713779474,10476.62,10497.84,10512.3,10447.82,6042229.0,0.32,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sz000423,49.52,49.58,49.76,53775.0,0.26,265979379.2,0.84,1.19,31880836654.3,21.45593869731796,-1.1940908039097522,-1.1303409517897653,53.39431758608262,51.181,48.96768241391737,2264.31,2283.54,2287.41,2258.58,7990576.0,0.49,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sh600282,4.53,4.59,4.61,277538.0,1.32,126540449.0,0.45,2.21,28297767740.49,83.56164383561651,0.10116078254117777,0.07696357364816492,4.755488362697138,4.3575,3.959511637302862,9868.24,9896.7,9906.1,9848.01,8553900.0,0.15,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sh603221,11.23,11.21,11.32,30903.0,-0.09,34724514.0,1.28,1.34,2715846700.0,58.52272727272729,0.07221133823374082,0.06575927075458918,11.614891424355783,11.073,10.531108575644218,9233.96,9274.36,9309.55,9233.96,6114195.0,0.38,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sz300436,70.4,71.57,71.75,236134.0,-4.41,1662393342.0,17.27,4.21,9785037445.83,86.69970267591673,9.254497700351791,6.717488932753461,77.70079647987427,48.677,19.653203520125725,17433.28,17614.98,17740.02,17433.28,18546715.0,1.15,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sz000566,6.16,6.64,6.68,1404973.0,6.75,912564405.37,12.05,8.52,7741640627.12,64.9056603773585,0.10426814222033354,0.06897153706750804,6.533025824848585,6.036499999999999,5.539974175151413,1183.17,1192.61,1192.75,1182.92,4216476.0,0.65,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sh605098,35.77,35.71,35.94,5631.0,-0.17,20109839.0,0.47,1.01,4258456781.0,57.77027027027028,-0.0742154357784699,-0.1337532033318028,36.204542449697605,35.51950000000001,34.83445755030241,7297.26,7314.08,7333.37,7285.45,8658490.0,0.16,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sz002057,9.16,9.2,9.24,199685.0,0.22,183155028.0,2.65,1.53,6931509227.2,42.45283018867921,0.16447183541719923,0.19920033531378287,9.521388370552021,9.2105,8.899611629447978,28870.09,28962.99,29154.85,28870.09,13261166.0,0.72,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
sz300618,35.1,35.53,35.72,59930.0,0.99,212031023.0,2.21,2.22,9640026531.74,50.61538461538459,0.4585846838488834,0.5583234970069699,36.962708314638306,35.4415,33.92029168536169,4454.47,4441.05,4474.54,4425.19,30530020.0,-0.33,3516.83,4034.49,10873.62,2269.33,6082.46,0.02,1.3
