stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,15.94,15.86,16.03,132421.0,-0.38,210427133.0,2.98,1.44,7037864802.02,44.0180586907449,0.0991654487708935,0.23153276423682997,17.250253220192885,16.193499999999997,15.13674677980711,1511.22,1512.14,1530.32,1509.48,5226102.0,-0.64,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sh688098,6.64,6.64,6.76,54665.0,0.15,36377259.0,1.33,2.87,2726676160.0,76.8421052631579,0.15974509598779818,0.12828488156584433,6.662247795236394,6.29,5.917752204763606,11626.57,11507.06,11800.77,11488.54,18338952.0,-1.06,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz000423,51.61,50.98,51.82,75112.0,-1.18,385391319.0,1.17,1.74,32781061973.3,47.84482758620687,-0.612168241201509,-0.9042585457333387,52.46907108082597,50.6915,48.913928919174026,2314.93,2312.68,2315.32,2287.42,11275600.0,0.0,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sh600282,4.74,4.74,4.79,271351.0,0.0,128733279.0,0.44,1.69,29222531392.140003,70.31250000000009,0.12882405496075044,0.11073208873310851,4.852625853806309,4.542,4.231374146193691,9937.53,9949.02,9981.47,9917.03,8823152.0,0.27,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sh603221,11.38,11.34,11.47,34456.0,0.09,39037517.0,1.42,2.03,2747341800.0,51.8716577540107,0.09602320757701222,0.0916558537636456,11.659597778970923,11.2545,10.849402221029077,9578.04,9410.76,9578.8,9405.91,9093942.0,-1.25,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz300436,73.2,74.99,77.49,166335.0,2.45,1255775537.0,12.17,6.13,10252619226.81,73.07878202029966,9.401540235800475,8.753101997317367,87.06757266053405,60.185500000000005,33.303427339465955,18203.9,18131.87,18220.77,18105.0,22648678.0,-0.62,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz000566,7.3,6.74,7.3,1837948.0,-6.13,1257994359.12,15.76,8.91,7858231600.42,60.752688172043015,0.22826080572925456,0.16468391533872923,7.067198464974215,6.341,5.614801535025785,1222.17,1217.05,1222.85,1211.83,5684097.0,-0.37,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sh605098,36.0,36.46,36.96,25078.0,1.31,91485207.0,2.1,2.7,4347895106.0,65.48042704626324,0.09005043376942012,-0.0050044344902992685,36.349739558245595,35.8175,35.28526044175441,7588.52,7580.42,7635.77,7547.44,16507312.0,0.1,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz002057,11.16,10.6,11.3,990486.0,-3.02,1056441489.77,13.15,7.32,7986304109.599999,76.25899280575541,0.446344114963221,0.30282345726700893,10.725780981552463,9.5185,8.311219018447536,29293.25,29173.98,29383.14,29135.24,13338951.0,-0.37,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz300618,38.35,38.59,38.96,189790.0,0.05,728681380.0,7.0,2.49,10470268051.22,77.48148148148152,0.8390195815328383,0.6138139580664698,38.02479387071182,35.995000000000005,33.96520612928819,4343.11,4341.77,4375.27,4336.73,38911641.0,-0.09,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz001217,12.04,11.91,12.04,51800.0,-1.08,61771730.0,1.58,1.5,3913423792.02,54.726368159203965,0.07121739877984545,0.04733134289048518,12.156053280472685,11.7425,11.328946719527314,5084.28,5004.85,5084.28,4986.82,27065358.0,-0.66,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sh688020,38.45,39.28,39.45,14902.0,1.97,57671904.0,1.84,3.69,3175071061.44,52.4433849821216,0.6629657633964783,0.8795503115798704,40.38359763553725,38.9925,37.60140236446275,51351.06,50742.31,51351.06,50700.49,3237491.0,-1.26,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz001260,19.7,19.73,19.75,14127.0,0.31,27776268.0,4.45,1.02,626427500.0,70.3517587939699,0.3634609134267137,0.3717628004985703,20.12606004393962,19.3585,18.590939956060378,563.97,564.11,569.83,559.54,8631114.0,0.61,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz301151,23.88,22.08,24.0,207081.0,-9.77,467587411.0,37.15,8.05,1230671723.52,66.92367000771009,1.6523956160543563,1.0440538527578032,24.583653368806445,19.047,13.510346631193555,1458.39,1462.58,1462.74,1452.28,10312826.0,0.35,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sz300052,10.92,10.75,10.95,78182.0,-1.19,84341298.0,2.99,2.21,2814873632.5,59.57446808510635,0.21493221014179653,0.2078812591892649,11.194430045227554,10.410499999999999,9.626569954772444,16849.89,16970.09,16986.0,16792.18,11420363.0,0.81,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
sh600496,3.45,3.39,3.47,192462.0,-1.74,65669031.0,0.97,2.61,6746521515.99,55.3846153846154,0.07302128489814441,0.06726981100086438,3.505688356803408,3.34,3.174311643196592,701.46,689.45,702.66,688.62,11859291.0,-1.59,3593.66,4127.16,11168.14,2340.06,6299.59,-3.01,0.27
