stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,16.37,15.78,16.46,398858.0,-4.54,632850473.0,8.99,5.38,7002364853.46,59.03614457831324,0.5561489314240742,0.4388137516775046,17.2840602918914,15.277999999999997,13.271939708108594,1482.66,1501.95,1502.1,1473.34,5271759.0,2.13,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh688098,6.1,6.1,6.15,30545.0,-0.16,18641514.0,0.74,1.64,2504928400.0,54.76190476190477,0.05698660030912617,0.0424351060792438,6.14860080598515,5.954,5.75939919401485,10284.63,10271.2,10284.63,10227.81,6446759.0,-0.23,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz000423,52.4,51.72,52.4,60734.0,-1.11,315967028.48,0.94,1.36,33256895356.2,21.73913043478258,-1.0337645638170088,-1.0733436169452062,55.75380124501241,53.25350000000001,50.75319875498761,2186.38,2171.74,2188.75,2154.11,10733549.0,-0.41,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh600282,4.2,4.29,4.31,517444.0,2.14,220379102.0,0.84,3.33,26448240437.19,65.21739130434779,-0.021818414438924627,-0.04423270314258708,4.231001074109056,4.133,4.034998925890944,9535.87,9547.97,9562.79,9432.81,7525494.0,0.09,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh603221,10.94,10.98,10.98,30926.0,0.18,33799258.0,1.28,1.0,2660124600.0,41.01123595505616,-0.03643755747565969,-0.04215442262759935,11.996819149547022,11.0405,10.084180850452977,9085.65,9151.49,9152.71,9081.14,5312839.0,0.85,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz300436,35.73,36.64,37.12,105310.0,2.06,382341606.0,7.7,5.35,5009414168.16,51.88461538461539,0.7829038180124428,0.9312672889089814,40.15040775978481,35.4385,30.726592240215183,17411.86,17423.87,17426.61,17230.69,14602277.0,0.07,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz000566,5.89,6.24,6.25,1047739.0,6.12,636118299.15,8.99,6.12,7275276733.92,38.06818181818182,0.023313377123148626,0.0679657905388514,7.0992870780728925,6.203,5.306712921927108,1201.33,1205.35,1205.35,1194.35,6838176.0,0.48,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh605098,35.81,35.98,36.69,9271.0,0.56,33539166.0,0.78,2.54,4290654578.0,43.750000000000014,-0.29927934299282555,-0.4421140114382293,36.54112091982793,35.564499999999995,34.58787908017206,7127.6,7124.58,7136.7,7070.46,9169746.0,-0.07,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz002057,9.29,9.28,9.35,327774.0,-0.11,303425342.25,4.35,2.15,6991783220.48,62.553191489361694,0.31085772705919723,0.26598282802679013,9.646406368496235,8.815999999999999,7.985593631503762,28539.9,28693.41,28693.41,28417.82,10761148.0,0.49,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz300618,35.6,36.7,36.7,145725.0,2.74,526721688.0,5.37,3.78,9957471818.6,67.61133603238866,0.8533083511961834,0.5902251978293254,36.86461627035127,34.17550000000001,31.486383729648743,4323.49,4396.94,4408.26,4323.49,37836964.0,1.84,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz001217,11.96,11.89,12.08,73556.0,-0.17,87689872.0,2.24,2.52,3906852131.58,59.81595092024541,0.20708252177803388,0.20451851052860368,12.47022283977838,11.6615,10.85277716022162,4756.11,4732.76,4776.21,4727.91,3514244.0,-0.53,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh688020,37.65,40.1,40.99,39361.0,5.89,153968712.0,4.87,9.53,3241353094.8,68.36581709145428,1.2784076684035668,0.8473443629007743,38.949833662717104,35.576499999999996,32.20316633728289,49517.43,49476.3,49603.43,49253.69,2709853.0,-0.33,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz001260,18.82,18.85,19.1,16941.0,0.11,31895664.9,5.34,2.18,598487500.0,59.80066445182723,0.19192085725560304,0.09468673624323279,19.020306512268764,18.1675,17.314693487731237,476.09,480.22,480.32,470.45,4110649.0,0.78,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz301151,17.45,17.28,17.65,40300.0,-0.97,69911001.0,7.23,2.64,963134392.32,61.000000000000014,0.3232024703817089,0.29661879902471977,17.63001748334153,16.8665,16.102982516658468,1454.68,1440.84,1454.68,1427.56,13827542.0,-1.03,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz300052,9.84,9.81,9.88,59755.0,-0.3,58466303.0,2.28,1.83,2568735845.1,45.31250000000001,-0.00709641723646115,-0.027339920862875598,10.156242263636686,9.7015,9.246757736363312,15574.01,15578.58,15609.32,15405.4,20911500.0,0.1,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh600496,3.18,3.24,3.27,354179.0,1.25,114341355.0,1.78,3.13,6448002864.84,56.86274509803924,0.005038462080094064,-0.016406197726218798,3.2319661611136348,3.099,2.9660338388863656,670.98,655.74,670.98,650.13,14715538.0,-1.98,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh603616,4.64,4.6,4.79,558761.0,-3.97,258276612.0,14.65,5.43,1754292799.9999998,59.605911330049246,0.21695796440270954,0.1843568517339999,4.883082304691232,4.351000000000001,3.8189176953087696,8288.55,8307.04,8324.78,8282.51,2519810.0,0.65,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh688581,65.0,67.86,68.49,10213.0,4.67,68567234.0,2.47,6.15,2810517989.76,63.71923427529629,0.5134476254795928,0.23313645346428125,66.41474795498392,63.954499999999996,61.49425204501607,875.14,888.33,889.56,874.83,8623867.0,1.56,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz300444,6.9,6.89,6.98,205105.0,-0.29,141184069.0,3.46,2.46,4080953152.77,56.66666666666668,0.054206245238235695,0.029085455619649148,6.9958121618161915,6.758999999999999,6.522187838183806,1728.64,1753.57,1764.55,1724.1,8218368.0,1.91,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh600637,7.49,7.45,7.51,134340.0,-0.27,100174329.0,0.4,1.07,25046153636.65,45.71428571428574,0.00664932568259502,-0.002744985445865913,7.590398125321515,7.427,7.263601874678484,459.77,462.25,462.25,457.64,16548897.0,0.62,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh688708,55.56,55.72,56.29,21630.0,0.78,119340541.0,5.63,3.8,2140182912.0,57.911733046286336,-0.01918672219908757,-0.3094243360822948,55.81106442703459,53.298500000000004,50.78593557296542,43233.43,43120.84,43239.41,42737.31,44101947.0,-0.21,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz300234,4.97,5.04,5.05,80175.0,1.41,40200732.0,2.33,1.81,1733694701.76,59.420289855072475,0.04585357697365566,0.03462696252138255,5.067190120047135,4.8975,4.727809879952865,1646.67,1649.88,1659.79,1642.1,8535597.0,0.32,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz000935,18.16,18.05,18.32,64863.0,-0.93,116804129.93,0.85,2.52,13780098010.65,53.3950617283951,0.29341363624101646,0.2948539951569217,18.472394606638225,17.823500000000003,17.17460539336178,1115.76,1104.43,1115.76,1083.06,22781847.0,-1.27,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh603315,12.66,12.59,12.66,45393.0,-0.55,57033089.0,1.45,1.82,3949813663.76,61.07382550335571,-0.029468206146354703,-0.11460347947271761,12.731468847620581,12.273,11.814531152379418,1092.51,1112.0,1112.81,1091.88,10461032.0,1.74,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sh688056,33.47,33.36,33.67,5235.0,-0.06,17491930.0,0.78,1.86,2250214065.6,58.5135135135135,-0.08813541348774834,-0.2308717121654686,34.07659657873223,32.601,31.12540342126777,489.73,489.67,495.11,483.16,5749819.0,0.85,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
sz301237,28.41,28.48,28.68,10661.0,0.25,30270968.0,2.72,2.71,1117840000.0,74.14529914529915,0.7279628510834684,0.5089145044860507,28.449834143472945,26.518,24.586165856527057,15166.55,15292.0,15299.04,15085.45,6653566.0,0.61,3457.75,3942.76,10476.29,2147.92,5934.67,0.48,0.02
