stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,15.71,15.52,15.78,185378.0,-1.65,288419003.0,4.18,2.34,6886990020.639999,55.55555555555556,0.48491020807268725,0.4480330429565411,17.281921187016827,15.347,13.412078812983172,1492.76,1487.91,1508.79,1486.27,4484556.0,-0.93,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sh688098,6.09,6.11,6.14,26471.0,0.16,16112531.0,0.64,1.64,2509034840.0,55.952380952380985,0.06261144230732452,0.04647037332485995,6.1670735500610006,5.960500000000001,5.753926449939001,10262.76,10481.46,10482.73,10241.59,11165681.0,2.05,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz000423,51.71,51.18,51.82,63137.0,-1.04,323398996.41,0.98,1.55,32909665590.3,25.193798449612373,-1.0690961367748457,-1.072494120911134,55.51655799211806,53.0475,50.57844200788194,2161.68,2159.72,2166.7,2142.65,11774251.0,-0.55,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sh600282,4.29,4.41,4.45,763571.0,2.8,333705353.0,1.24,4.2,27188051358.51,80.76923076923083,0.00033041781847842344,-0.03532007895037398,4.3034440273947965,4.1455,3.987555972605204,9527.55,9567.15,9586.27,9476.57,7703251.0,0.2,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sh603221,10.99,10.96,10.99,25401.0,-0.18,27770857.0,1.05,0.91,2655279200.0,42.441860465116264,-0.028757219814011137,-0.03947498206488171,11.66952339142377,10.967500000000001,10.265476608576233,9143.22,9113.8,9148.75,9080.89,5770164.0,-0.41,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz300436,36.21,35.65,36.9,65321.0,-2.7,235401121.0,4.78,4.26,4874061547.349999,49.36234058514628,0.7677807729856667,0.8985699857243185,40.15445427171831,35.442,30.729545728281693,17437.2,17453.56,17464.44,17347.47,16426550.0,0.17,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz000566,6.26,5.98,6.27,786325.0,-4.17,475136879.75,6.74,5.13,6972140203.34,34.18367346938777,0.022547195952270727,0.05888207162153527,6.9353608340426245,6.146,5.356639165957375,1237.41,1208.72,1246.93,1203.67,8101988.0,0.28,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sh605098,36.0,35.5,36.07,9027.0,-1.33,32073816.0,0.76,2.11,4233414050.0,39.17274939172752,-0.2772085322359388,-0.4091329155977712,36.5293732711126,35.5545,34.5796267288874,7176.28,7150.47,7184.27,7129.29,12453134.0,0.36,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz002057,9.25,9.22,9.3,254970.0,-0.65,235374546.0,3.38,1.4,6946577725.52,55.86854460093897,0.2994695430007859,0.2726801710215893,9.678188939063174,8.8595,8.040811060936827,28662.31,28847.04,28938.14,28617.0,16614585.0,0.54,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz300618,36.1,35.98,36.53,109704.0,-1.96,394682203.0,4.04,2.29,9762120872.839998,61.04868913857675,0.8654768153582708,0.6452755213351145,37.03802490522909,34.346500000000006,31.65497509477092,4399.96,4424.79,4452.41,4399.7,35646599.0,0.63,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz001217,11.85,11.82,11.93,61290.0,-0.59,72407979.0,1.87,1.43,3883851320.04,59.090909090909086,0.18995431627175208,0.20160567167723337,12.472089142379875,11.693499999999998,10.914910857620121,4741.81,4713.06,4743.83,4708.63,5939233.0,-0.42,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sh688020,39.8,39.29,40.6,26445.0,-2.02,104556265.0,3.27,4.69,3175879378.92,66.8131868131868,1.3866799330810338,0.9552114769368263,39.450480285208045,35.878499999999995,32.306519714791946,49476.4,49701.02,49970.59,49370.91,3194192.0,0.45,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz001260,19.04,18.77,19.05,17886.0,-0.42,33571740.9,5.63,2.33,595947500.0,54.73684210526315,0.2107343885874151,0.11789626671206928,19.094043507614263,18.200499999999998,17.306956492385734,478.93,486.8,488.99,475.95,4466593.0,1.37,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz301151,17.21,17.27,17.35,36928.0,-0.06,63526163.0,6.63,1.91,962577022.88,57.55395683453234,0.31563078258205124,0.3004211957361861,17.62673904434412,16.9225,16.21826095565588,1438.41,1419.26,1438.44,1410.88,13006373.0,-1.5,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sz300052,9.81,9.89,9.89,62882.0,0.82,61614350.0,2.4,2.04,2589683741.9,49.011857707509904,0.008633687761257391,-0.020145199138049,10.175548871651547,9.715,9.254451128348453,15576.88,15508.34,15620.88,15441.43,16345227.0,-0.45,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
sh600496,3.24,3.28,3.29,299244.0,1.23,97787573.0,1.5,1.85,6527607838.48,64.70588235294119,0.017191741729968513,-0.009686609834981333,3.2618637497556557,3.1064999999999996,2.9511362502443435,649.58,643.68,649.58,640.74,11903499.0,-1.84,3454.79,3943.68,10412.63,2123.72,5892.95,0.29,-0.9
