stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,16.11,16.01,16.26,181888.0,0.25,292260142.0,4.1,2.07,7104427205.570001,52.28628230616305,0.24452944104661434,0.37249022607579996,17.474528454380252,16.358,15.24147154561975,1510.53,1517.93,1519.0,1497.26,5499931.0,0.71,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sh688098,6.4,6.45,6.47,58617.0,1.42,37654674.0,1.43,1.57,2648653800.0,68.8172043010753,0.12356522618709143,0.10030985787431672,6.469895792497742,6.176,5.882104207502258,10647.67,10870.46,10880.52,10647.67,14722474.0,2.26,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz000423,49.85,49.6,49.89,73513.0,-0.44,364258588.77,1.14,0.98,31893697016.0,28.099173553719012,-1.1251986461601007,-1.132936316738211,53.21749631694646,50.940000000000005,48.66250368305355,2304.07,2317.1,2317.79,2295.08,10837314.0,0.87,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sh600282,4.64,4.66,4.73,408789.0,1.53,191057103.0,0.66,1.96,28729324111.26,80.32786885245909,0.10720415154829421,0.08702880294732042,4.794221799182498,4.411,4.027778200817501,9864.24,9973.93,9974.57,9847.45,10850368.0,1.11,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sh603221,11.37,11.58,11.61,53248.0,1.94,61238139.0,2.2,2.64,2805486600.0,64.5631067961165,0.10402993667215377,0.07580835168777425,11.625264449264156,11.163,10.700735550735844,9326.87,9393.89,9432.78,9326.26,7867805.0,0.85,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz300436,68.5,73.47,76.57,189160.0,4.66,1363529537.0,13.84,13.06,10044805101.93,84.75183996980562,9.717068900858209,7.751061501454879,82.74586547050477,52.472,22.19813452949524,17603.7,17861.12,17869.06,17584.09,17373773.0,1.22,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz000566,6.52,6.69,6.85,1207250.0,1.67,803694459.1,10.35,6.23,7799936113.77,59.259259259259274,0.15138679031337876,0.09467136108120897,6.692631085023427,6.129,5.565368914976572,1200.26,1213.88,1214.01,1198.25,7164830.0,1.05,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sh605098,36.16,35.98,36.26,10063.0,-0.33,36297738.0,0.84,1.0,4290654578.0,50.0,-0.008636634958278933,-0.09249483145441122,36.16043235572201,35.6485,35.13656764427799,7358.64,7409.53,7414.65,7347.99,12422371.0,0.78,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz002057,9.28,9.53,9.56,459523.0,2.36,435368960.9,6.1,3.87,7180139449.48,59.54198473282446,0.17543998852226217,0.1884666793692077,9.526242689263372,9.261,8.995757310736627,28855.98,29016.27,29016.27,28776.31,13687658.0,0.57,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz300618,35.79,36.09,36.15,70043.0,0.81,252003949.0,2.58,1.79,9791966156.22,44.75043029259897,0.470411984454266,0.5242339737796584,36.491016519555956,35.6065,34.72198348044404,4470.06,4437.81,4480.48,4429.11,37894853.0,-0.83,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz001217,11.5,11.81,11.9,101304.0,2.87,119455906.0,3.08,3.48,3880565489.82,47.674418604651166,-0.0040410293200086045,0.03465541337283037,12.18431717984744,11.747,11.30968282015256,4789.44,4854.2,4868.27,4777.54,12972194.0,1.43,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sh688020,39.11,38.73,39.3,17191.0,-1.02,66509672.0,2.13,2.99,3130613600.04,42.48079034028537,0.9276211798246408,1.1381373007385507,41.29963023885803,38.622499999999995,35.94536976114196,50361.95,50515.5,50519.27,50155.59,3106142.0,0.47,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz001260,19.56,19.62,19.79,13311.0,0.41,26104619.0,4.19,1.28,622935000.0,70.81081081081075,0.3883102547174495,0.3674491300619614,20.033156046821933,19.115,18.196843953178064,513.96,516.48,517.63,509.85,5215480.0,1.06,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz301151,21.3,21.3,21.3,55885.0,20.0,119035199.0,10.03,0.0,1187196907.2,87.78195488721806,0.5763481545545872,0.3655357831462643,19.45856830146896,17.6785,15.898431698531038,1447.37,1459.05,1459.06,1445.84,8722663.0,0.44,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
sz300052,10.48,10.44,10.48,55622.0,0.29,57991407.0,2.12,0.86,2733700532.4,62.75303643724693,0.21544781316869788,0.209318789102839,11.132929570624995,10.2165,9.300070429375005,16610.36,16884.71,16889.09,16564.41,15009271.0,2.07,3559.79,4085.61,11007.49,2296.88,6161.31,5.08,1.28
