stock_code,个股_开盘价,个股_收盘价,个股_最高价,个股_成交量,个股_涨跌幅,个股_成交额,个股_换手率,个股_振幅,个股_流通市值,个股_RSI,个股_MACD,个股_MACD_signal,个股_BB_upper,个股_BB_middle,个股_BB_lower,行业_开盘价,行业_收盘价,行业_最高价,行业_最低价,行业_成交量,行业_涨跌幅,指数_上证指数,指数_沪深300,指数_深证成指,指数_创业板指,指数_中证500,情绪_sentiment_0,情绪_sentiment_1
sz300465,15.99,16.08,16.09,174441.0,-0.12,276763404.0,3.93,2.92,7135489660.559999,31.851851851851833,0.09327749855168044,0.18241740783248858,17.217178318733232,16.186999999999998,15.156821681266763,1481.5,1478.66,1484.54,1464.14,4028416.0,-0.9,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh688098,6.75,6.85,7.11,104093.0,1.33,71372364.0,2.53,6.07,2812911400.0,80.0,0.1912892838490743,0.1482836382137994,6.824803297394558,6.359999999999999,5.895196702605441,11159.15,11214.98,11223.52,11024.43,11560672.0,0.36,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz000423,50.65,50.4,50.75,54998.0,-0.36,276512674.25,0.86,1.27,32408111484.0,45.750708215297436,-0.5536442734294482,-0.7814505699498638,52.06120921906545,50.5395,49.01779078093455,2323.7,2345.46,2345.8,2301.76,14410544.0,0.7,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh600282,4.58,4.71,4.72,358946.0,2.61,166722464.0,0.58,3.05,29037578661.81,63.0952380952381,0.11347062724410506,0.11205650282370502,4.823364670456163,4.5825000000000005,4.341635329543838,10046.02,9957.73,10059.07,9879.36,8799322.0,-0.51,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh603221,11.21,11.2,11.3,62792.0,-0.09,70243607.0,2.59,2.59,2713424000.0,41.8994413407821,0.06673678249393333,0.0848973904288188,11.636746355199994,11.278,10.919253644800007,9278.43,9254.65,9285.8,9178.3,6308564.0,-0.42,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz300436,84.66,92.22,98.8,208246.0,8.18,1908502286.0,15.23,17.36,12608301708.18,82.35967926689575,11.077938739042565,9.432652141782707,92.15598772638404,65.432,38.70801227361597,18219.05,18079.68,18229.26,17946.46,20709877.0,-0.48,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz000566,6.75,6.66,6.78,784028.0,-0.75,521247195.0,6.72,4.02,7764958821.78,59.53757225433527,0.2095107192241814,0.18272363976406236,7.120519415434355,6.403499999999999,5.686480584565643,1225.55,1233.45,1233.45,1218.57,5434788.0,0.47,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh605098,35.88,35.64,35.88,12558.0,-0.34,44652477.0,1.05,1.45,4250109204.0,46.407185628742496,0.039455920252649435,0.015485232740795168,36.33184239080283,35.7995,35.26715760919718,7497.06,7481.62,7498.97,7403.58,10509763.0,-0.28,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz002057,10.27,10.25,10.35,551228.0,-0.77,562801193.32,7.32,2.61,7722605389.0,70.40816326530611,0.42991656589525284,0.3507576174682951,10.900921255483508,9.619,8.337078744516491,29652.45,29163.21,29721.3,29055.56,22329363.0,-0.23,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz300618,37.86,38.55,39.84,188414.0,1.1,733958499.0,6.94,5.25,10459415220.9,76.79127725856702,0.9696569013570624,0.73064882978067,38.6863916685712,36.208,33.7296083314288,4359.58,4300.54,4382.34,4297.62,41310406.0,-1.31,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz001217,12.01,11.91,12.06,59170.0,-0.83,70393428.0,1.8,2.16,3913423792.02,57.50000000000003,0.08426822825887115,0.06051237591411511,12.17436259212176,11.7485,11.32263740787824,4929.58,4911.11,4948.21,4894.38,9390411.0,-0.44,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh688020,51.88,56.57,56.57,90126.0,20.0,490934706.0,11.15,13.51,4572651984.36,83.5192069392813,2.5151046124125997,1.2719980232160437,48.85029858712537,40.2795,31.708701412874625,50687.32,50543.66,50763.58,50196.61,2860710.0,-0.43,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz001260,19.92,19.93,20.05,15721.0,-0.1,31265776.0,4.95,1.4,632777500.0,63.030303030303095,0.36717163515849194,0.3703693348190734,20.22174630765772,19.4685,18.715253692342277,550.15,555.95,562.07,550.15,5186306.0,0.36,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz301151,22.88,22.9,23.74,180150.0,0.44,407952733.0,32.32,7.85,1276376017.6,69.11871813546978,1.6875192147370655,1.2742328524519975,25.450770140740957,19.595499999999998,13.740229859259038,1461.53,1471.07,1471.29,1446.78,9831813.0,0.19,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz300052,10.7,10.72,10.74,55644.0,0.09,59354536.0,2.13,1.31,2807018171.2000003,41.66666666666667,0.20810706702544657,0.20858746129648884,11.189289441572669,10.499500000000001,9.809710558427334,17238.49,17284.11,17284.11,17146.87,13531154.0,0.17,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh600496,3.35,3.36,3.37,205163.0,0.0,68517046.0,1.03,1.79,6686817785.76,57.142857142857125,0.059117407381315434,0.06537932793490799,3.4974022682093286,3.354,3.2105977317906715,691.93,694.0,694.11,680.43,12602345.0,-0.06,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh603616,6.99,6.7,7.21,1518240.0,2.29,1054694408.0,39.81,10.08,2555165600.0,74.61139896373057,0.5252358296817894,0.336920497536175,6.685648361295285,5.1274999999999995,3.569351638704714,8634.47,8583.17,8659.45,8530.36,2626279.0,-0.66,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh688581,82.27,80.71,82.35,15435.0,-1.99,124930534.0,3.73,2.84,3342718935.36,83.67023384859293,4.163963780975536,2.591398720854947,82.45794823501666,69.584,56.71005176498334,982.59,979.88,983.08,968.28,12436419.0,-0.17,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz300444,7.42,7.41,7.43,225143.0,-0.27,164859726.0,3.8,2.69,4388949617.13,50.50505050505049,0.12420794444287164,0.1434117570885989,7.641660919438981,7.4,7.15833908056102,1787.42,1813.86,1813.86,1787.24,4080491.0,0.98,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh600637,7.87,7.87,7.88,397892.0,-0.25,311102609.0,1.18,1.65,26458151559.79,63.79310344827589,0.11363234868994887,0.0826973618183878,7.972686613196593,7.632000000000001,7.291313386803408,490.04,488.09,490.74,484.01,18634981.0,-0.33,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sh688708,78.25,79.6,79.74,33048.0,-0.25,258056693.0,8.6,3.45,3057404160.0,89.56166419019316,5.381130825627267,3.5775083143480657,78.13356405617232,63.25350000000001,48.373435943827694,44943.48,44903.19,44943.48,44560.65,31976441.0,-0.17,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
sz300234,5.63,5.58,5.68,335579.0,-1.59,186684278.0,9.76,3.53,1919447705.52,62.71186440677965,0.1429790391907435,0.12558968616345062,5.60869893309329,5.3100000000000005,5.011301066906711,1725.58,1719.25,1725.58,1706.94,10048434.0,-0.29,3609.71,4152.02,11289.41,2406.59,6356.13,1.21,0.07
